,,Hokuriku,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Hokuriku
2023/09/26,06:00,0,2755,317,0,105,23,6,0,0,0,-472,0,0,2733,12.78
2023/09/26,07:00,0,2581,329,0,105,56,5,0,0,0,-228,0,0,2846,12.49
2023/09/26,08:00,0,2670,417,0,104,92,7,0,0,0,-64,0,0,3226,12.34
2023/09/26,09:00,0,2652,622,0,105,209,10,0,0,0,-128,0,0,3471,11.29
2023/09/26,10:00,0,2541,696,0,105,309,14,0,0,0,-120,0,0,3544,10.36
2023/09/26,11:00,0,2618,685,0,105,288,9,0,0,0,-120,0,0,3583,10
2023/09/26,12:00,0,2917,362,0,104,250,4,0,0,0,-256,0,0,3381,9.35
2023/09/26,13:00,0,3058,344,0,105,251,2,0,0,0,-224,0,0,3534,11.87
2023/09/26,14:00,0,2971,543,0,105,163,1,0,0,0,-204,0,0,3578,15.62
2023/09/26,15:00,0,2938,674,0,105,85,1,0,0,0,-268,0,0,3533,17.66
2023/09/26,16:00,0,2899,680,0,105,44,0,0,52,0,-264,0,0,3514,18.31
2023/09/26,17:00,0,2847,511,0,105,10,0,0,99,0,-208,0,0,3363,18.36
2023/09/26,18:00,0,2857,513,0,105,1,1,0,49,0,-232,0,0,3293,18.25
2023/09/26,19:00,0,2877,406,0,105,1,3,0,0,0,-272,0,0,3119,17.36
2023/09/26,20:00,0,2943,303,0,105,1,3,0,0,0,-360,0,0,2993,15.28
2023/09/26,21:00,0,2917,291,0,103,0,1,0,0,0,-428,0,0,2883,12.16
2023/09/26,22:00,0,2940,267,0,105,0,0,0,0,0,-504,0,0,2808,12.31
2023/09/26,23:00,0,2928,255,0,105,0,2,0,0,0,-584,0,0,2704,12.04
2023/09/27,00:00,0,2558,284,0,106,0,17,0,0,0,-416,0,0,2548,12.29
2023/09/27,01:00,0,2512,283,0,106,0,20,0,0,0,-388,0,0,2531,12.56
2023/09/27,02:00,0,2620,281,0,106,0,26,0,0,0,-392,0,0,2640,12.46
2023/09/27,03:00,0,2631,306,0,105,0,40,0,0,0,-388,0,0,2694,12.25
2023/09/27,04:00,0,2698,330,0,103,1,39,0,0,0,-400,0,0,2771,12.12
2023/09/27,05:00,0,2689,337,0,85,1,56,0,0,0,-396,0,0,2771,12.52
2023/09/27,06:00,0,2714,319,0,60,9,46,0,0,0,-388,0,0,2760,12.58
2023/09/27,07:00,0,2790,338,0,60,39,20,0,0,0,-352,0,0,2894,12.73
2023/09/27,08:00,0,2870,370,0,59,94,13,0,0,0,-164,0,0,3241,10.88
2023/09/27,09:00,0,2898,447,0,60,168,9,0,0,0,-56,0,0,3524,12.72
2023/09/27,10:00,0,2755,585,0,60,235,6,0,0,0,-64,0,0,3576,11.77
2023/09/27,11:00,0,2799,538,0,59,251,3,0,0,0,-20,0,0,3630,11.17
2023/09/27,12:00,0,2948,359,0,60,219,4,0,0,0,-164,0,0,3425,9.4
2023/09/27,13:00,0,2926,616,0,59,149,4,0,0,0,-180,0,0,3574,13.77
2023/09/27,14:00,0,2946,608,0,58,94,5,0,0,0,-120,0,0,3591,17.5
2023/09/27,15:00,0,2929,615,0,60,63,2,0,0,0,-132,0,0,3536,18.42
2023/09/27,16:00,0,2927,688,0,60,31,4,0,52,0,-260,0,0,3499,17.74
2023/09/27,17:00,0,2879,703,0,59,7,7,0,99,0,-388,0,0,3364,17.54
2023/09/27,18:00,0,2957,587,0,60,1,7,0,51,0,-352,0,0,3310,18.42
2023/09/27,19:00,0,2866,544,0,60,1,6,0,0,0,-328,0,0,3147,17.91
2023/09/27,20:00,0,2845,495,0,60,1,6,0,0,0,-376,0,0,3030,14.88
2023/09/27,21:00,0,2836,426,0,60,0,7,0,0,0,-416,0,0,2911,13
2023/09/27,22:00,0,2875,366,0,60,0,14,0,0,0,-460,0,0,2855,12.97
2023/09/27,23:00,0,2681,364,0,60,0,31,0,0,0,-372,0,0,2762,12.02
2023/09/28,00:00,0,2688,343,0,60,0,46,0,0,0,-520,0,0,2615,11.81
2023/09/28,01:00,0,2518,345,0,61,0,49,0,0,0,-376,0,0,2596,12
2023/09/28,02:00,0,2567,338,0,60,0,50,0,0,0,-348,0,0,2666,12
2023/09/28,03:00,0,2746,331,0,60,0,59,0,0,0,-416,0,0,2780,12.11
2023/09/28,04:00,0,2737,356,0,60,1,69,0,0,0,-404,0,0,2819,12.06
2023/09/28,05:00,0,2728,369,0,60,1,71,0,0,0,-424,0,0,2804,11.88
2023/09/28,06:00,0,2621,383,0,60,15,70,0,0,0,-392,0,0,2756,12.23
2023/09/28,07:00,0,2829,385,0,60,52,60,0,0,0,-488,0,0,2898,11.48
2023/09/28,08:00,0,3020,537,0,60,119,61,0,0,0,-524,0,0,3273,10.25
2023/09/28,09:00,0,3023,812,0,60,220,57,0,0,0,-572,0,0,3599,11.55
2023/09/28,10:00,0,3030,837,0,59,288,57,0,0,0,-564,0,0,3705,10.43
2023/09/28,11:00,0,3032,837,0,60,165,61,0,0,0,-412,0,0,3742,10.5
2023/09/28,12:00,0,3011,497,0,60,164,62,0,0,0,-320,0,0,3473,10.7
2023/09/28,13:00,0,3054,632,0,60,140,36,0,0,0,-324,0,0,3598,11.57
2023/09/28,14:00,0,3000,808,0,60,126,15,0,0,0,-416,0,0,3592,16.28
2023/09/28,15:00,0,3121,627,0,59,68,14,0,26,0,-388,0,0,3526,19.7
2023/09/28,16:00,0,3124,627,0,60,40,7,0,50,0,-460,0,0,3447,27.05
2023/09/28,17:00,0,3122,594,0,59,8,9,0,50,0,-548,0,0,3293,25.63
2023/09/28,18:00,0,3088,585,0,60,1,7,0,24,0,-576,0,0,3189,24.1
2023/09/28,19:00,0,2915,556,0,60,1,13,0,0,0,-476,0,0,3069,19.57
2023/09/28,20:00,0,2878,561,0,59,1,15,0,0,0,-552,0,0,2961,16.39
2023/09/28,21:00,0,2863,546,0,60,0,16,0,0,0,-612,0,0,2872,12.33
2023/09/28,22:00,0,2816,546,0,59,0,14,0,0,0,-632,0,0,2803,13.5
2023/09/28,23:00,0,2586,482,0,60,0,5,0,0,0,-460,0,0,2673,10.93
2023/09/29,00:00,0,2391,493,0,60,0,5,0,0,0,-440,0,0,2509,12.34
2023/09/29,01:00,0,2298,483,0,60,0,5,0,0,0,-356,0,0,2489,12.42
2023/09/29,02:00,0,2368,532,0,60,0,4,0,0,0,-404,0,0,2559,12.34
2023/09/29,03:00,0,2388,602,0,60,0,5,0,0,0,-372,0,0,2682,12.52
2023/09/29,04:00,0,2440,624,0,59,1,2,0,0,0,-392,0,0,2733,12.58
2023/09/29,05:00,0,2548,659,0,61,2,1,0,0,0,-528,0,0,2743,12.67
2023/09/29,06:00,0,2520,549,0,60,78,1,0,0,0,-528,0,0,2678,12.7
2023/09/29,07:00,0,2261,476,0,61,304,1,0,0,0,-356,0,0,2746,11.2
2023/09/29,08:00,0,2236,578,0,63,551,1,0,0,0,-300,0,0,3127,7.71
2023/09/29,09:00,0,2270,642,0,63,700,0,0,0,0,-228,0,0,3446,7.26
2023/09/29,10:00,0,2448,731,0,59,801,2,0,0,0,-484,0,0,3555,6.06
2023/09/29,11:00,0,2476,653,0,60,858,3,0,0,0,-424,0,0,3625,9.21
2023/09/29,12:00,0,2556,436,0,60,871,2,0,0,0,-412,0,0,3513,8.11
2023/09/29,13:00,0,2711,527,0,59,788,4,0,0,0,-468,0,0,3619,7.24
2023/09/29,14:00,0,2619,705,0,60,633,6,0,0,0,-412,0,0,3608,8.48
2023/09/29,15:00,0,2847,742,0,59,415,8,0,2,0,-496,0,0,3575,11.41
2023/09/29,16:00,0,2953,676,0,60,193,8,0,99,0,-456,0,0,3533,18.08
2023/09/29,17:00,0,2936,675,0,59,25,8,0,99,0,-488,0,0,3313,19.44
2023/09/29,18:00,0,2929,692,0,60,1,9,0,50,0,-504,0,0,3236,17.97
2023/09/29,19:00,0,2818,608,0,60,1,10,0,0,0,-424,0,0,3072,14.62
2023/09/29,20:00,0,2798,457,0,60,1,10,0,0,0,-412,0,0,2913,11.53
2023/09/29,21:00,0,2830,398,0,61,0,7,0,0,0,-460,0,0,2835,11.56
2023/09/29,22:00,0,2686,406,0,61,0,8,0,0,0,-452,0,0,2708,12.02
2023/09/29,23:00,0,2402,392,0,60,0,8,0,0,0,-252,0,0,2609,11.19
2023/09/30,00:00,0,2361,409,0,61,0,14,0,0,0,-388,0,0,2457,11.7
2023/09/30,01:00,0,2301,469,0,61,0,19,0,0,0,-452,0,0,2397,12.64
2023/09/30,02:00,0,2330,572,0,61,0,17,0,0,0,-528,0,0,2451,13.68
2023/09/30,03:00,0,2448,668,0,60,0,14,0,0,0,-628,0,0,2562,13.5
2023/09/30,04:00,0,2589,649,0,60,1,12,0,0,0,-712,0,0,2597,14.52
2023/09/30,05:00,0,2552,548,0,60,1,12,0,0,0,-616,0,0,2556,12.68
2023/09/30,06:00,0,2212,450,0,60,40,13,0,0,0,-380,0,0,2395,10.56
2023/09/30,07:00,0,1750,385,0,60,172,12,0,0,0,-20,0,0,2357,12.79
2023/09/30,08:00,0,1451,371,0,60,440,10,0,0,164,0,0,0,2494,9.01
2023/09/30,09:00,0,1413,439,0,59,644,5,0,0,140,0,0,0,2700,7.26
2023/09/30,10:00,0,1470,711,0,60,750,7,0,0,0,-80,0,0,2916,4.51
2023/09/30,11:00,0,1760,692,0,60,538,8,0,0,0,-132,0,0,2924,3.56
2023/09/30,12:00,0,2013,413,0,59,451,13,0,0,0,-88,0,0,2861,7.56
2023/09/30,13:00,0,2322,500,0,60,378,24,0,0,0,-396,0,0,2888,9.68
2023/09/30,14:00,0,2417,718,0,59,221,31,0,0,0,-560,0,0,2885,10.6
2023/09/30,15:00,0,2470,638,0,60,124,38,0,0,0,-512,0,0,2817,10.95
2023/09/30,16:00,0,2570,581,0,59,45,51,0,0,0,-512,0,0,2794,12.28
2023/09/30,17:00,0,2533,586,0,60,4,66,0,0,0,-472,0,0,2776,13.06
2023/09/30,18:00,0,2555,561,0,60,1,69,0,0,0,-480,0,0,2765,13.27
2023/09/30,19:00,0,2445,527,0,60,1,58,0,0,0,-464,0,0,2626,12.43
2023/09/30,20:00,0,2433,429,0,60,1,35,0,0,0,-452,0,0,2505,12.06
2023/09/30,21:00,0,2333,470,0,61,0,20,0,0,0,-496,0,0,2387,12.15
2023/09/30,22:00,0,2346,414,0,60,0,12,0,0,0,-544,0,0,2287,11.83
2023/09/30,23:00,0,2165,447,0,61,0,11,0,0,0,-464,0,0,2220,10.06
2023/10/01,00:00,0,1938,406,0,61,0,11,0,0,0,-324,0,0,2091,10.16
2023/10/01,01:00,0,1916,419,0,61,0,13,0,0,0,-356,0,0,2052,11.87
2023/10/01,02:00,0,2031,459,0,61,0,17,0,0,0,-424,0,0,2145,11.54
2023/10/01,03:00,0,2101,507,0,60,0,18,0,0,0,-424,0,0,2262,11.9
2023/10/01,04:00,0,2054,569,0,60,1,18,0,0,0,-392,0,0,2309,11.93
2023/10/01,05:00,0,2004,523,0,60,1,19,0,0,0,-324,0,0,2281,11.95
2023/10/01,06:00,0,1717,533,0,60,20,18,0,0,0,-212,0,0,2136,11.54
2023/10/01,07:00,0,1457,454,0,59,75,22,0,0,44,0,0,0,2110,11.18
2023/10/01,08:00,0,1640,527,0,59,215,23,0,0,0,-268,0,0,2196,7.53
2023/10/01,09:00,0,1911,533,0,58,405,22,0,0,0,-608,0,0,2321,4.12
2023/10/01,10:00,0,1760,532,0,60,550,22,0,0,0,-536,0,0,2388,2.56
2023/10/01,11:00,0,1398,488,0,59,804,27,0,0,0,-284,0,0,2491,0.81
2023/10/01,12:00,0,1273,526,0,60,833,30,0,0,0,-200,0,0,2520,8.42
2023/10/01,13:00,0,1362,553,0,59,684,36,0,0,0,-172,0,0,2522,9.92
2023/10/01,14:00,0,1400,550,0,59,372,43,0,0,16,0,0,0,2441,11.08
2023/10/01,15:00,0,1786,591,0,59,173,63,0,0,0,-232,0,0,2440,12.25
2023/10/01,16:00,0,1903,657,0,59,68,73,0,0,0,-328,0,0,2431,13.03
2023/10/01,17:00,0,2016,701,0,58,13,81,0,0,0,-372,0,0,2497,11.59
2023/10/01,18:00,0,2008,720,0,59,1,60,0,0,0,-320,0,0,2527,10.75
2023/10/01,19:00,0,2059,612,0,59,1,37,0,0,0,-308,0,0,2459,12.71
2023/10/01,20:00,0,1975,595,0,60,1,33,0,0,0,-300,0,0,2361,11.88
2023/10/01,21:00,0,1916,564,0,59,0,33,0,0,0,-304,0,0,2268,11
2023/10/01,22:00,0,1847,540,0,59,0,33,0,0,0,-304,0,0,2175,10.28
2023/10/01,23:00,0,1595,525,0,59,0,65,0,0,0,-116,0,0,2128,9.59
2023/10/02,00:00,0,1611,468,0,60,0,66,0,0,0,-168,0,0,2037,9.54
2023/10/02,01:00,0,1723,388,0,61,0,64,0,0,0,-244,0,0,1992,10.56
2023/10/02,02:00,0,1866,391,0,60,0,61,0,0,0,-276,0,0,2100,11.75
2023/10/02,03:00,0,1906,439,0,60,0,49,0,0,0,-208,0,0,2244,11.41
2023/10/02,04:00,0,2018,524,0,61,1,31,0,0,0,-296,0,0,2338,11.3
2023/10/02,05:00,0,2108,624,0,60,2,20,0,0,0,-416,0,0,2397,12.15
2023/10/02,06:00,0,1876,537,0,60,77,6,0,0,0,-212,0,0,2343,12.54
2023/10/02,07:00,0,1813,380,0,59,329,3,0,0,0,-136,0,0,2446,9
2023/10/02,08:00,0,1949,461,0,59,629,1,0,0,0,-292,0,0,2807,4.93
2023/10/02,09:00,0,2074,511,0,58,824,2,0,0,0,-324,0,0,3144,9.26
2023/10/02,10:00,0,2309,484,0,60,940,3,0,0,0,-508,0,0,3286,7.76
2023/10/02,11:00,0,2335,398,0,58,964,4,0,0,0,-472,0,0,3286,7.75
2023/10/02,12:00,0,2339,377,0,59,989,6,0,0,0,-576,0,0,3194,4.12
2023/10/02,13:00,0,2281,381,0,59,864,5,0,0,0,-296,0,0,3294,11.12
2023/10/02,14:00,0,2437,400,0,59,713,5,0,0,0,-300,0,0,3313,10
2023/10/02,15:00,0,2700,484,0,59,463,3,0,0,0,-436,0,0,3272,14
2023/10/02,16:00,0,2978,656,0,59,198,3,0,0,0,-636,0,0,3257,12.85
2023/10/02,17:00,0,2909,708,0,59,21,2,0,52,0,-636,0,0,3115,15.16
2023/10/02,18:00,0,2893,765,0,59,1,6,0,50,0,-724,0,0,3050,14.23
2023/10/02,19:00,0,2893,672,0,60,1,10,0,0,0,-756,0,0,2879,14.53
2023/10/02,20:00,0,2777,496,0,59,0,14,0,0,0,-592,0,0,2754,11.49
2023/10/02,21:00,0,2541,381,0,60,0,18,0,0,0,-348,0,0,2651,10.72
2023/10/02,22:00,0,2433,339,0,61,0,14,0,0,0,-244,0,0,2601,11.04
2023/10/02,23:00,0,2432,317,0,60,0,12,0,0,0,-308,0,0,2513,10.07
2023/10/03,00:00,0,2099,311,0,60,0,19,0,0,0,-100,0,0,2388,9.91
2023/10/03,01:00,0,2299,325,0,60,0,16,0,0,0,-340,0,0,2359,11.13
2023/10/03,02:00,0,2327,351,0,60,0,22,0,0,0,-292,0,0,2467,12.28
2023/10/03,03:00,0,2349,402,0,60,0,21,0,0,0,-212,0,0,2619,12.39
2023/10/03,04:00,0,2447,494,0,61,0,27,0,0,0,-308,0,0,2720,12.58
2023/10/03,05:00,0,2538,459,0,59,1,18,0,0,0,-328,0,0,2746,12.59
2023/10/03,06:00,0,2371,454,0,60,82,13,0,0,0,-316,0,0,2662,12.51
2023/10/03,07:00,0,2103,368,0,60,340,13,0,0,0,-220,0,0,2662,10
2023/10/03,08:00,0,2144,334,0,60,613,9,0,0,0,-220,0,0,2939,9.52
2023/10/03,09:00,0,2062,306,0,59,831,16,0,0,0,-68,0,0,3205,9.52
2023/10/03,10:00,0,1999,304,0,60,1000,18,0,0,0,-36,0,0,3344,7.98
2023/10/03,11:00,0,2039,310,0,58,948,16,0,0,0,-4,0,0,3366,8.76
2023/10/03,12:00,0,2271,291,0,59,746,16,0,0,0,-196,0,0,3187,9.38
2023/10/03,13:00,0,2491,298,0,59,500,21,0,0,0,-44,0,0,3323,10.18
2023/10/03,14:00,0,2696,360,0,59,380,16,0,0,0,-180,0,0,3330,11.47
2023/10/03,15:00,0,2725,515,0,59,209,12,0,0,0,-256,0,0,3264,14.48
2023/10/03,16:00,0,2836,775,0,59,84,12,0,52,0,-584,0,0,3233,18.23
2023/10/03,17:00,0,2945,795,0,59,8,15,0,49,0,-736,0,0,3135,18.64
2023/10/03,18:00,0,2875,759,0,59,1,23,0,0,0,-628,0,0,3088,17.78
2023/10/03,19:00,0,2814,710,0,60,1,28,0,0,0,-676,0,0,2936,15.09
2023/10/03,20:00,0,2819,474,0,58,1,29,0,0,0,-576,0,0,2805,11.59
2023/10/03,21:00,0,2561,399,0,59,0,26,0,0,0,-340,0,0,2704,10.7
2023/10/03,22:00,0,2508,371,0,60,0,37,0,0,0,-316,0,0,2659,13.25
2023/10/03,23:00,0,2467,313,0,60,0,35,0,0,0,-284,0,0,2590,10.59
2023/10/04,00:00,0,2285,306,0,63,0,29,0,0,0,-228,0,0,2455,12.12
2023/10/04,01:00,0,2266,310,0,61,0,29,0,0,0,-228,0,0,2437,11.64
2023/10/04,02:00,0,2421,307,0,60,0,32,0,0,0,-264,0,0,2555,10
2023/10/04,03:00,0,2497,358,0,60,0,44,0,0,0,-244,0,0,2714,10.16
2023/10/04,04:00,0,2532,385,0,60,1,40,0,0,0,-252,0,0,2764,10.97
2023/10/04,05:00,0,2546,403,0,60,1,21,0,0,0,-272,0,0,2758,12.04
2023/10/04,06:00,0,2445,374,0,59,35,10,0,0,0,-272,0,0,2650,12.64
2023/10/04,07:00,0,2389,349,0,59,181,2,0,0,0,-284,0,0,2696,13.51
2023/10/04,08:00,0,2332,338,0,59,407,2,0,0,0,-124,0,0,3014,11.94
2023/10/04,09:00,0,2441,507,0,59,687,1,0,0,0,-436,0,0,3258,13.51
2023/10/04,10:00,0,2292,468,0,60,886,2,0,0,0,-312,0,0,3395,12.78
2023/10/04,11:00,0,2359,459,0,58,848,7,0,0,0,-272,0,0,3459,12.73
2023/10/04,12:00,0,2379,411,0,59,784,6,0,0,0,-364,0,0,3274,10.44
2023/10/04,13:00,0,2665,403,0,59,723,5,0,0,0,-372,0,0,3483,12.29
2023/10/04,14:00,0,2819,392,0,59,483,6,0,0,0,-288,0,0,3470,12.5
2023/10/04,15:00,0,2983,458,0,59,256,7,0,0,0,-376,0,0,3386,13.31
2023/10/04,16:00,0,2998,712,0,59,107,11,0,52,0,-608,0,0,3329,14.64
2023/10/04,17:00,0,3023,709,0,59,11,14,0,99,0,-696,0,0,3218,16.6
2023/10/04,18:00,0,3002,630,0,59,1,24,0,48,0,-620,0,0,3144,15.92
2023/10/04,19:00,0,2899,617,0,59,1,39,0,0,0,-620,0,0,2995,13.41
2023/10/04,20:00,0,2870,445,0,59,1,47,0,0,0,-548,0,0,2873,12.48
2023/10/04,21:00,0,2736,351,0,59,0,47,0,0,0,-420,0,0,2771,11.31
2023/10/04,22:00,0,2634,334,0,59,0,50,0,0,0,-356,0,0,2721,13.9
2023/10/04,23:00,0,2472,338,0,59,0,49,0,0,0,-300,0,0,2618,11.73
2023/10/05,00:00,0,2367,328,0,60,0,55,0,0,0,-316,0,0,2492,11.61
2023/10/05,01:00,0,2298,337,0,60,0,69,0,0,0,-292,0,0,2471,12.56
2023/10/05,02:00,0,2525,334,0,60,0,66,0,0,0,-412,0,0,2572,12.6
2023/10/05,03:00,0,2696,434,0,60,0,71,0,0,0,-560,0,0,2699,12.81
2023/10/05,04:00,0,2685,484,0,60,1,82,0,0,0,-536,0,0,2775,13.08
2023/10/05,05:00,0,2637,483,0,60,1,83,0,0,0,-480,0,0,2782,13.32
2023/10/05,06:00,0,2635,400,0,61,26,81,0,0,0,-496,0,0,2706,13.21
2023/10/05,07:00,0,2780,340,0,59,53,92,0,0,0,-560,0,0,2764,12.64
2023/10/05,08:00,0,2887,347,0,59,58,110,0,0,0,-364,0,0,3095,10.22
2023/10/05,09:00,0,2902,390,0,59,143,117,0,0,0,-300,0,0,3309,9.76
2023/10/05,10:00,0,2917,418,0,59,310,120,0,0,0,-500,0,0,3323,6.18
2023/10/05,11:00,0,2809,431,0,60,442,115,0,0,0,-536,0,0,3320,9.8
2023/10/05,12:00,0,2367,418,0,59,508,109,0,0,0,-352,0,0,3109,7.25
2023/10/05,13:00,0,2309,528,0,59,556,106,0,0,0,-364,0,0,3194,10.62
2023/10/05,14:00,0,2519,580,0,59,360,106,0,0,0,-372,0,0,3252,8
2023/10/05,15:00,0,2494,623,0,59,210,102,0,2,0,-308,0,0,3181,8.64
2023/10/05,16:00,0,2451,763,0,59,124,113,0,98,0,-436,0,0,3173,15.15
2023/10/05,17:00,0,2486,863,0,59,14,104,0,98,0,-548,0,0,3075,14.84
2023/10/05,18:00,0,2520,832,0,59,1,89,0,0,0,-472,0,0,3028,13.37
2023/10/05,19:00,0,2490,800,0,59,1,100,0,0,0,-549,0,0,2900,13.48
2023/10/05,20:00,0,2372,601,0,60,1,87,0,0,0,-354,0,0,2766,12.06
2023/10/05,21:00,0,2324,545,0,60,0,97,0,0,0,-345,0,0,2681,10.7
2023/10/05,22:00,0,2206,530,0,60,0,94,0,0,0,-265,0,0,2623,10.46
2023/10/05,23:00,0,2072,547,0,61,0,109,0,0,0,-236,0,0,2552,9.79
2023/10/06,00:00,0,1726,510,0,60,0,115,0,0,18,0,0,0,2428,10.19
2023/10/06,01:00,0,1428,489,0,60,0,112,0,0,317,0,0,0,2405,11.04
2023/10/06,02:00,0,1460,607,0,60,0,105,0,0,285,0,0,0,2516,11.06
2023/10/06,03:00,0,1906,699,0,60,0,108,0,0,0,-97,0,0,2675,10.44
2023/10/06,04:00,0,2244,730,0,61,1,110,0,0,0,-364,0,0,2781,10.55
2023/10/06,05:00,0,2236,676,0,61,1,109,0,0,0,-298,0,0,2784,10.59
2023/10/06,06:00,0,2072,676,0,62,34,116,0,0,0,-257,0,0,2703,10.5
2023/10/06,07:00,0,1597,604,0,63,165,115,0,0,153,0,0,0,2695,8.59
2023/10/06,08:00,0,1784,484,0,63,362,100,0,0,154,0,0,0,2945,3.12
2023/10/06,09:00,0,1795,493,0,63,490,92,0,0,211,0,0,0,3142,4.27
2023/10/06,10:00,0,1995,497,0,62,516,90,0,0,29,0,0,0,3189,5.81
2023/10/06,11:00,0,1952,477,0,62,624,90,0,0,0,-7,0,0,3197,4
2023/10/06,12:00,0,1870,487,0,63,702,93,0,0,0,-187,0,0,3027,0.06
2023/10/06,13:00,0,1927,513,0,63,624,88,0,0,0,-102,0,0,3112,1.11
2023/10/06,14:00,0,1932,540,0,63,520,79,0,0,5,0,0,0,3138,3.03
2023/10/06,15:00,0,2144,712,0,63,316,73,0,0,0,-219,0,0,3088,7.83
2023/10/06,16:00,0,2378,822,0,63,122,66,0,1,0,-380,0,0,3070,10.68
2023/10/06,17:00,0,2228,840,0,62,12,66,0,51,0,-257,0,0,3001,11.25
2023/10/06,18:00,0,2245,820,0,63,1,57,0,50,0,-283,0,0,2951,11.41
2023/10/06,19:00,0,2179,788,0,62,0,64,0,0,0,-249,0,0,2844,10.81
2023/10/06,20:00,0,2150,704,0,62,1,70,0,0,0,-263,0,0,2722,10.72
2023/10/06,21:00,0,2176,623,0,63,0,59,0,0,0,-264,0,0,2656,10.73
2023/10/06,22:00,0,2218,512,0,63,0,60,0,0,0,-276,0,0,2576,10.62
2023/10/06,23:00,0,2067,456,0,63,0,66,0,0,0,-165,0,0,2485,10.68
2023/10/07,00:00,0,1909,451,0,64,0,60,0,0,0,-163,0,0,2320,11.18
2023/10/07,01:00,0,2040,466,0,63,0,61,0,0,0,-329,0,0,2300,10.68
2023/10/07,02:00,0,2087,570,0,63,0,71,0,0,0,-368,0,0,2422,10.68
2023/10/07,03:00,0,2146,647,0,63,0,64,0,0,0,-346,0,0,2573,10.8
2023/10/07,04:00,0,2163,703,0,64,1,51,0,0,0,-331,0,0,2650,11.43
2023/10/07,05:00,0,2162,691,0,64,1,42,0,0,0,-348,0,0,2610,11.18
2023/10/07,06:00,0,1908,487,0,63,47,33,0,0,0,-125,0,0,2413,12.29
2023/10/07,07:00,0,1562,429,0,64,231,25,0,0,15,0,0,0,2325,11.29
2023/10/07,08:00,0,1280,443,0,63,496,21,0,0,88,0,0,0,2391,9.6
2023/10/07,09:00,0,1144,422,0,63,647,23,0,0,191,0,0,0,2489,9.15
2023/10/07,10:00,0,1118,423,0,64,801,25,0,0,93,0,0,0,2522,6.89
2023/10/07,11:00,0,1146,415,0,62,856,33,0,0,57,0,0,0,2570,3.57
2023/10/07,12:00,0,1088,414,0,65,844,34,0,0,34,0,0,0,2478,4.01
2023/10/07,13:00,0,1119,415,0,63,813,34,0,0,100,0,0,0,2543,6.89
2023/10/07,14:00,0,1274,406,0,64,585,26,0,0,116,0,0,0,2469,11.61
2023/10/07,15:00,0,1730,472,0,63,340,20,0,0,0,-176,0,0,2448,10.46
2023/10/07,16:00,0,1903,570,0,63,132,17,0,0,0,-236,0,0,2448,10.97
2023/10/07,17:00,0,2042,583,0,63,7,13,0,0,0,-212,0,0,2495,11.9
2023/10/07,18:00,0,2063,608,0,65,1,11,0,0,0,-222,0,0,2525,12.42
2023/10/07,19:00,0,2125,587,0,64,1,13,0,0,0,-346,0,0,2443,12.42
2023/10/07,20:00,0,2070,517,0,64,1,9,0,0,0,-292,0,0,2368,11.96
2023/10/07,21:00,0,2058,437,0,64,0,14,0,0,0,-300,0,0,2273,11.01
2023/10/07,22:00,0,1990,398,0,65,0,12,0,0,0,-298,0,0,2167,11.34
2023/10/07,23:00,0,1730,398,0,64,0,13,0,0,0,-107,0,0,2097,10.8
2023/10/08,00:00,0,1642,379,0,65,0,15,0,0,0,-108,0,0,1992,10.85
2023/10/08,01:00,0,1524,380,0,65,0,14,0,0,1,0,0,0,1984,10.78
2023/10/08,02:00,0,1568,373,0,65,0,20,0,0,104,0,0,0,2130,11.09
2023/10/08,03:00,0,1787,435,0,65,0,25,0,0,0,-17,0,0,2294,11.32
2023/10/08,04:00,0,2161,493,0,66,0,25,0,0,0,-348,0,0,2396,11.62
2023/10/08,05:00,0,2143,478,0,64,1,24,0,0,0,-346,0,0,2363,10.89
2023/10/08,06:00,0,1874,455,0,65,42,26,0,0,0,-287,0,0,2175,10.53
2023/10/08,07:00,0,1580,349,0,64,148,23,0,0,0,-65,0,0,2098,7.5
2023/10/08,08:00,0,1502,356,0,64,306,18,0,0,0,-126,0,0,2120,6.63
2023/10/08,09:00,0,1353,348,0,64,453,23,0,0,0,-70,0,0,2170,9.52
2023/10/08,10:00,0,1367,354,0,64,475,26,0,0,0,-96,0,0,2190,8.43
2023/10/08,11:00,0,1422,414,0,64,440,28,0,0,0,-171,0,0,2196,9.53
2023/10/08,12:00,0,1404,399,0,65,420,31,0,0,0,-125,0,0,2192,8.97
2023/10/08,13:00,0,1435,388,0,64,310,24,0,0,0,-32,0,0,2187,10.11
2023/10/08,14:00,0,1535,414,0,64,207,22,0,0,0,-62,0,0,2179,11.57
2023/10/08,15:00,0,1826,467,0,64,86,30,0,0,0,-270,0,0,2202,10.71
2023/10/08,16:00,0,1827,481,0,64,18,27,0,0,0,-160,0,0,2255,11.04
2023/10/08,17:00,0,1948,552,0,64,1,25,0,0,0,-206,0,0,2383,12.51
2023/10/08,18:00,0,2156,597,0,64,1,25,0,0,0,-421,0,0,2421,12.6
2023/10/08,19:00,0,2015,555,0,64,1,21,0,0,0,-290,0,0,2366,12.51
