,,Hokuriku,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Hokuriku
2023/03/20,20:00,0,2104,1134,0,111,0,19,0,80,0,-438,0,0,3009,14.04
2023/03/20,21:00,0,2095,1059,0,112,0,29,0,42,0,-416,0,0,2919,13.56
2023/03/20,22:00,0,2200,1040,0,111,0,30,0,0,0,-484,0,0,2897,12.44
2023/03/20,23:00,0,2144,1013,0,111,0,25,0,0,0,-439,0,0,2854,11.37
2023/03/21,00:00,0,2062,928,0,112,0,21,0,0,0,-378,0,0,2745,11.65
2023/03/21,01:00,0,2091,1049,0,111,0,22,0,0,0,-424,0,0,2849,11.41
2023/03/21,02:00,0,2262,1174,0,111,0,24,0,0,0,-542,0,0,3030,11.61
2023/03/21,03:00,0,2417,1195,0,111,0,29,0,0,0,-544,0,0,3208,11.59
2023/03/21,04:00,0,2394,1182,0,112,0,31,0,0,0,-458,0,0,3261,11.99
2023/03/21,05:00,0,2381,1088,0,111,0,37,0,0,0,-395,0,0,3222,11.68
2023/03/21,06:00,0,2141,1016,0,110,54,29,0,0,0,-305,0,0,3045,10.91
2023/03/21,07:00,0,1798,1007,0,112,248,18,0,0,0,-226,0,0,2957,10.04
2023/03/21,08:00,0,1686,1141,0,111,505,12,0,0,0,-461,0,0,2994,9.43
2023/03/21,09:00,0,1758,973,0,111,679,11,0,0,0,-473,0,0,3058,8.5
2023/03/21,10:00,0,1809,784,0,111,877,19,0,0,0,-548,0,0,3051,5.66
2023/03/21,11:00,0,1952,826,0,111,878,18,0,0,0,-756,0,0,3029,9.22
2023/03/21,12:00,0,1961,764,0,111,695,25,0,0,0,-635,0,0,2920,9.34
2023/03/21,13:00,0,2189,800,0,112,465,22,0,0,0,-658,0,0,2929,10.29
2023/03/21,14:00,0,2282,769,0,111,308,29,0,0,0,-582,0,0,2916,10.34
2023/03/21,15:00,0,2363,884,0,111,222,32,0,0,0,-704,0,0,2907,10.02
2023/03/21,16:00,0,2493,971,0,111,89,32,0,0,0,-758,0,0,2936,11.78
2023/03/21,17:00,0,2478,967,0,112,21,18,0,0,0,-598,0,0,2997,12.94
2023/03/21,18:00,0,2441,1075,0,111,1,13,0,0,0,-582,0,0,3058,13.38
2023/03/21,19:00,0,2333,1079,0,111,1,11,0,0,0,-535,0,0,2999,13.66
2023/03/21,20:00,0,2253,1038,0,112,1,11,0,0,0,-503,0,0,2911,13.08
2023/03/21,21:00,0,2257,934,0,111,0,5,0,0,0,-476,0,0,2830,11.71
2023/03/21,22:00,0,2291,865,0,111,0,3,0,0,0,-455,0,0,2814,11.17
2023/03/21,23:00,0,2227,854,0,111,0,3,0,0,0,-451,0,0,2744,10.84
2023/03/22,00:00,0,2055,924,0,112,0,3,0,0,0,-437,0,0,2656,10.8
2023/03/22,01:00,0,1982,1051,0,111,0,7,0,0,0,-422,0,0,2728,10.69
2023/03/22,02:00,0,2148,1125,0,111,0,11,0,0,0,-429,0,0,2966,11.11
2023/03/22,03:00,0,2238,1193,0,111,0,10,0,0,0,-438,0,0,3113,11.48
2023/03/22,04:00,0,2191,1287,0,112,0,9,0,0,0,-425,0,0,3174,11.45
2023/03/22,05:00,0,2185,1247,0,111,1,11,0,0,0,-456,0,0,3098,11.52
2023/03/22,06:00,0,2054,1188,0,111,51,14,0,0,0,-436,0,0,2981,11.45
2023/03/22,07:00,0,1773,1119,0,111,239,14,0,0,0,-319,0,0,2935,10.36
2023/03/22,08:00,0,1736,1052,0,111,530,12,0,0,0,-319,0,0,3120,6.75
2023/03/22,09:00,0,1725,894,0,111,825,11,0,0,0,-306,0,0,3259,6
2023/03/22,10:00,0,1628,873,0,111,1013,8,0,0,0,-333,0,0,3299,2
2023/03/22,11:00,0,1616,835,0,111,1094,4,0,0,0,-360,0,0,3299,1.51
2023/03/22,12:00,0,1440,771,0,111,1100,4,0,0,0,-320,0,0,3106,0.51
2023/03/22,13:00,0,1589,795,0,111,1031,6,0,0,0,-312,0,0,3219,7.35
2023/03/22,14:00,0,1787,815,0,110,871,8,0,0,0,-399,0,0,3192,9.96
2023/03/22,15:00,0,1911,931,0,110,625,8,0,0,0,-458,0,0,3128,10.08
2023/03/22,16:00,0,2089,1082,0,111,339,11,0,0,0,-511,0,0,3119,11.12
2023/03/22,17:00,0,2144,1259,0,111,84,16,0,42,0,-622,0,0,3032,13.47
2023/03/22,18:00,0,2292,1442,0,111,2,27,0,80,0,-873,0,0,3081,13.93
2023/03/22,19:00,0,2145,1288,0,111,1,49,0,80,0,-680,0,0,2992,13.76
2023/03/22,20:00,0,2076,1199,0,110,0,64,0,0,0,-550,0,0,2899,13.38
2023/03/22,21:00,0,2056,1180,0,110,0,73,0,0,0,-600,0,0,2818,12.45
2023/03/22,22:00,0,1981,1119,0,110,0,65,0,0,0,-492,0,0,2784,11
2023/03/22,23:00,0,1963,1116,0,109,0,47,0,0,0,-515,0,0,2719,10.07
2023/03/23,00:00,0,1936,1008,0,111,0,22,0,0,0,-440,0,0,2635,9.37
2023/03/23,01:00,0,1905,1190,0,110,0,4,0,0,0,-477,0,0,2730,9.35
2023/03/23,02:00,0,1976,1313,0,111,0,2,0,0,0,-468,0,0,2933,10.26
2023/03/23,03:00,0,2127,1284,0,110,0,3,0,0,0,-438,0,0,3085,10.76
2023/03/23,04:00,0,2214,1239,0,110,0,11,0,0,0,-450,0,0,3124,10.86
2023/03/23,05:00,0,2160,1190,0,110,1,30,0,0,0,-434,0,0,3057,10.71
2023/03/23,06:00,0,1981,1158,0,111,43,46,0,0,0,-394,0,0,2945,10.8
2023/03/23,07:00,0,1795,1119,0,110,196,59,0,0,0,-373,0,0,2905,11.22
2023/03/23,08:00,0,1681,1261,0,110,272,36,0,0,0,-235,0,0,3123,12.95
2023/03/23,09:00,0,2043,1240,0,110,213,25,0,0,0,-296,0,0,3334,14.08
2023/03/23,10:00,0,2208,1156,0,114,186,14,0,0,0,-343,0,0,3334,14.34
2023/03/23,11:00,0,2246,1090,0,117,178,11,0,0,0,-307,0,0,3333,13.07
2023/03/23,12:00,0,2189,1023,0,117,188,7,0,0,0,-370,0,0,3153,11.56
2023/03/23,13:00,0,2361,1076,0,116,134,0,0,0,0,-370,0,0,3316,12.6
2023/03/23,14:00,0,2349,1131,0,116,112,1,0,0,0,-374,0,0,3334,12.24
2023/03/23,15:00,0,2288,1212,0,116,76,3,0,0,0,-398,0,0,3297,13.06
2023/03/23,16:00,0,2035,1428,0,114,36,16,0,41,0,-373,0,0,3296,14.19
2023/03/23,17:00,0,1981,1452,0,111,8,49,0,79,0,-434,0,0,3245,14.21
2023/03/23,18:00,0,1985,1440,0,111,1,48,0,79,0,-421,0,0,3242,14.17
2023/03/23,19:00,0,2058,1367,0,112,1,36,0,0,0,-447,0,0,3126,13.82
2023/03/23,20:00,0,2071,1265,0,111,1,24,0,0,0,-462,0,0,3009,12.38
2023/03/23,21:00,0,1965,1230,0,111,0,38,0,0,0,-414,0,0,2929,11.3
2023/03/23,22:00,0,1947,1243,0,112,0,77,0,0,0,-528,0,0,2850,11.22
2023/03/23,23:00,0,1883,1243,0,111,0,71,0,0,0,-514,0,0,2793,9.96
2023/03/24,00:00,0,1663,1211,0,112,0,46,0,0,0,-341,0,0,2690,9.75
2023/03/24,01:00,0,1841,1198,0,111,0,39,0,0,0,-431,0,0,2758,9.41
2023/03/24,02:00,0,1973,1226,0,111,0,35,0,0,0,-383,0,0,2962,10.23
2023/03/24,03:00,0,2091,1206,0,111,0,26,0,0,0,-319,0,0,3114,10.6
2023/03/24,04:00,0,2132,1201,0,112,1,25,0,0,0,-312,0,0,3158,10.6
2023/03/24,05:00,0,2076,1146,0,111,1,36,0,0,0,-291,0,0,3078,10.41
2023/03/24,06:00,0,1932,1115,0,112,7,33,0,0,0,-243,0,0,2955,10.4
2023/03/24,07:00,0,1948,1057,0,111,46,23,0,0,0,-230,0,0,2954,9.98
2023/03/24,08:00,0,2165,1053,0,110,85,18,0,0,0,-228,0,0,3202,11.26
2023/03/24,09:00,0,2289,1014,0,111,125,14,0,0,0,-157,0,0,3395,11.28
2023/03/24,10:00,0,2300,998,0,112,210,8,0,0,0,-225,0,0,3402,10.26
2023/03/24,11:00,0,2313,983,0,111,184,14,0,0,0,-212,0,0,3392,10.07
2023/03/24,12:00,0,2140,1053,0,111,152,15,0,0,0,-252,0,0,3218,8.37
2023/03/24,13:00,0,2065,1201,0,110,136,16,0,0,0,-137,0,0,3391,9.75
2023/03/24,14:00,0,2051,1274,0,111,150,25,0,0,0,-207,0,0,3404,8.27
2023/03/24,15:00,0,2102,1301,0,111,146,49,0,0,0,-349,0,0,3359,9.55
2023/03/24,16:00,0,2257,1317,0,111,83,49,0,2,0,-490,0,0,3329,11.14
2023/03/24,17:00,0,2257,1280,0,111,30,45,0,79,0,-549,0,0,3252,13.06
2023/03/24,18:00,0,2336,1290,0,111,1,37,0,79,0,-586,0,0,3268,13.79
2023/03/24,19:00,0,2286,1221,0,112,1,38,0,39,0,-520,0,0,3176,13.01
2023/03/24,20:00,0,2183,1234,0,111,1,40,0,0,0,-499,0,0,3069,11.4
2023/03/24,21:00,0,2136,1231,0,112,0,42,0,0,0,-514,0,0,3006,11.17
2023/03/24,22:00,0,2038,1233,0,112,0,39,0,0,0,-508,0,0,2913,10.77
2023/03/24,23:00,0,1901,1316,0,111,0,36,0,0,0,-518,0,0,2845,10.04
2023/03/25,00:00,0,1837,1291,0,113,0,32,0,0,0,-555,0,0,2717,9.62
2023/03/25,01:00,0,1821,1262,0,112,0,31,0,0,0,-474,0,0,2751,9.3
2023/03/25,02:00,0,1993,1320,0,113,0,23,0,0,0,-504,0,0,2944,10.48
2023/03/25,03:00,0,1974,1433,0,112,0,22,0,0,0,-446,0,0,3094,11.03
2023/03/25,04:00,0,1909,1464,0,112,0,21,0,0,0,-380,0,0,3125,11.03
2023/03/25,05:00,0,1828,1450,0,113,0,22,0,0,0,-373,0,0,3040,9.32
2023/03/25,06:00,0,1696,1430,0,112,14,23,0,0,0,-452,0,0,2821,9.16
2023/03/25,07:00,0,1562,1400,0,112,70,22,0,0,0,-448,0,0,2716,8.91
2023/03/25,08:00,0,1665,1343,0,111,148,21,0,0,0,-502,0,0,2786,9.31
2023/03/25,09:00,0,1613,1210,0,111,316,18,0,0,0,-429,0,0,2839,10.47
2023/03/25,10:00,0,1513,1163,0,111,498,15,0,0,0,-468,0,0,2832,9.67
2023/03/25,11:00,0,1479,1200,0,112,564,14,0,0,0,-586,0,0,2783,7.09
2023/03/25,12:00,0,1271,1263,0,111,596,11,0,0,0,-549,0,0,2703,4.68
2023/03/25,13:00,0,1210,1375,0,111,607,13,0,0,0,-648,0,0,2667,9.04
2023/03/25,14:00,0,1350,1395,0,111,459,14,0,0,0,-671,0,0,2658,9.84
2023/03/25,15:00,0,1378,1459,0,112,252,20,0,0,0,-589,0,0,2632,7.29
2023/03/25,16:00,0,1501,1443,0,112,133,23,0,0,0,-510,0,0,2701,9.91
2023/03/25,17:00,0,1551,1527,0,111,47,27,0,0,0,-503,0,0,2759,11.4
2023/03/25,18:00,0,1605,1564,0,112,1,16,0,0,0,-424,0,0,2874,11.86
2023/03/25,19:00,0,1592,1547,0,113,1,14,0,0,0,-430,0,0,2835,11.91
2023/03/25,20:00,0,1481,1620,0,112,1,16,0,0,0,-479,0,0,2749,11.3
2023/03/25,21:00,0,1378,1607,0,111,0,17,0,0,0,-472,0,0,2641,10.46
2023/03/25,22:00,0,1351,1624,0,112,0,18,0,0,0,-500,0,0,2604,9.33
2023/03/25,23:00,0,1364,1577,0,112,0,18,0,0,0,-545,0,0,2525,9.4
2023/03/26,00:00,0,1600,1238,0,113,0,18,0,0,0,-552,0,0,2417,9.78
2023/03/26,01:00,0,1731,1204,0,112,0,27,0,0,0,-585,0,0,2488,9.32
2023/03/26,02:00,0,1815,1312,0,112,0,22,0,0,0,-578,0,0,2683,10.53
2023/03/26,03:00,0,1848,1448,0,112,0,13,0,0,0,-546,0,0,2875,10.65
2023/03/26,04:00,0,1825,1501,0,113,1,7,0,0,0,-524,0,0,2921,10.9
2023/03/26,05:00,0,1709,1505,0,111,1,9,0,0,0,-493,0,0,2842,8.33
2023/03/26,06:00,0,1598,1365,0,113,6,10,0,0,0,-464,0,0,2627,5.74
2023/03/26,07:00,0,1546,1280,0,112,29,12,0,0,0,-442,0,0,2535,9.15
2023/03/26,08:00,0,1565,1301,0,112,62,15,0,0,0,-467,0,0,2587,10.7
2023/03/26,09:00,0,1679,1296,0,112,90,10,0,0,0,-493,0,0,2693,11.11
2023/03/26,10:00,0,1643,1327,0,112,147,8,0,0,0,-548,0,0,2689,10.77
2023/03/26,11:00,0,1662,1395,0,112,167,8,0,0,0,-632,0,0,2710,9.63
2023/03/26,12:00,0,1611,1413,0,112,158,3,0,0,0,-609,0,0,2687,9.25
2023/03/26,13:00,0,1574,1402,0,112,170,8,0,0,0,-609,0,0,2656,8.91
2023/03/26,14:00,0,1538,1452,0,111,121,19,0,0,0,-614,0,0,2627,8.91
2023/03/26,15:00,0,1552,1401,0,112,79,26,0,0,0,-544,0,0,2625,8.22
2023/03/26,16:00,0,1672,1445,0,112,37,24,0,0,0,-565,0,0,2724,8.91
2023/03/26,17:00,0,1853,1441,0,111,14,20,0,0,0,-586,0,0,2851,9.24
2023/03/26,18:00,0,1809,1487,0,112,1,18,0,0,0,-477,0,0,2948,10.43
2023/03/26,19:00,0,1774,1458,0,113,0,20,0,0,0,-450,0,0,2914,10.51
2023/03/26,20:00,0,1705,1472,0,111,0,15,0,0,0,-478,0,0,2826,9.91
2023/03/26,21:00,0,1658,1383,0,112,0,20,0,0,0,-457,0,0,2715,9.32
2023/03/26,22:00,0,1592,1377,0,112,0,20,0,0,0,-457,0,0,2643,9.23
2023/03/26,23:00,0,1601,1302,0,113,0,19,0,0,0,-453,0,0,2581,7.33
2023/03/27,00:00,0,1546,1255,0,112,0,26,0,0,0,-443,0,0,2496,9.08
2023/03/27,01:00,0,1609,1255,0,112,0,14,0,0,0,-421,0,0,2568,7.28
2023/03/27,02:00,0,1705,1430,0,113,0,8,0,0,0,-469,0,0,2786,9.24
2023/03/27,03:00,0,1704,1517,0,113,0,7,0,0,0,-372,0,0,2969,9.17
2023/03/27,04:00,0,1754,1594,0,112,0,8,0,0,0,-401,0,0,3066,9.31
2023/03/27,05:00,0,1799,1611,0,113,1,14,0,1,0,-437,0,0,3100,9.42
2023/03/27,06:00,0,1692,1570,0,112,45,5,0,49,0,-400,0,0,3073,9.83
2023/03/27,07:00,0,1602,1524,0,111,206,6,0,0,0,-386,0,0,3063,8.04
2023/03/27,08:00,0,1457,1561,0,107,512,1,0,0,0,-287,0,0,3351,1.62
2023/03/27,09:00,0,1533,1465,0,106,670,3,0,0,0,-282,0,0,3495,10.15
2023/03/27,10:00,0,1675,1436,0,107,742,4,0,0,0,-492,0,0,3471,9.68
2023/03/27,11:00,0,1623,1330,0,107,781,7,0,0,0,-428,0,0,3418,3.5
2023/03/27,12:00,0,1331,1251,0,108,860,9,0,0,0,-328,0,0,3230,0.01
2023/03/27,13:00,0,1319,1452,0,109,847,13,0,0,0,-413,0,0,3327,7.17
2023/03/27,14:00,0,1566,1465,0,108,646,12,0,0,0,-489,0,0,3309,5.49
2023/03/27,15:00,0,1774,1439,0,108,359,11,0,0,0,-418,0,0,3272,5
2023/03/27,16:00,0,1852,1550,0,110,189,12,0,0,0,-402,0,0,3309,9.1
2023/03/27,17:00,0,1886,1552,0,110,104,15,0,2,0,-394,0,0,3274,11.78
2023/03/27,18:00,0,1893,1599,0,111,5,25,0,79,0,-355,0,0,3356,14.65
2023/03/27,19:00,0,1891,1581,0,111,0,20,0,71,0,-377,0,0,3297,14.51
2023/03/27,20:00,0,1891,1579,0,112,0,22,0,0,0,-403,0,0,3200,13.12
2023/03/27,21:00,0,1908,1509,0,112,0,25,0,0,0,-448,0,0,3106,11.79
2023/03/27,22:00,0,1904,1441,0,113,0,24,0,0,0,-416,0,0,3065,11.34
2023/03/27,23:00,0,1857,1398,0,112,0,24,0,0,0,-406,0,0,2984,10.21
2023/03/28,00:00,0,1780,1397,0,113,0,25,0,0,0,-427,0,0,2888,9.91
2023/03/28,01:00,0,1734,1422,0,112,0,25,0,0,0,-317,0,0,2975,9.32
2023/03/28,02:00,0,1819,1531,0,112,0,23,0,0,0,-279,0,0,3205,10.66
2023/03/28,03:00,0,2036,1607,0,112,0,24,0,0,0,-407,0,0,3372,11.09
2023/03/28,04:00,0,2053,1617,0,113,0,25,0,1,0,-377,0,0,3432,11.92
2023/03/28,05:00,0,2123,1552,0,112,1,29,0,49,0,-419,0,0,3447,11.86
2023/03/28,06:00,0,2043,1565,0,112,74,30,0,0,0,-400,0,0,3423,11.91
2023/03/28,07:00,0,1954,1452,0,111,299,19,0,0,0,-514,0,0,3321,9.34
2023/03/28,08:00,0,1782,1421,0,109,590,15,0,0,0,-502,0,0,3415,2.14
2023/03/28,09:00,0,1659,1342,0,110,888,8,0,0,0,-458,0,0,3547,1.35
2023/03/28,10:00,0,1697,1145,0,110,1057,3,0,0,0,-485,0,0,3527,0.11
2023/03/28,11:00,0,1657,1116,0,111,1125,5,0,0,0,-515,0,0,3498,0.01
2023/03/28,12:00,0,1484,1087,0,112,1125,10,0,0,0,-527,0,0,3290,0.01
2023/03/28,13:00,0,1589,1113,0,110,1065,13,0,0,0,-513,0,0,3376,0.01
2023/03/28,14:00,0,1649,1136,0,112,903,13,0,0,0,-485,0,0,3327,0.51
2023/03/28,15:00,0,1766,1165,0,112,660,15,0,0,0,-442,0,0,3275,0.01
2023/03/28,16:00,0,1929,1284,0,111,360,17,0,0,0,-418,0,0,3283,3.01
2023/03/28,17:00,0,1995,1437,0,112,99,15,0,0,0,-413,0,0,3245,11.7
2023/03/28,18:00,0,2019,1524,0,111,3,22,0,90,0,-441,0,0,3327,14.69
2023/03/28,19:00,0,1925,1563,0,112,0,26,0,61,0,-402,0,0,3284,14.3
2023/03/28,20:00,0,1895,1621,0,111,0,26,0,0,0,-441,0,0,3212,12.75
2023/03/28,21:00,0,1894,1598,0,112,0,31,0,0,0,-502,0,0,3132,11.36
2023/03/28,22:00,0,1809,1495,0,112,0,33,0,0,0,-382,0,0,3066,10.82
2023/03/28,23:00,0,1791,1451,0,112,0,27,0,0,0,-394,0,0,2987,9.67
2023/03/29,00:00,0,1802,1364,0,113,0,24,0,0,0,-420,0,0,2883,9.3
2023/03/29,01:00,0,1869,1415,0,112,0,24,0,0,0,-416,0,0,3004,9.17
2023/03/29,02:00,0,1969,1554,0,112,0,25,0,0,0,-440,0,0,3219,9.91
2023/03/29,03:00,0,1995,1640,0,112,0,23,0,0,0,-375,0,0,3395,10.61
2023/03/29,04:00,0,1974,1723,0,112,0,21,0,0,0,-365,0,0,3465,11.23
2023/03/29,05:00,0,1920,1781,0,113,1,19,0,0,0,-388,0,0,3446,11.48
2023/03/29,06:00,0,1928,1683,0,112,87,15,0,0,0,-425,0,0,3399,11.55
2023/03/29,07:00,0,1699,1505,0,112,341,8,0,0,0,-409,0,0,3254,10.46
2023/03/29,08:00,0,1711,1335,0,111,633,4,0,0,0,-424,0,0,3370,6.09
2023/03/29,09:00,0,1670,1209,0,112,891,1,0,0,0,-387,0,0,3494,1.51
2023/03/29,10:00,0,1577,1134,0,112,1050,1,0,0,0,-403,0,0,3470,0.51
2023/03/29,11:00,0,1538,1091,0,110,1117,3,0,0,0,-420,0,0,3438,0.01
2023/03/29,12:00,0,1436,1037,0,112,1124,5,0,0,0,-483,0,0,3231,0.01
2023/03/29,13:00,0,1488,1097,0,112,1060,11,0,0,0,-456,0,0,3310,0.01
2023/03/29,14:00,0,1496,1128,0,110,887,12,0,0,0,-377,0,0,3257,0.51
2023/03/29,15:00,0,1572,1187,0,111,661,10,0,0,0,-336,0,0,3204,0.11
2023/03/29,16:00,0,1745,1290,0,113,351,7,0,0,0,-296,0,0,3209,4.51
2023/03/29,17:00,0,1846,1457,0,110,101,6,0,2,0,-349,0,0,3173,12.62
2023/03/29,18:00,0,1813,1518,0,111,3,9,0,80,0,-267,0,0,3267,14.93
2023/03/29,19:00,0,1947,1548,0,112,0,13,0,80,0,-452,0,0,3248,14.61
2023/03/29,20:00,0,1906,1496,0,112,0,17,0,38,0,-406,0,0,3162,14.21
2023/03/29,21:00,0,1862,1545,0,112,0,16,0,0,0,-412,0,0,3123,11.88
2023/03/29,22:00,0,1848,1493,0,112,0,16,0,0,0,-417,0,0,3052,11.29
2023/03/29,23:00,0,1853,1380,0,113,0,18,0,0,0,-398,0,0,2965,9.67
2023/03/30,00:00,0,1841,1310,0,112,0,16,0,0,0,-412,0,0,2867,9.15
2023/03/30,01:00,0,1783,1339,0,112,0,14,0,0,0,-279,0,0,2968,9
2023/03/30,02:00,0,1926,1566,0,112,0,11,0,0,0,-409,0,0,3206,9.92
2023/03/30,03:00,0,1908,1718,0,112,0,13,0,0,0,-392,0,0,3359,11.02
2023/03/30,04:00,0,1918,1780,0,113,0,17,0,0,0,-411,0,0,3417,11.04
2023/03/30,05:00,0,1897,1710,0,112,3,18,0,0,0,-339,0,0,3399,11.22
2023/03/30,06:00,0,1848,1557,0,112,86,16,0,0,0,-278,0,0,3341,10.88
2023/03/30,07:00,0,1634,1447,0,113,338,10,0,0,0,-303,0,0,3238,9.31
2023/03/30,08:00,0,1776,1265,0,112,637,5,0,0,0,-452,0,0,3342,4.76
2023/03/30,09:00,0,1787,1091,0,111,902,1,0,0,0,-438,0,0,3453,0.61
2023/03/30,10:00,0,1681,1015,0,111,1068,1,0,0,0,-441,0,0,3434,0.01
2023/03/30,11:00,0,1622,985,0,111,1135,1,0,0,0,-438,0,0,3414,0.01
2023/03/30,12:00,0,1426,978,0,112,1138,0,0,0,0,-461,0,0,3192,0.01
2023/03/30,13:00,0,1415,1128,0,111,1066,0,0,0,0,-433,0,0,3286,0.01
2023/03/30,14:00,0,1592,1094,0,111,895,0,0,0,0,-452,0,0,3240,0.02
2023/03/30,15:00,0,1663,1139,0,111,650,0,0,0,0,-389,0,0,3174,0.51
2023/03/30,16:00,0,1851,1298,0,110,350,0,0,0,0,-459,0,0,3150,7.5
2023/03/30,17:00,0,1916,1308,0,111,97,0,0,41,0,-374,0,0,3100,11.88
2023/03/30,18:00,0,1913,1427,0,113,3,0,0,80,0,-374,0,0,3161,14.49
2023/03/30,19:00,0,1915,1429,0,112,0,1,0,80,0,-428,0,0,3108,13.62
2023/03/30,20:00,0,1920,1381,0,111,0,6,0,0,0,-377,0,0,3040,12.11
2023/03/30,21:00,0,1918,1273,0,112,0,8,0,0,0,-337,0,0,2974,11.3
2023/03/30,22:00,0,1919,1241,0,113,0,13,0,0,0,-337,0,0,2949,10.54
2023/03/30,23:00,0,1967,1134,0,112,0,13,0,0,0,-359,0,0,2866,9.62
2023/03/31,00:00,0,1832,1074,0,112,0,20,0,0,0,-305,0,0,2732,9.1
2023/03/31,01:00,0,1832,1246,0,113,0,29,0,0,0,-383,0,0,2835,8.71
2023/03/31,02:00,0,1913,1323,0,112,0,37,0,0,0,-334,0,0,3051,9.16
2023/03/31,03:00,0,1920,1451,0,112,0,39,0,0,0,-302,0,0,3219,9.98
2023/03/31,04:00,0,1922,1570,0,113,0,41,0,0,0,-360,0,0,3285,10.12
2023/03/31,05:00,0,1923,1531,0,112,2,46,0,0,0,-341,0,0,3272,10.29
2023/03/31,06:00,0,1799,1459,0,113,74,42,0,0,0,-327,0,0,3159,10.27
2023/03/31,07:00,0,1617,1303,0,112,271,39,0,0,0,-321,0,0,3020,8.94
2023/03/31,08:00,0,1457,1285,0,111,566,27,0,0,0,-305,0,0,3140,9.15
2023/03/31,09:00,0,1389,1216,0,111,837,25,0,0,0,-312,0,0,3266,6.15
2023/03/31,10:00,0,1333,1146,0,111,1012,23,0,0,0,-369,0,0,3256,4.3
2023/03/31,11:00,0,1274,1134,0,111,1041,27,0,0,0,-372,0,0,3215,1
2023/03/31,12:00,0,1280,971,0,111,1061,23,0,0,0,-419,0,0,3027,0.01
2023/03/31,13:00,0,1275,1093,0,111,1040,20,0,0,0,-416,0,0,3122,3.01
2023/03/31,14:00,0,1201,1268,0,111,866,26,0,0,0,-403,0,0,3068,9.78
2023/03/31,15:00,0,1315,1338,0,111,644,26,0,0,0,-424,0,0,3010,3.83
2023/03/31,16:00,0,1537,1393,0,112,350,15,0,0,0,-428,0,0,2978,6
2023/03/31,17:00,0,1716,1374,0,111,101,10,0,2,0,-403,0,0,2912,10.55
2023/03/31,18:00,0,1736,1360,0,111,3,11,0,80,0,-344,0,0,2956,13.86
2023/03/31,19:00,0,1650,1423,0,112,0,9,0,79,0,-349,0,0,2924,12.39
2023/03/31,20:00,0,1631,1426,0,112,0,3,0,40,0,-363,0,0,2849,11.53
2023/03/31,21:00,0,1590,1431,0,112,0,2,0,0,0,-366,0,0,2767,11.01
2023/03/31,22:00,0,1616,1437,0,112,0,5,0,0,0,-411,0,0,2758,9.91
2023/03/31,23:00,0,1358,1308,0,111,0,5,0,0,0,-92,0,0,2690,9.16
2023/04/01,00:00,0,1162,1301,0,113,0,8,0,0,16,0,0,0,2600,7.62
2023/04/01,01:00,0,1142,1398,0,111,0,12,0,0,12,0,0,0,2675,10.13
2023/04/01,02:00,0,1301,1458,0,112,0,10,0,0,0,-14,0,0,2867,10
2023/04/01,03:00,0,1414,1483,0,111,0,7,0,0,13,0,0,0,3027,10.17
2023/04/01,04:00,0,1339,1638,0,111,0,11,0,0,0,-31,0,0,3067,13.11
2023/04/01,05:00,0,1213,1640,0,112,3,19,0,0,0,-7,0,0,2978,14.41
2023/04/01,06:00,0,1123,1326,0,111,78,19,0,0,128,0,0,0,2784,11.93
2023/04/01,07:00,0,997,1170,0,111,287,18,0,0,37,0,0,0,2619,2.93
2023/04/01,08:00,0,878,1190,0,111,559,18,0,0,0,-102,0,0,2653,0.01
2023/04/01,09:00,0,724,1088,0,112,818,20,0,0,0,-109,0,0,2652,0.01
2023/04/01,10:00,0,620,985,0,110,1007,14,0,0,0,-91,0,0,2645,0.01
2023/04/01,11:00,0,549,987,0,110,1088,19,0,0,0,-111,0,0,2641,0.01
2023/04/01,12:00,0,548,1025,0,110,1090,24,-120,0,0,-110,0,0,2566,0.01
2023/04/01,13:00,0,553,1037,0,110,1027,35,-123,0,0,-99,0,0,2539,0.01
2023/04/01,14:00,0,572,1001,0,110,879,42,0,0,0,-122,0,0,2481,0.01
2023/04/01,15:00,0,634,1123,0,111,654,39,0,0,0,-93,0,0,2466,0.01
2023/04/01,16:00,0,730,1367,0,110,367,31,0,0,0,-103,0,0,2501,0.51
2023/04/01,17:00,0,820,1549,0,110,109,31,0,42,0,-79,0,0,2581,11.49
2023/04/01,18:00,0,925,1568,0,110,4,35,0,79,0,-38,0,0,2683,14.71
2023/04/01,19:00,0,1065,1626,0,110,0,42,0,45,0,-196,0,0,2691,14.52
2023/04/01,20:00,0,1060,1429,0,110,0,48,0,0,0,-6,0,0,2641,14.12
2023/04/01,21:00,0,1100,1350,0,111,0,41,0,0,0,-47,0,0,2555,12.12
2023/04/01,22:00,0,1102,1302,0,110,0,42,0,0,0,-39,0,0,2516,10.44
2023/04/01,23:00,0,1134,1250,0,111,0,40,0,0,0,-86,0,0,2449,10.49
2023/04/02,00:00,0,1151,1142,0,110,0,41,0,0,0,-96,0,0,2348,10.65
2023/04/02,01:00,0,1220,1141,0,110,0,41,0,0,0,-99,0,0,2412,10.77
2023/04/02,02:00,0,1284,1261,0,111,0,41,0,42,0,-110,0,0,2628,10.76
