,,Kansai,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Kansai
2023/02/15,19:00,4062,13510,1926,0,67,0,129,0,256,2242,0,0,0,22191,21.01
2023/02/15,20:00,4062,13240,1797,0,67,0,131,0,114,2148,0,0,0,21559,20.71
2023/02/15,21:00,4063,12880,1445,0,67,0,123,0,128,2033,0,0,0,20739,20.36
2023/02/15,22:00,4063,11713,1063,0,67,0,131,0,117,2223,0,0,0,19378,18.78
2023/02/15,23:00,4062,11178,895,0,67,0,131,0,129,1832,0,0,0,18295,16.62
2023/02/16,00:00,4063,10496,773,0,67,0,125,0,131,1492,0,0,0,17147,16.44
2023/02/16,01:00,4062,10282,735,0,67,0,125,0,109,1140,0,0,0,16520,16.37
2023/02/16,02:00,4062,10504,713,0,67,0,116,0,109,1042,0,0,0,16613,16.06
2023/02/16,03:00,4062,10300,709,0,67,0,115,0,109,1153,0,0,0,16515,16.06
2023/02/16,04:00,4063,10503,708,0,67,0,117,-200,0,999,0,0,0,16255,16.2
2023/02/16,05:00,4063,10439,730,0,67,0,121,-177,0,1205,0,0,0,16447,18.02
2023/02/16,06:00,4063,11606,743,0,67,1,115,0,172,1371,0,0,0,18138,20.81
2023/02/16,07:00,4063,12592,1041,0,67,235,91,0,248,2046,0,0,0,20385,21.33
2023/02/16,08:00,4063,13035,1903,0,67,740,85,0,440,2357,0,0,0,22691,18.16
2023/02/16,09:00,4063,12731,2012,0,67,1072,75,0,500,3260,0,0,0,23781,16.02
2023/02/16,10:00,4064,11272,1953,0,67,1461,69,0,111,4329,0,0,0,23327,14.2
2023/02/16,11:00,4064,11137,1351,0,67,1661,67,-258,0,4688,0,0,0,22778,13.9
2023/02/16,12:00,4064,10500,1055,0,67,1812,65,-456,0,4510,0,0,0,21618,4.9
2023/02/16,13:00,4064,10756,977,0,67,1781,67,0,73,4302,0,0,0,22088,11
2023/02/16,14:00,4064,10501,1162,0,67,1634,75,0,92,4207,0,0,0,21802,11.37
2023/02/16,15:00,4064,10985,1486,0,67,1419,75,-116,0,3586,0,0,0,21567,14.17
2023/02/16,16:00,4063,12394,1764,0,67,682,71,0,200,2577,0,0,0,21819,15.76
2023/02/16,17:00,4064,12867,2057,0,67,72,66,0,437,2415,0,0,0,22044,21.85
2023/02/16,18:00,4064,13039,2172,0,67,0,69,0,587,2412,0,0,0,22409,21.79
2023/02/16,19:00,4064,12684,2119,0,67,0,76,0,338,2503,0,0,0,21851,20.62
2023/02/16,20:00,4064,12694,1855,0,67,0,62,0,138,2381,0,0,0,21261,19.81
2023/02/16,21:00,4064,12267,1476,0,67,0,51,0,142,2518,0,0,0,20586,19.23
2023/02/16,22:00,4064,11618,1110,0,67,0,27,0,144,2348,0,0,0,19379,19.17
2023/02/16,23:00,4064,11261,1022,0,67,0,18,0,256,1867,0,0,0,18555,16.96
2023/02/17,00:00,4064,10245,1019,0,67,0,20,0,203,1831,0,0,0,17450,16.39
2023/02/17,01:00,4064,9882,1011,0,67,0,22,0,128,1718,0,0,0,16892,16.01
2023/02/17,02:00,4063,10103,992,0,67,0,20,0,140,1532,0,0,0,16917,15.79
2023/02/17,03:00,4064,10038,881,0,67,0,24,0,151,1614,0,0,0,16839,15.66
2023/02/17,04:00,4064,10309,844,0,67,0,25,0,135,1370,0,0,0,16814,15.86
2023/02/17,05:00,4064,10154,831,0,67,0,18,0,137,1879,0,0,0,17149,16.63
2023/02/17,06:00,4063,11655,887,0,67,1,25,0,295,2051,0,0,0,19044,19.81
2023/02/17,07:00,4064,12345,1439,0,67,414,36,0,146,2265,0,0,0,20777,19.29
2023/02/17,08:00,4064,12583,2019,0,67,1672,18,0,390,1545,0,0,0,22358,18.61
2023/02/17,09:00,4064,11905,2044,0,67,2908,11,0,423,1425,0,0,0,22847,15.94
2023/02/17,10:00,4065,10224,2042,0,67,3883,11,-62,0,1926,0,0,0,22156,14.17
2023/02/17,11:00,4065,9385,1086,0,67,4391,15,-123,0,2300,0,0,0,21186,11.73
2023/02/17,12:00,4064,8760,934,0,67,4791,34,-638,0,2020,0,0,0,20032,2
2023/02/17,13:00,4064,9262,913,0,67,4645,42,-702,0,1846,0,0,0,20139,4.51
2023/02/17,14:00,4065,9347,976,0,67,3890,39,-817,0,2102,0,0,0,19669,11.98
2023/02/17,15:00,4065,9749,1398,0,67,2363,38,-6,0,1854,0,0,0,19528,14.38
2023/02/17,16:00,4065,10975,1762,0,67,866,34,0,216,1692,0,0,0,19676,15.54
2023/02/17,17:00,4064,12003,2138,0,67,90,27,0,163,1351,0,0,0,19905,20.1
2023/02/17,18:00,4064,11991,2230,0,67,0,14,0,152,1720,0,0,0,20238,19.59
2023/02/17,19:00,4063,11657,2015,0,67,0,5,0,143,1829,0,0,0,19780,20
2023/02/17,20:00,4063,11428,1778,0,67,0,2,-82,0,1961,0,0,0,19218,19.56
2023/02/17,21:00,4064,11103,1421,0,67,0,1,-275,0,2119,0,0,0,18500,19.06
2023/02/17,22:00,4064,10284,1003,0,67,0,1,-279,0,2418,0,0,0,17559,17.91
2023/02/17,23:00,4064,9950,1159,0,67,0,1,-444,0,2005,0,0,0,16802,16.28
2023/02/18,00:00,4064,9238,852,0,67,0,3,-839,0,2351,0,0,0,15736,15.85
2023/02/18,01:00,4064,9296,814,0,67,0,3,-678,0,1726,0,0,0,15293,15.58
2023/02/18,02:00,4065,9271,826,0,67,0,8,-595,0,1753,0,0,0,15395,15.49
2023/02/18,03:00,4065,9425,861,0,67,0,5,-555,0,1520,0,0,0,15388,15.36
2023/02/18,04:00,4065,9230,1029,0,67,0,4,-618,0,1374,0,0,0,15153,15.09
2023/02/18,05:00,4065,9003,769,0,67,0,2,-698,0,1609,0,0,0,14818,15.52
2023/02/18,06:00,4065,9219,756,0,67,2,3,-499,0,1643,0,0,0,15256,16.58
2023/02/18,07:00,4065,9129,1153,0,67,338,7,-128,0,1632,0,0,0,16264,17.3
2023/02/18,08:00,4064,8857,1453,0,67,901,13,0,136,2291,0,0,0,17782,17.17
2023/02/18,09:00,4065,8629,1346,0,67,1284,13,-465,0,3393,0,0,0,18332,16.04
2023/02/18,10:00,4065,8631,741,0,67,1163,29,-473,0,3970,0,0,0,18193,13.81
2023/02/18,11:00,4064,7907,600,0,67,1111,33,0,215,4082,0,0,0,18079,12.18
2023/02/18,12:00,4064,7646,624,0,67,1288,50,-245,0,4232,0,0,0,17727,10.49
2023/02/18,13:00,4064,8038,626,0,67,1055,58,0,14,3863,0,0,0,17786,11.42
2023/02/18,14:00,4064,8557,660,0,67,739,63,0,1328,2090,0,0,0,17568,13.38
2023/02/18,15:00,4065,8479,803,0,67,573,59,0,466,3078,0,0,0,17589,13.99
2023/02/18,16:00,4065,8382,1503,0,67,302,53,0,126,3211,0,0,0,17708,14.77
2023/02/18,17:00,4064,8460,1943,0,67,44,58,0,125,3073,0,0,0,17835,16.97
2023/02/18,18:00,4064,8713,2157,0,67,0,54,0,135,2793,0,0,0,17983,17.55
2023/02/18,19:00,4064,8810,2087,0,67,0,59,-209,0,2743,0,0,0,17621,17.38
2023/02/18,20:00,4064,9070,1852,0,67,0,60,-463,0,2451,0,0,0,17101,16.63
2023/02/18,21:00,4064,8698,1605,0,67,0,65,-316,0,2198,0,0,0,16381,15.7
2023/02/18,22:00,4064,8456,959,0,67,0,79,-394,0,2167,0,0,0,15398,14.1
2023/02/18,23:00,4065,8153,905,0,67,0,89,-444,0,1829,0,0,0,14665,13.83
2023/02/19,00:00,4065,7085,883,0,67,0,89,-608,0,2125,0,0,0,13705,13.3
2023/02/19,01:00,4065,6864,841,0,67,0,101,-590,0,2017,0,0,0,13365,13.12
2023/02/19,02:00,4065,6622,1060,0,67,0,103,-444,0,2084,0,0,0,13556,13.17
2023/02/19,03:00,4065,6701,1206,0,67,0,103,-320,0,1842,0,0,0,13664,13.27
2023/02/19,04:00,4065,6686,1207,0,67,0,110,-505,0,1735,0,0,0,13366,13.02
2023/02/19,05:00,4066,6511,967,0,67,0,104,-563,0,1640,0,0,0,12792,12.87
2023/02/19,06:00,4065,6305,1024,0,67,1,97,-520,0,1649,0,0,0,12689,13.27
2023/02/19,07:00,4065,6559,1066,0,67,226,97,-345,0,1829,0,0,0,13565,13.86
2023/02/19,08:00,4065,7341,1063,0,67,602,87,-169,0,1943,0,0,0,14999,14
2023/02/19,09:00,4065,7616,1158,0,67,694,88,-346,0,2631,0,0,0,15973,13.86
2023/02/19,10:00,4065,7029,1345,0,67,804,74,-645,0,3380,0,0,0,16119,14.1
2023/02/19,11:00,4065,6882,1349,0,67,657,54,-660,0,3686,0,0,0,16101,13.95
2023/02/19,12:00,4065,6690,1364,0,67,500,72,0,94,3208,0,0,0,16060,12.81
2023/02/19,13:00,4065,6704,1410,0,67,478,79,-651,0,3726,0,0,0,15878,12.18
2023/02/19,14:00,4065,6313,1424,0,67,604,120,-1754,0,4528,0,0,0,15369,11.24
2023/02/19,15:00,4065,6644,1481,0,67,857,139,-1216,0,3259,0,0,0,15295,8.82
2023/02/19,16:00,4064,6860,1535,0,67,420,126,0,0,2369,0,0,0,15441,13.04
2023/02/19,17:00,4064,7273,1653,0,67,58,117,0,133,2930,0,0,0,16294,14.94
2023/02/19,18:00,4064,7467,1905,0,67,0,101,0,142,3167,0,0,0,16913,16.03
2023/02/19,19:00,4064,7356,1676,0,67,0,93,0,136,3365,0,0,0,16756,16.23
2023/02/19,20:00,4064,7278,1625,0,67,0,87,0,129,3178,0,0,0,16428,16.17
2023/02/19,21:00,4064,6804,1537,0,67,0,82,0,131,3137,0,0,0,15823,15.41
2023/02/19,22:00,4065,6113,1436,0,67,0,78,0,26,3015,0,0,0,14801,13.62
2023/02/19,23:00,4065,6132,1389,0,67,0,85,0,85,2345,0,0,0,14169,12.15
2023/02/20,00:00,4065,6153,1370,0,67,0,94,-389,0,1949,0,0,0,13309,11.08
2023/02/20,01:00,4065,6290,1328,0,67,0,81,-853,0,2188,0,0,0,13165,11.45
2023/02/20,02:00,4065,6416,1282,0,67,0,77,-545,0,2189,0,0,0,13551,11.45
2023/02/20,03:00,4065,6353,1268,0,67,0,89,-241,0,2228,0,0,0,13829,12.7
2023/02/20,04:00,4065,6697,1253,0,67,0,79,-379,0,2177,0,0,0,13959,13.53
2023/02/20,05:00,4064,7499,1237,0,67,0,88,-724,0,1957,0,0,0,14188,13.42
2023/02/20,06:00,4064,8720,1169,0,67,2,80,0,24,1575,0,0,0,15701,14.81
2023/02/20,07:00,4064,9448,1205,0,67,387,79,0,381,1927,0,0,0,17559,16.05
2023/02/20,08:00,4064,10298,1494,0,67,1394,83,0,366,1891,0,0,0,19657,14.49
2023/02/20,09:00,4064,10218,1596,0,67,2363,98,0,190,2030,0,0,0,20626,7.77
2023/02/20,10:00,4063,8995,1566,0,67,2806,104,0,235,2484,0,0,0,20320,1.01
2023/02/20,11:00,4063,8126,1374,0,67,3304,119,0,280,2738,0,0,0,20073,4.01
2023/02/20,12:00,4061,7880,1103,0,67,3502,135,-548,0,2851,0,0,0,19052,4
2023/02/20,13:00,4060,7814,1157,0,67,3734,142,-238,0,2766,0,0,0,19502,10.59
2023/02/20,14:00,4061,8249,1407,0,67,3244,147,-460,0,2433,0,0,0,19148,2.5
2023/02/20,15:00,4061,9350,1653,0,67,2181,132,-357,0,1768,0,0,0,18856,0.02
2023/02/20,16:00,4060,10588,1861,0,67,970,121,0,115,1334,0,0,0,19117,13.36
2023/02/20,17:00,4062,11485,1977,0,67,114,97,0,149,1622,0,0,0,19574,17.39
2023/02/20,18:00,4064,11717,1913,0,67,0,89,0,243,2056,0,0,0,20149,17.55
2023/02/20,19:00,4064,11494,1818,0,67,0,96,0,234,2083,0,0,0,19856,17.49
2023/02/20,20:00,4065,11157,1642,0,67,0,131,0,213,2105,0,0,0,19380,17.14
2023/02/20,21:00,4066,10664,1364,0,67,0,137,0,145,2286,0,0,0,18728,16.43
2023/02/20,22:00,4066,10207,1164,0,67,0,132,0,204,1988,0,0,0,17827,15.41
2023/02/20,23:00,4066,9551,1165,0,67,0,121,-116,0,2125,0,0,0,16979,14.42
2023/02/21,00:00,4044,9073,1009,0,67,0,95,-512,0,2177,0,0,0,15953,13.35
2023/02/21,01:00,3985,9081,970,0,67,0,88,-564,0,2089,0,0,0,15716,13.25
2023/02/21,02:00,4002,8980,964,0,67,0,93,-544,0,2325,0,0,0,15886,13.32
2023/02/21,03:00,4025,8859,966,0,67,0,90,-514,0,2479,0,0,0,15973,13.44
2023/02/21,04:00,4049,8892,943,0,67,0,85,-504,0,2322,0,0,0,15854,13.84
2023/02/21,05:00,4065,9384,958,0,67,0,94,-163,0,1803,0,0,0,16208,14.51
2023/02/21,06:00,4066,10601,1045,0,67,2,90,0,271,1700,0,0,0,17842,16.42
2023/02/21,07:00,4066,10805,1636,0,67,355,90,0,153,2436,0,0,0,19608,16.97
2023/02/21,08:00,4066,11430,2162,0,67,1383,83,0,293,2259,0,0,0,21743,16.05
2023/02/21,09:00,4066,10575,2197,0,67,2152,85,0,290,3249,0,0,0,22682,15.05
2023/02/21,10:00,4066,9929,2000,0,67,2584,86,0,101,3634,0,0,0,22467,13.96
2023/02/21,11:00,4067,9508,1374,0,67,2817,86,0,279,3811,0,0,0,22009,10.67
2023/02/21,12:00,4067,8857,1098,0,67,3224,108,0,240,3112,0,0,0,20774,5.5
2023/02/21,13:00,4066,9142,1079,0,67,3364,113,0,326,3239,0,0,0,21395,12.5
2023/02/21,14:00,4065,9286,1132,0,67,3018,127,-476,0,3826,0,0,0,21045,13.91
2023/02/21,15:00,4066,10964,1250,0,67,2031,132,-129,0,2447,0,0,0,20829,13.89
2023/02/21,16:00,4065,11903,1746,0,67,846,136,0,118,2277,0,0,0,21159,16.65
2023/02/21,17:00,4064,12295,2003,0,67,103,121,0,135,2809,0,0,0,21597,20.96
2023/02/21,18:00,4064,12527,2029,0,67,0,115,0,180,3206,0,0,0,22189,23.37
2023/02/21,19:00,4065,12340,1937,0,67,0,97,0,224,3063,0,0,0,21793,20.16
2023/02/21,20:00,4065,12209,1710,0,67,0,93,0,202,2793,0,0,0,21139,19.17
2023/02/21,21:00,4066,11749,1454,0,67,0,80,0,126,2732,0,0,0,20276,18.03
2023/02/21,22:00,4066,10868,1375,0,67,0,84,0,113,2427,0,0,0,19001,17.52
2023/02/21,23:00,4066,10531,1178,0,67,0,91,0,126,1932,0,0,0,17990,16.15
2023/02/22,00:00,4057,9932,1152,0,67,0,97,0,123,1465,0,0,0,16894,14.47
2023/02/22,01:00,4002,9432,1156,0,67,0,103,0,134,1407,0,0,0,16301,14.2
2023/02/22,02:00,4029,9537,1091,0,67,0,107,0,125,1337,0,0,0,16292,14.08
2023/02/22,03:00,4059,9421,1091,0,67,0,102,0,126,1298,0,0,0,16164,14.17
2023/02/22,04:00,4066,9482,1086,0,67,0,110,0,128,1009,0,0,0,15948,14.74
2023/02/22,05:00,4068,9390,1080,0,67,0,108,0,134,1293,0,0,0,16140,15.89
2023/02/22,06:00,4067,10567,1315,0,67,2,99,0,129,1553,0,0,0,17800,18.21
2023/02/22,07:00,4067,11301,1770,0,67,349,87,0,128,2050,0,0,0,19820,18.5
2023/02/22,08:00,4066,11964,2084,0,67,1136,67,0,221,2404,0,0,0,22009,17.04
2023/02/22,09:00,4067,10885,2108,0,67,1937,43,0,206,3490,0,0,0,22802,14.54
2023/02/22,10:00,4068,8633,1814,0,67,3112,20,0,270,4044,0,0,0,22028,11.85
2023/02/22,11:00,4067,8314,1098,0,67,4268,15,0,269,3111,0,0,0,21208,3.5
2023/02/22,12:00,4067,7671,1012,0,67,5060,14,-912,0,3094,0,0,0,20073,0.01
2023/02/22,13:00,4066,8579,1027,0,67,4889,12,-612,0,2220,0,0,0,20247,1.51
2023/02/22,14:00,4066,8459,1124,0,67,4087,9,-302,0,2139,0,0,0,19650,5
2023/02/22,15:00,4067,9543,1470,0,67,2697,6,0,28,1208,0,0,0,19086,6
2023/02/22,16:00,4066,10805,1856,0,67,1163,3,0,158,1137,0,0,0,19255,13.78
2023/02/22,17:00,4065,11389,2237,0,67,139,1,0,200,1660,0,0,0,19757,18.06
2023/02/22,18:00,4066,11491,2288,0,67,0,0,0,179,2265,0,0,0,20357,18.66
2023/02/22,19:00,4067,11272,2201,0,67,0,0,0,119,2300,0,0,0,20026,18.25
2023/02/22,20:00,4067,10963,2072,0,67,0,1,0,131,2185,0,0,0,19486,17.82
2023/02/22,21:00,4068,10956,1642,0,67,0,1,0,143,1996,0,0,0,18872,17.46
2023/02/22,22:00,4067,10470,1192,0,67,0,3,0,59,2040,0,0,0,17898,16.71
2023/02/22,23:00,4067,9849,1055,0,67,0,7,0,121,1951,0,0,0,17117,15.6
2023/02/23,00:00,4067,8849,777,0,61,0,11,-468,0,2807,0,0,0,16105,16.6
2023/02/23,01:00,4068,8512,727,0,61,0,19,-297,0,2547,0,0,0,15637,16.6
2023/02/23,02:00,4067,8308,702,0,61,0,13,-219,0,2716,0,0,0,15648,17.53
2023/02/23,03:00,4067,8422,683,0,61,0,6,-370,0,2714,0,0,0,15583,17.63
2023/02/23,04:00,4068,8522,479,0,61,0,3,-523,0,2673,0,0,0,15283,17.1
2023/02/23,05:00,4068,8601,470,0,61,0,1,-765,0,2474,0,0,0,14909,16.12
2023/02/23,06:00,4067,9288,493,0,61,2,0,-641,0,2130,0,0,0,15401,16.95
2023/02/23,07:00,4067,9470,782,0,61,289,0,-107,0,2169,0,0,0,16732,17.81
2023/02/23,08:00,4067,9500,1745,0,61,806,3,0,157,2399,0,0,0,18738,19.54
2023/02/23,09:00,4067,9317,1968,0,61,1194,4,0,691,2440,0,0,0,19741,17.88
2023/02/23,10:00,4068,7499,1867,0,61,1836,3,-230,0,4300,0,0,0,19403,17.04
2023/02/23,11:00,4068,7240,1625,0,61,2564,3,-344,0,3623,0,0,0,18840,15.49
2023/02/23,12:00,4068,6566,956,0,61,3510,5,-1215,0,3791,0,0,0,17742,13.55
2023/02/23,13:00,4067,6743,1035,0,61,3905,5,-478,0,2369,0,0,0,17708,13.81
2023/02/23,14:00,4068,7017,1146,0,61,3306,6,-732,0,2338,0,0,0,17209,14.36
2023/02/23,15:00,4068,7710,1398,0,61,2206,6,-400,0,1762,0,0,0,16811,13.97
2023/02/23,16:00,4068,8406,1844,0,61,944,12,-226,0,1883,0,0,0,16991,16.42
2023/02/23,17:00,4068,9285,2155,0,61,118,10,-23,0,2018,0,0,0,17691,18.51
2023/02/23,18:00,4068,9612,2161,0,61,0,12,0,130,2472,0,0,0,18515,18.45
2023/02/23,19:00,4068,9915,2034,0,61,0,19,0,182,2121,0,0,0,18401,18.05
2023/02/23,20:00,4067,9304,1460,0,61,0,20,0,314,2811,0,0,0,18038,17.82
2023/02/23,21:00,4067,9334,1048,0,61,0,13,0,350,2543,0,0,0,17416,17.54
2023/02/23,22:00,4068,8381,932,0,61,0,5,0,170,2716,0,0,0,16331,17.08
2023/02/23,23:00,4067,8108,871,0,61,0,2,-48,0,2601,0,0,0,15662,15.99
2023/02/24,00:00,4068,7509,994,0,61,0,1,-211,0,2376,0,0,0,14798,15.01
2023/02/24,01:00,4068,7540,998,0,61,0,1,-143,0,1940,0,0,0,14465,14.54
2023/02/24,02:00,4068,8149,990,0,61,0,1,-288,0,1742,0,0,0,14722,14.97
2023/02/24,03:00,4067,8502,939,0,61,0,2,-264,0,1533,0,0,0,14840,15.93
2023/02/24,04:00,4067,8216,880,0,61,0,2,-278,0,1827,0,0,0,14776,16.48
2023/02/24,05:00,4067,8277,747,0,61,0,0,-277,0,2016,0,0,0,14892,17.1
2023/02/24,06:00,4067,9144,772,0,61,2,0,0,38,2035,0,0,0,16121,18.06
2023/02/24,07:00,4067,10047,987,0,61,228,0,0,144,2373,0,0,0,17908,18.25
2023/02/24,08:00,4067,11196,1966,0,61,556,0,0,234,2176,0,0,0,20256,18.22
2023/02/24,09:00,4067,11568,2262,0,61,719,1,0,212,2769,0,0,0,21660,17.94
2023/02/24,10:00,4067,11329,2281,0,61,756,2,0,140,3055,0,0,0,21690,17.2
2023/02/24,11:00,4067,11561,2123,0,61,815,8,0,138,2838,0,0,0,21611,16.82
2023/02/24,12:00,4068,10720,1296,0,61,821,19,0,143,3566,0,0,0,20695,15.48
2023/02/24,13:00,4068,11157,1402,0,61,858,30,0,135,3517,0,0,0,21228,16.79
2023/02/24,14:00,4069,10752,1527,0,61,869,38,0,141,3531,0,0,0,20988,17.06
2023/02/24,15:00,4068,10961,1906,0,61,737,43,0,136,2768,0,0,0,20681,17.34
2023/02/24,16:00,4069,11031,2143,0,61,402,34,0,134,2674,0,0,0,20547,17.54
2023/02/24,17:00,4068,11368,2199,0,61,68,32,0,161,2315,0,0,0,20271,18.32
2023/02/24,18:00,4069,11499,2184,0,61,0,33,0,314,2039,0,0,0,20199,18.51
2023/02/24,19:00,4069,11322,1840,0,61,0,42,0,162,2053,0,0,0,19548,17.94
2023/02/24,20:00,4069,10432,1456,0,61,0,44,0,134,2586,0,0,0,18782,17.59
2023/02/24,21:00,4069,9825,1168,0,61,0,46,0,165,2632,0,0,0,17967,16.93
2023/02/24,22:00,4068,8534,1005,0,61,0,47,0,133,3188,0,0,0,17035,16.2
2023/02/24,23:00,4068,7805,942,0,61,0,65,0,131,3001,0,0,0,16074,15.27
2023/02/25,00:00,4068,6985,948,0,61,0,70,0,126,2731,0,0,0,14989,16.63
2023/02/25,01:00,4068,7116,957,0,61,0,100,0,90,2197,0,0,0,14590,17.36
2023/02/25,02:00,4068,7495,827,0,61,0,112,0,84,2135,0,0,0,14782,17.95
2023/02/25,03:00,4068,7776,742,0,61,0,110,0,142,2026,0,0,0,14925,18.12
2023/02/25,04:00,4068,7674,715,0,61,0,108,0,139,2018,0,0,0,14783,17.39
2023/02/25,05:00,4068,7307,718,0,61,0,104,0,135,2182,0,0,0,14576,17.13
2023/02/25,06:00,4068,7953,739,0,61,4,105,0,202,1950,0,0,0,15082,17.92
2023/02/25,07:00,4068,7622,1001,0,61,573,103,0,259,2267,0,0,0,15953,16.36
2023/02/25,08:00,4067,6948,1579,0,61,1938,108,-62,0,2554,0,0,0,17193,15.64
2023/02/25,09:00,4066,6864,1720,0,61,3005,105,-518,0,2632,0,0,0,17934,12.82
2023/02/25,10:00,4066,5872,1767,0,61,3710,112,-335,0,2522,0,0,0,17776,8.42
2023/02/25,11:00,4067,5315,1262,0,61,4048,113,-835,0,3449,0,0,0,17480,11.23
2023/02/25,12:00,4066,5127,1029,0,61,3960,112,-1264,0,3663,0,0,0,16755,10.58
2023/02/25,13:00,4067,5299,937,0,61,3764,115,-1456,0,4006,0,0,0,16792,12.34
2023/02/25,14:00,4068,5317,946,0,61,3138,116,-1260,0,4192,0,0,0,16577,13.33
2023/02/25,15:00,4067,5705,1252,0,61,2165,109,-369,0,3445,0,0,0,16434,13.54
2023/02/25,16:00,4068,7150,1617,0,61,999,98,0,279,2618,0,0,0,16890,15.97
2023/02/25,17:00,4067,8697,2000,0,61,135,91,0,291,2426,0,0,0,17769,20.29
2023/02/25,18:00,4067,9715,2129,0,61,0,88,0,191,2593,0,0,0,18844,21.57
2023/02/25,19:00,4068,9626,2185,0,61,0,90,0,137,2611,0,0,0,18778,19.87
2023/02/25,20:00,4067,9588,2100,0,61,0,87,0,158,2446,0,0,0,18508,18.98
2023/02/25,21:00,4067,9080,2058,0,61,0,94,0,139,2439,0,0,0,17938,18.26
2023/02/25,22:00,4068,8112,1633,0,61,0,76,0,281,2887,0,0,0,17117,18.1
2023/02/25,23:00,4068,7458,1308,0,61,0,74,0,298,3259,0,0,0,16526,16.24
2023/02/26,00:00,4068,6614,1132,0,61,0,79,0,240,3447,0,0,0,15642,17.7
2023/02/26,01:00,4069,6328,1168,0,61,0,78,-79,0,3551,0,0,0,15176,17.88
2023/02/26,02:00,4069,6397,1556,0,61,0,86,-90,0,3187,0,0,0,15266,17.97
2023/02/26,03:00,4069,6440,1570,0,61,0,103,-93,0,3029,0,0,0,15179,18.12
2023/02/26,04:00,4069,6545,1433,0,61,0,100,-98,0,2751,0,0,0,14861,18
2023/02/26,05:00,4069,6608,938,0,61,0,106,-88,0,2739,0,0,0,14434,17.46
2023/02/26,06:00,4068,7248,895,0,61,4,104,0,167,2101,0,0,0,14648,17.99
2023/02/26,07:00,4067,6744,954,0,61,495,109,0,290,2926,0,0,0,15646,17.18
2023/02/26,08:00,4067,6320,1396,0,61,1554,117,0,77,3233,0,0,0,16825,13.09
2023/02/26,09:00,4067,5984,1227,0,61,2250,121,-14,0,3951,0,0,0,17647,11.07
2023/02/26,10:00,4067,5231,1037,0,61,2319,123,-394,0,4807,0,0,0,17251,0.51
2023/02/26,11:00,4066,4757,809,0,61,2250,126,-714,0,5548,0,0,0,16905,0.03
2023/02/26,12:00,4067,4478,753,0,61,1997,126,-663,0,5731,0,0,0,16550,1.01
2023/02/26,13:00,4067,4745,759,0,61,2154,129,-1518,0,6162,0,0,0,16558,0.71
2023/02/26,14:00,4067,5137,817,0,64,1846,124,-1888,0,6106,0,0,0,16273,3
2023/02/26,15:00,4067,5624,945,0,67,1521,125,-976,0,4824,0,0,0,16197,7.33
2023/02/26,16:00,4067,6415,1290,0,67,876,132,0,183,3566,0,0,0,16596,13.77
2023/02/26,17:00,4067,7876,1977,0,67,128,130,0,356,3100,0,0,0,17700,18.07
2023/02/26,18:00,4066,9109,2122,0,67,0,121,0,506,2828,0,0,0,18819,18.81
2023/02/26,19:00,4067,9117,2172,0,67,0,118,0,267,2971,0,0,0,18779,18.67
2023/02/26,20:00,4066,9158,2149,0,67,0,115,0,234,2753,0,0,0,18541,18.5
2023/02/26,21:00,4066,8907,1970,0,67,0,106,0,176,2546,0,0,0,17838,18.38
2023/02/26,22:00,4067,7992,1573,0,67,0,116,0,137,2776,0,0,0,16728,17.96
2023/02/26,23:00,4068,7375,1270,0,67,0,121,0,132,2932,0,0,0,15964,15.83
2023/02/27,00:00,4067,7081,1088,0,67,0,120,-155,0,2810,0,0,0,15079,14.35
2023/02/27,01:00,4067,6911,1043,0,67,0,123,-306,0,2736,0,0,0,14642,13.99
2023/02/27,02:00,4067,7078,931,0,67,0,117,-448,0,3058,0,0,0,14870,17.33
2023/02/27,03:00,4067,7167,855,0,67,0,109,-532,0,3223,0,0,0,14956,17.83
2023/02/27,04:00,4067,7548,844,0,67,0,105,-386,0,2569,0,0,0,14815,17.53
2023/02/27,05:00,4067,7841,857,0,67,0,99,-231,0,2494,0,0,0,15195,17.17
2023/02/27,06:00,4066,9175,874,0,67,5,91,0,141,2695,0,0,0,17116,18.24
2023/02/27,07:00,4068,9341,1314,0,67,661,74,0,238,3219,0,0,0,18981,18.11
2023/02/27,08:00,4067,8128,1864,0,67,2207,72,0,223,3865,0,0,0,20492,17.04
2023/02/27,09:00,4067,7679,2014,0,67,3825,68,0,263,3207,0,0,0,21192,12.19
2023/02/27,10:00,4067,6710,1863,0,67,4923,58,0,251,2725,0,0,0,20664,1.51
2023/02/27,11:00,4067,6008,1319,0,67,5506,37,-198,0,3414,0,0,0,20220,9.5
2023/02/27,12:00,4067,5318,1111,0,67,5550,33,-776,0,3576,0,0,0,18946,3.5
2023/02/27,13:00,4067,5441,1114,0,67,5184,24,-598,0,3780,0,0,0,19078,7.5
2023/02/27,14:00,4067,5860,1154,0,67,4300,18,-648,0,3731,0,0,0,18549,11.5
2023/02/27,15:00,4067,6855,1334,0,67,2847,10,-376,0,3219,0,0,0,18023,11.19
2023/02/27,16:00,4067,8233,1811,0,67,1264,5,0,184,2606,0,0,0,18235,13.35
