,,Kansai,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Kansai
2023/10/24,12:00,4494,6077,430,0,132,4086,5,-1139,0,978,0,0,0,15062,2
2023/10/24,13:00,4494,6282,732,0,132,3532,5,-27,0,693,0,0,0,15842,3.69
2023/10/24,14:00,4494,6422,1135,0,132,2746,4,0,250,725,0,0,0,15906,7.42
2023/10/24,15:00,4493,7290,1301,0,132,1567,2,0,350,663,0,0,0,15799,10.05
2023/10/24,16:00,4493,8594,1324,0,132,397,0,0,389,515,0,0,0,15844,14.31
2023/10/24,17:00,4494,8776,1338,0,132,4,0,0,458,623,0,0,0,15825,16.16
2023/10/24,18:00,4495,8605,1322,0,132,0,0,0,403,559,0,0,0,15517,16.94
2023/10/24,19:00,4494,8479,935,0,132,0,0,0,143,610,0,0,0,14794,17.31
2023/10/24,20:00,4494,8504,611,0,132,0,0,0,126,257,0,0,0,14124,15.38
2023/10/24,21:00,4495,8621,455,0,132,0,0,0,120,0,-430,0,0,13394,13.06
2023/10/24,22:00,4495,8181,388,0,132,0,0,0,197,0,-463,0,0,12929,11.98
2023/10/24,23:00,4495,7623,342,0,132,0,0,0,225,0,-429,0,0,12388,11.36
2023/10/25,00:00,4495,6157,330,0,132,0,1,0,222,172,0,0,0,11509,10.68
2023/10/25,01:00,4495,5600,325,0,132,0,1,0,228,272,0,0,0,11052,10.45
2023/10/25,02:00,4494,5872,323,0,132,0,1,0,218,382,0,0,0,11421,10.75
2023/10/25,03:00,4469,6302,323,0,132,0,4,0,214,663,0,0,0,12107,10.74
2023/10/25,04:00,4328,7064,315,0,132,0,2,0,254,277,0,0,0,12371,12.02
2023/10/25,05:00,4172,7156,317,0,132,0,2,0,242,330,0,0,0,12351,11.98
2023/10/25,06:00,4020,7040,328,0,132,77,3,0,253,548,0,0,0,12401,11.89
2023/10/25,07:00,3924,6930,338,0,132,742,2,0,275,814,0,0,0,13157,10.41
2023/10/25,08:00,3846,6936,375,0,132,2041,4,0,334,1213,0,0,0,14881,8.97
2023/10/25,09:00,3802,5978,540,0,132,3276,8,0,259,1883,0,0,0,15879,6.36
2023/10/25,10:00,3738,5878,547,0,148,4078,9,-408,0,2010,0,0,0,16000,3.06
2023/10/25,11:00,3676,6789,433,0,148,4255,11,-669,0,1366,0,0,0,16009,2.5
2023/10/25,12:00,3675,6428,439,0,132,4152,13,-886,0,1310,0,0,0,15264,1
2023/10/25,13:00,3675,6499,811,0,132,3628,13,-1,0,1219,0,0,0,15977,2.46
2023/10/25,14:00,3675,6648,1135,0,132,2697,12,0,112,1617,0,0,0,16028,2.66
2023/10/25,15:00,3675,7452,1228,0,132,1451,11,0,53,1789,0,0,0,15791,9.55
2023/10/25,16:00,3676,8824,1252,0,132,357,4,0,232,1409,0,0,0,15886,13.83
2023/10/25,17:00,3676,8880,1309,0,114,3,4,0,358,1471,0,0,0,15814,17.67
2023/10/25,18:00,3676,8700,1302,0,114,0,8,0,319,1350,0,0,0,15469,16.81
2023/10/25,19:00,3676,8573,945,0,114,0,15,0,286,1209,0,0,0,14818,15.27
2023/10/25,20:00,3676,8745,703,0,114,0,13,0,227,712,0,0,0,14190,12.67
2023/10/25,21:00,3676,8551,548,0,114,0,6,0,126,657,0,0,0,13679,12.42
2023/10/25,22:00,3675,8060,454,0,114,0,10,0,139,628,0,0,0,13080,11.5
2023/10/25,23:00,3676,7507,359,0,114,0,8,0,104,781,0,0,0,12549,11.03
2023/10/26,00:00,3676,6923,310,0,132,0,9,-523,0,1148,0,0,0,11674,10.59
2023/10/26,01:00,3676,6761,309,0,132,0,8,-894,0,1145,0,0,0,11137,9.92
2023/10/26,02:00,3676,7116,337,0,132,0,6,-809,0,1058,0,0,0,11516,10.34
2023/10/26,03:00,3676,7358,364,0,132,0,4,-86,0,724,0,0,0,12172,11.18
2023/10/26,04:00,3676,7962,379,0,132,0,6,0,132,168,0,0,0,12454,11.37
2023/10/26,05:00,3676,7902,381,0,132,0,14,0,135,262,0,0,0,12502,11.94
2023/10/26,06:00,3676,7648,374,0,132,77,24,0,218,411,0,0,0,12561,11.89
2023/10/26,07:00,3677,7025,365,0,132,955,20,0,154,868,0,0,0,13197,9.16
2023/10/26,08:00,3677,7097,399,0,132,2433,17,0,188,707,0,0,0,14650,4
2023/10/26,09:00,3676,6671,775,0,132,3653,12,-191,0,924,0,0,0,15653,3.57
2023/10/26,10:00,3676,6876,843,0,132,4409,12,-731,0,620,0,0,0,15837,5.07
2023/10/26,11:00,3675,6967,941,0,132,4735,14,-1168,0,697,0,0,0,15993,3.51
2023/10/26,12:00,3675,6688,451,0,132,4528,15,-1756,0,1512,0,0,0,15245,0.51
2023/10/26,13:00,3675,6910,487,0,132,4004,12,-64,0,833,0,0,0,15989,3.56
2023/10/26,14:00,3675,7450,772,0,132,2967,9,0,177,895,0,0,0,16077,7.4
2023/10/26,15:00,3675,8417,1020,0,132,1542,10,0,338,965,0,0,0,16098,10.55
2023/10/26,16:00,3676,8703,1290,0,132,339,5,0,575,1286,0,0,0,16006,15.38
2023/10/26,17:00,3676,8569,1403,0,132,2,1,0,707,1483,0,0,0,15975,18.15
2023/10/26,18:00,3676,8711,1424,0,132,0,5,0,708,974,0,0,0,15629,13.04
2023/10/26,19:00,3676,8374,1349,0,132,0,2,0,455,896,0,0,0,14883,12.59
2023/10/26,20:00,3675,8470,765,0,132,0,0,0,522,719,0,0,0,14284,12.59
2023/10/26,21:00,3676,8340,560,0,132,0,0,0,418,640,0,0,0,13767,12.32
2023/10/26,22:00,3676,7965,491,0,132,0,0,0,262,598,0,0,0,13124,11.52
2023/10/26,23:00,3676,7467,377,0,132,0,0,0,268,758,0,0,0,12679,10.72
2023/10/27,00:00,3677,6365,311,0,132,0,0,0,145,1107,0,0,0,11736,10.22
2023/10/27,01:00,3679,6263,304,0,132,0,0,-218,0,1066,0,0,0,11227,9.92
2023/10/27,02:00,3679,6566,303,0,132,0,0,-206,0,1143,0,0,0,11618,10.03
2023/10/27,03:00,3679,7188,305,0,132,0,0,0,243,761,0,0,0,12308,10.82
2023/10/27,04:00,3678,7683,306,0,132,0,0,0,253,585,0,0,0,12638,10.82
2023/10/27,05:00,3679,7636,306,0,132,0,1,0,270,630,0,0,0,12655,11.03
2023/10/27,06:00,3679,7466,329,0,132,91,2,0,342,675,0,0,0,12717,11.93
2023/10/27,07:00,3679,7375,380,0,132,936,2,0,280,690,0,0,0,13476,10.82
2023/10/27,08:00,3679,7510,489,0,132,2299,3,0,188,585,0,0,0,14884,10.36
2023/10/27,09:00,3679,6849,761,0,132,3483,4,0,98,861,0,0,0,15867,10.29
2023/10/27,10:00,3679,6955,732,0,132,4116,5,-653,0,1036,0,0,0,16004,9.51
2023/10/27,11:00,3679,7066,458,0,132,4263,6,-743,0,1268,0,0,0,16129,9.66
2023/10/27,12:00,3678,6770,449,0,132,4062,8,-773,0,1032,0,0,0,15358,5.56
2023/10/27,13:00,3679,7472,688,0,132,3426,7,0,472,295,0,0,0,16171,9.96
2023/10/27,14:00,3678,8340,1224,0,132,2116,9,0,434,423,0,0,0,16357,10.79
2023/10/27,15:00,3679,8558,1306,0,132,725,47,0,387,1424,0,0,0,16258,11.24
2023/10/27,16:00,3679,8642,1297,0,132,124,56,0,436,1735,0,0,0,16101,15.86
2023/10/27,17:00,3737,8474,1359,0,148,1,30,0,377,1749,0,0,0,15875,18.13
2023/10/27,18:00,3753,8662,1272,0,148,0,4,0,315,1265,0,0,0,15418,15.59
2023/10/27,19:00,3787,8505,1063,0,148,0,1,0,298,983,0,0,0,14785,13.34
2023/10/27,20:00,3821,8482,856,0,148,0,9,0,226,633,0,0,0,14174,12.59
2023/10/27,21:00,3850,8145,704,0,148,0,10,0,277,422,0,0,0,13557,12.06
2023/10/27,22:00,3878,7697,640,0,148,0,14,0,193,509,0,0,0,13079,11.03
2023/10/27,23:00,3912,7073,575,0,148,0,18,0,132,721,0,0,0,12579,10.55
2023/10/28,00:00,3946,6502,226,0,148,0,24,-144,0,927,0,0,0,11629,10.17
2023/10/28,01:00,3980,6285,200,0,148,0,23,-329,0,774,0,0,0,11082,10.01
2023/10/28,02:00,4012,6911,199,0,148,0,22,-272,0,491,0,0,0,11511,10.3
2023/10/28,03:00,4021,7168,201,0,148,0,18,0,115,410,0,0,0,12082,10.82
2023/10/28,04:00,4021,7547,200,0,148,0,24,0,129,200,0,0,0,12269,10.87
2023/10/28,05:00,4021,7132,201,0,148,0,30,0,135,318,0,0,0,11985,10.87
2023/10/28,06:00,4022,6624,217,0,148,73,45,0,182,286,0,0,0,11597,10.9
2023/10/28,07:00,4039,6120,250,0,148,785,45,0,26,454,0,0,0,11867,10.38
2023/10/28,08:00,4074,5252,444,0,148,2086,42,0,82,606,0,0,0,12734,9.49
2023/10/28,09:00,4107,4844,1206,0,148,3293,52,-812,0,461,0,0,0,13300,7.03
2023/10/28,10:00,4141,4880,1349,0,148,3505,55,-1734,0,1227,0,0,0,13571,0.88
2023/10/28,11:00,4175,5153,1262,0,148,3331,61,-1906,0,1089,0,0,0,13315,0.01
2023/10/28,12:00,4209,5082,491,0,148,3305,58,-1950,0,1489,0,0,0,12833,0.01
2023/10/28,13:00,4240,5280,455,0,148,3186,53,-1768,0,1283,0,0,0,12878,1.75
2023/10/28,14:00,4248,5547,545,0,148,2477,50,-961,0,616,0,0,0,12670,9.6
2023/10/28,15:00,4248,5737,717,0,148,1372,60,-331,0,728,0,0,0,12680,8.34
2023/10/28,16:00,4248,6389,1045,0,148,327,52,-236,0,986,0,0,0,12958,10.76
2023/10/28,17:00,4248,7212,1081,0,148,2,50,0,65,895,0,0,0,13701,13.79
2023/10/28,18:00,4248,7162,1073,0,148,0,55,0,217,953,0,0,0,13856,13.16
2023/10/28,19:00,4248,7098,824,0,148,0,61,0,259,945,0,0,0,13583,12.68
2023/10/28,20:00,4248,6840,685,0,148,0,66,0,250,830,0,0,0,13067,12.14
2023/10/28,21:00,4248,6738,496,0,148,0,59,0,258,548,0,0,0,12494,11.66
2023/10/28,22:00,4249,6280,247,0,148,0,61,0,201,700,0,0,0,11886,11.5
2023/10/28,23:00,4265,5589,211,0,148,0,60,0,324,891,0,0,0,11489,10.31
2023/10/29,00:00,4301,4813,199,0,148,0,48,-158,0,1306,0,0,0,10657,9.39
2023/10/29,01:00,4335,4968,196,0,148,0,58,-460,0,1036,0,0,0,10281,8.99
2023/10/29,02:00,4369,5166,195,0,148,0,62,-418,0,1103,0,0,0,10625,9.86
2023/10/29,03:00,4403,5516,193,0,148,0,54,0,209,847,0,0,0,11369,10.3
2023/10/29,04:00,4437,5597,283,0,148,0,69,0,305,572,0,0,0,11411,10.6
2023/10/29,05:00,4472,5427,194,0,148,0,56,0,361,599,0,0,0,11258,10.6
2023/10/29,06:00,4506,4788,193,0,148,58,74,0,392,499,0,0,0,10657,10.06
2023/10/29,07:00,4532,3778,223,0,148,842,70,0,399,696,0,0,0,10688,6.98
2023/10/29,08:00,4533,2918,281,0,148,2245,71,-315,0,1283,0,0,0,11165,1
2023/10/29,09:00,4532,2480,677,0,148,3208,60,-1082,0,1683,0,1,14,11707,0.26
2023/10/29,10:00,4533,2187,737,0,148,3562,53,-1730,0,2465,0,6,11,11955,0.01
2023/10/29,11:00,4539,2375,379,0,148,3412,52,-1442,0,2564,0,9,11,12028,0.01
2023/10/29,12:00,4546,2509,323,0,148,2902,54,-1131,0,2635,0,10,13,11986,0.01
2023/10/29,13:00,4549,2384,351,0,148,2658,48,-541,0,2266,0,3,13,11863,0.01
2023/10/29,14:00,4551,2560,520,0,148,2269,52,-341,0,2030,0,1,12,11789,0.35
2023/10/29,15:00,4553,3869,645,0,148,1353,58,0,151,1114,0,0,0,11891,1.85
2023/10/29,16:00,4553,4684,956,0,148,323,54,0,413,1233,0,0,0,12365,9.48
2023/10/29,17:00,4555,5912,1184,0,148,1,43,0,584,935,0,0,0,13362,11.25
2023/10/29,18:00,4555,6529,1215,0,148,0,41,0,209,952,0,0,0,13649,11.26
2023/10/29,19:00,4556,6295,1207,0,148,0,48,0,142,1062,0,0,0,13458,10.94
2023/10/29,20:00,4556,5999,1202,0,148,0,40,0,145,960,0,0,0,13050,10.94
2023/10/29,21:00,4556,5724,1036,0,148,0,27,0,170,861,0,0,0,12523,11.09
2023/10/29,22:00,4556,5690,468,0,148,0,22,0,147,751,0,0,0,11781,10.72
2023/10/29,23:00,4557,5387,229,0,148,0,36,0,146,805,0,0,0,11307,9.99
2023/10/30,00:00,4560,5013,216,0,148,0,22,-106,0,697,0,0,0,10550,9.39
2023/10/30,01:00,4569,5534,202,0,148,0,24,-660,0,317,0,0,0,10134,8.76
2023/10/30,02:00,4601,5754,189,0,148,0,35,-638,0,534,0,0,0,10623,9.39
2023/10/30,03:00,4635,6016,190,0,148,0,28,0,40,359,0,0,0,11416,10.07
2023/10/30,04:00,4669,6148,220,0,148,0,23,0,317,140,0,0,0,11665,10.6
2023/10/30,05:00,4704,6142,225,0,148,0,20,0,256,376,0,0,0,11871,10.75
2023/10/30,06:00,4738,6123,321,0,148,61,15,0,455,268,0,0,0,12129,11.61
2023/10/30,07:00,4773,5942,278,0,148,788,12,0,207,748,0,0,0,12895,9.58
2023/10/30,08:00,4806,5795,740,0,148,2071,10,0,260,474,0,0,0,14306,8.97
2023/10/30,09:00,4836,5755,830,0,148,3114,11,-143,0,717,0,0,0,15269,3.01
2023/10/30,10:00,4842,6212,410,0,148,3660,9,-886,0,1054,0,0,0,15450,6.57
2023/10/30,11:00,4842,6200,290,0,148,3612,10,-1073,0,1467,0,0,0,15497,4.06
2023/10/30,12:00,4843,6061,289,0,148,3418,12,-1547,0,1353,0,0,0,14576,2
2023/10/30,13:00,4844,6602,354,0,148,3191,12,-569,0,768,0,0,0,15350,7.26
2023/10/30,14:00,4843,6830,709,0,148,2432,10,-280,0,664,0,0,0,15356,4.72
2023/10/30,15:00,4843,7106,1309,0,148,1349,7,-566,0,1115,0,0,0,15312,6.16
2023/10/30,16:00,4843,7867,1424,0,132,315,4,0,257,684,0,0,0,15525,11.3
2023/10/30,17:00,4843,8012,1517,0,132,1,2,0,332,839,0,0,0,15678,13.52
2023/10/30,18:00,4843,7826,1529,0,114,0,2,0,332,738,0,0,0,15384,12.77
2023/10/30,19:00,4842,7544,1473,0,114,0,1,0,189,625,0,0,0,14789,12.43
2023/10/30,20:00,4843,7478,1110,0,114,0,1,0,126,455,0,0,0,14126,12.68
2023/10/30,21:00,4843,7310,699,0,114,0,1,0,134,397,0,0,0,13498,11.35
2023/10/30,22:00,4842,6870,560,0,114,0,1,0,7,539,0,0,0,12934,10.3
2023/10/30,23:00,4842,6651,345,0,114,0,1,-421,0,769,0,0,0,12301,10
2023/10/31,00:00,4843,6054,246,0,114,0,1,-1167,0,1286,0,0,0,11377,9.08
2023/10/31,01:00,4843,6365,233,0,114,0,2,-1645,0,1078,0,0,0,10990,8.33
2023/10/31,02:00,4842,6513,233,0,114,0,1,-1040,0,759,0,0,0,11421,9.21
2023/10/31,03:00,4843,6199,263,0,114,0,1,0,343,378,0,0,0,12141,10.29
2023/10/31,04:00,4842,6496,290,0,114,0,1,0,278,346,0,0,0,12367,10.69
2023/10/31,05:00,4843,6804,280,0,114,0,1,0,421,0,-156,0,0,12307,10.87
2023/10/31,06:00,4843,6693,277,0,114,65,0,0,609,0,-170,0,0,12431,11.86
2023/10/31,07:00,4843,6216,308,0,114,884,1,0,405,273,0,0,0,13044,10.02
2023/10/31,08:00,4843,5745,743,0,96,2316,2,0,188,364,0,0,0,14298,8.32
2023/10/31,09:00,4843,5337,949,0,88,3502,3,-285,0,701,0,0,0,15138,4.52
2023/10/31,10:00,4842,5249,921,0,82,4199,6,-1164,0,1148,0,0,0,15283,8.93
2023/10/31,11:00,4842,5710,470,0,82,4390,6,-1287,0,1244,0,0,0,15458,8.32
2023/10/31,12:00,4842,5606,436,0,82,4065,6,-1546,0,1263,0,0,0,14753,4.12
2023/10/31,13:00,4842,6051,630,0,82,3569,6,-453,0,678,0,0,0,15404,7.5
2023/10/31,14:00,4841,6137,1172,0,82,2659,5,-45,0,539,0,0,0,15391,4.38
2023/10/31,15:00,4841,6786,1398,0,82,1448,2,0,375,402,0,0,0,15334,10.29
2023/10/31,16:00,4841,8066,1473,0,82,316,1,0,350,294,0,0,0,15424,12.15
2023/10/31,17:00,4842,8333,1526,0,82,1,0,0,315,475,0,0,0,15573,14.43
2023/10/31,18:00,4841,8356,1425,0,82,0,1,0,248,379,0,0,0,15331,14.43
2023/10/31,19:00,4841,8085,818,0,82,0,1,0,316,581,0,0,0,14724,13.52
2023/10/31,20:00,4842,8006,534,0,82,0,0,0,178,477,0,0,0,14119,12.59
2023/10/31,21:00,4843,7848,344,0,82,0,0,0,240,247,0,0,0,13603,12.15
2023/10/31,22:00,4842,6912,272,0,82,0,0,0,266,609,0,0,0,12984,10.72
2023/10/31,23:00,4843,6744,259,0,82,0,0,0,220,246,0,0,0,12395,10.09
2023/11/01,00:00,4843,6511,284,0,82,0,0,-661,0,473,0,0,0,11532,10
2023/11/01,01:00,4842,6539,310,0,82,0,0,-1247,0,650,0,0,0,11176,9.87
2023/11/01,02:00,4841,6649,310,0,82,0,1,-1054,0,723,0,0,0,11552,9.97
2023/11/01,03:00,4841,6795,311,0,82,0,1,-161,0,410,0,0,0,12281,10.12
2023/11/01,04:00,4842,7022,311,0,82,0,1,0,150,117,0,0,0,12525,10.42
2023/11/01,05:00,4842,6833,313,0,82,0,2,0,235,178,0,0,0,12485,10.6
2023/11/01,06:00,4843,6854,345,0,82,67,5,0,259,269,0,0,0,12724,10.6
2023/11/01,07:00,4844,6411,357,0,82,832,4,0,70,724,0,0,0,13324,9.69
2023/11/01,08:00,4844,5956,605,0,82,2267,4,-22,0,866,0,0,0,14602,7.16
2023/11/01,09:00,4843,5785,1084,0,78,3601,6,-61,0,259,0,0,0,15593,2.57
2023/11/01,10:00,4843,5339,1274,0,76,4469,8,-508,0,334,0,0,0,15835,5.18
2023/11/01,11:00,4842,5005,1209,0,76,4792,8,-555,0,515,0,0,0,15893,2.07
2023/11/01,12:00,4842,5002,820,0,76,4639,7,-923,0,595,0,0,0,15057,0.15
2023/11/01,13:00,4842,4938,1078,0,76,4020,6,0,194,645,0,0,0,15799,2.06
2023/11/01,14:00,4842,5950,1082,0,76,2879,5,-135,0,1007,0,0,0,15706,0.75
2023/11/01,15:00,4842,7215,1204,0,76,1424,3,-277,0,1086,0,0,0,15573,6.04
2023/11/01,16:00,4842,8779,1150,0,76,285,2,0,311,249,0,0,0,15696,11.71
2023/11/01,17:00,4839,8882,1012,0,76,0,6,0,325,568,0,0,0,15708,13.54
2023/11/01,18:00,4839,8995,918,0,76,0,8,0,231,410,0,0,0,15477,13.41
2023/11/01,19:00,4841,8582,690,0,76,0,8,0,9,698,0,0,0,14903,12.6
2023/11/01,20:00,4840,8348,539,0,76,0,8,0,111,387,0,0,0,14309,11.75
2023/11/01,21:00,4842,7920,497,0,76,0,8,0,125,222,0,0,0,13689,11.59
2023/11/01,22:00,4842,7048,438,0,76,0,5,0,118,682,0,0,0,13210,10.19
2023/11/01,23:00,4843,6574,428,0,76,0,1,0,248,501,0,0,0,12671,10.09
2023/11/02,00:00,4844,5714,417,0,76,0,0,-246,0,947,0,0,0,11751,9.44
2023/11/02,01:00,4844,6054,406,0,76,0,1,-898,0,808,0,0,0,11290,8.65
2023/11/02,02:00,4843,6171,398,0,76,0,6,-625,0,841,0,0,0,11711,9.1
2023/11/02,03:00,4844,6697,399,0,76,0,17,0,122,273,0,0,0,12428,10.08
2023/11/02,04:00,4844,7314,396,0,76,0,18,0,126,0,-109,0,0,12665,10.2
2023/11/02,05:00,4844,7088,403,0,76,0,19,0,134,90,0,0,0,12655,10.8
2023/11/02,06:00,4845,7255,404,0,76,64,22,0,134,0,-38,0,0,12762,10.87
2023/11/02,07:00,4846,6369,420,0,76,808,17,0,143,733,0,0,0,13412,10.29
2023/11/02,08:00,4846,6099,659,0,76,2223,17,0,175,760,0,0,0,14854,8.84
2023/11/02,09:00,4846,5656,879,0,76,3586,10,0,279,601,0,0,0,15933,4.29
2023/11/02,10:00,4846,5201,956,0,76,4452,7,-38,0,690,0,0,0,16190,8.93
2023/11/02,11:00,4845,5338,700,0,76,4768,7,-250,0,826,0,0,0,16310,9.39
2023/11/02,12:00,4845,5143,510,0,76,4597,6,-682,0,971,0,0,0,15467,4.12
2023/11/02,13:00,4845,5569,740,0,76,3973,5,-44,0,964,0,0,0,16129,8.84
2023/11/02,14:00,4845,6113,881,0,76,2835,4,0,261,1105,0,0,0,16121,8.32
2023/11/02,15:00,4846,7054,1154,0,76,1396,3,0,377,924,0,0,0,15830,8.88
2023/11/02,16:00,4845,8365,1309,0,76,272,1,0,508,429,0,0,0,15805,11.02
2023/11/02,17:00,4846,8783,1298,0,76,0,0,0,481,319,0,0,0,15803,12.47
2023/11/02,18:00,4846,8652,1267,0,76,0,0,0,452,113,0,0,0,15406,12.03
2023/11/02,19:00,4846,7943,1100,0,76,0,1,0,455,310,0,0,0,14732,11.69
2023/11/02,20:00,4846,7874,517,0,76,0,1,0,395,409,0,0,0,14118,11.94
2023/11/02,21:00,4845,7660,377,0,76,0,1,0,378,153,0,0,0,13491,11.11
2023/11/02,22:00,4845,7130,324,0,76,0,1,0,271,440,0,0,0,13088,10.19
2023/11/02,23:00,4845,6850,297,0,76,0,1,0,292,229,0,0,0,12590,10.07
2023/11/03,00:00,4845,6024,321,0,76,0,0,-28,0,504,0,0,0,11743,9.99
2023/11/03,01:00,4846,6030,330,0,76,0,0,-581,0,651,0,0,0,11351,9.18
2023/11/03,02:00,4846,6477,323,0,76,0,0,-504,0,430,0,0,0,11649,9.88
2023/11/03,03:00,4846,7067,317,0,76,0,0,0,119,0,-87,0,0,12338,10.15
2023/11/03,04:00,4846,7038,316,0,76,0,0,0,270,0,-147,0,0,12398,10.2
2023/11/03,05:00,4846,6759,322,0,76,0,0,0,254,0,-158,0,0,12100,10.2
2023/11/03,06:00,4846,6302,327,0,76,63,0,0,298,0,-197,0,0,11714,10.18
2023/11/03,07:00,4846,5513,323,0,76,763,3,0,198,308,0,0,0,12030,9.89
2023/11/03,08:00,4846,4724,248,0,76,2044,7,0,233,787,0,0,0,12965,9.24
2023/11/03,09:00,4846,3869,299,0,76,3320,8,0,14,1241,0,0,0,13673,3.78
2023/11/03,10:00,4845,3878,849,0,76,4294,9,-779,0,715,0,0,0,13888,1
2023/11/03,11:00,4846,4031,849,0,76,4742,10,-1029,0,558,0,0,0,14083,1
2023/11/03,12:00,4845,4304,300,0,76,4574,11,-1265,0,950,0,0,0,13794,1
2023/11/03,13:00,4844,4543,380,0,76,3952,12,-509,0,655,0,0,0,13954,6.83
2023/11/03,14:00,4844,5058,582,0,76,2817,12,-282,0,665,0,0,0,13771,9.78
2023/11/03,15:00,4842,5912,683,0,76,1379,10,0,159,527,0,0,0,13589,7.35
2023/11/03,16:00,4843,7276,940,0,76,264,9,0,257,0,-17,0,0,13647,10.85
2023/11/03,17:00,4842,7951,1187,0,76,0,15,0,411,0,-248,0,0,14235,11.43
2023/11/03,18:00,4843,7890,1183,0,76,0,24,0,368,0,-56,0,0,14327,11.69
2023/11/03,19:00,4844,7529,1134,0,76,0,24,0,333,0,-16,0,0,13923,11.22
2023/11/03,20:00,4844,7272,833,0,76,0,18,0,255,172,0,0,0,13471,11.62
2023/11/03,21:00,4844,7037,682,0,76,0,16,0,303,16,0,0,0,12976,11.69
2023/11/03,22:00,4844,6840,392,0,76,0,13,0,268,17,0,0,0,12450,11.69
2023/11/03,23:00,4845,6556,307,0,76,0,15,0,197,0,-49,0,0,11946,11.2
2023/11/04,00:00,4846,6266,241,0,76,0,17,-656,0,331,0,0,0,11121,10.2
2023/11/04,01:00,4845,6154,237,0,76,0,13,-853,0,240,0,0,0,10712,10.17
2023/11/04,02:00,4844,6455,236,0,76,0,14,-607,0,115,0,0,0,11133,10.95
2023/11/04,03:00,4845,6423,234,0,76,0,12,0,134,82,0,0,0,11806,12
2023/11/04,04:00,4843,6495,234,0,76,0,7,0,214,0,-20,0,0,11849,12.2
2023/11/04,05:00,4845,6149,234,0,76,0,5,0,158,40,0,0,0,11507,12.65
2023/11/04,06:00,4845,5766,236,0,76,66,2,0,118,39,0,0,0,11149,11.96
2023/11/04,07:00,4846,5492,237,0,76,755,1,0,176,0,-74,0,0,11509,10.77
2023/11/04,08:00,4845,4835,250,0,76,1986,2,-259,0,739,0,0,0,12475,8.88
2023/11/04,09:00,4846,4371,387,0,76,3200,4,-596,0,958,0,0,0,13245,7.89
2023/11/04,10:00,4846,4377,405,0,76,3992,5,-899,0,644,0,0,0,13445,6.61
2023/11/04,11:00,4845,4511,245,0,76,3854,5,-1061,0,1087,0,0,0,13563,8.62
2023/11/04,12:00,4845,4462,255,0,76,3686,5,-870,0,831,0,0,0,13288,8
2023/11/04,13:00,4845,4673,556,0,76,2975,3,-495,0,854,0,0,0,13487,8
2023/11/04,14:00,4845,5685,671,0,76,1715,2,-668,0,928,0,0,0,13254,9.92
2023/11/04,15:00,4845,5964,808,0,73,719,1,0,24,515,0,0,0,12948,10.19
2023/11/04,16:00,4844,6293,1222,0,72,143,0,0,137,466,0,0,0,13178,11.85
2023/11/04,17:00,4845,6488,1381,0,72,0,0,0,165,960,0,0,0,13912,12.2
2023/11/04,18:00,4845,6731,1345,0,72,0,0,-106,0,1041,0,0,0,13930,12
2023/11/04,19:00,4845,6432,1142,0,72,0,1,-176,0,1306,0,0,0,13622,11.77
2023/11/04,20:00,4846,6136,1111,0,72,0,1,-180,0,1073,0,0,0,13059,12.19
2023/11/04,21:00,4846,6076,721,0,72,0,0,0,139,582,0,0,0,12436,12.16
2023/11/04,22:00,4846,6049,390,0,72,0,0,-25,0,497,0,0,0,11829,11.48
2023/11/04,23:00,4845,5951,287,0,72,0,0,-197,0,453,0,0,0,11412,10.55
2023/11/05,00:00,4846,5741,182,0,72,0,1,-529,0,361,0,0,0,10674,9.69
2023/11/05,01:00,4846,5693,169,0,72,0,1,-877,0,302,0,0,0,10206,7.72
2023/11/05,02:00,4845,5705,165,0,72,0,1,-628,0,309,0,0,0,10469,9.68
2023/11/05,03:00,4846,5696,165,0,72,0,1,0,219,180,0,0,0,11179,11.15
2023/11/05,04:00,4845,5979,162,0,72,0,1,0,124,105,0,0,0,11288,11.96
2023/11/05,05:00,4846,5814,158,0,72,0,2,-49,0,172,0,0,0,11014,11.83
2023/11/05,06:00,4847,5293,162,0,72,60,5,-114,0,302,0,0,0,10626,11.21
2023/11/05,07:00,4847,4762,164,0,72,722,3,-154,0,582,0,0,0,10998,8.58
2023/11/05,08:00,4847,4305,187,0,72,2030,4,-844,0,967,0,0,0,11569,6.56
2023/11/05,09:00,4847,4450,233,0,72,3392,7,-1373,0,599,0,0,0,12227,2.83
2023/11/05,10:00,4845,3959,243,0,72,4302,8,-1610,0,683,0,0,0,12502,2.62
2023/11/05,11:00,4844,4005,253,0,72,4643,14,-1728,0,654,0,0,0,12757,1.67
2023/11/05,12:00,4844,3970,338,0,72,4461,16,-1613,0,891,0,0,0,12979,2.01
2023/11/05,13:00,4844,4208,621,0,72,3794,14,-1463,0,847,0,0,0,12936,3.06
2023/11/05,14:00,4843,4837,636,0,72,2620,16,-1284,0,1091,0,0,0,12831,4.06
2023/11/05,15:00,4843,5392,1079,0,72,1244,12,-551,0,604,0,0,0,12696,6.89
2023/11/05,16:00,4843,5765,1160,0,72,235,17,0,185,699,0,0,0,12975,11.05
