,,Kyushu,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Kyushu
2023/11/23,05:00,2990,6005,345,133,454,0,23,0,184,0,-1356,0,0,8778,14.56
2023/11/23,06:00,2990,5751,233,133,455,2,19,0,387,0,-1512,0,0,8458,14.39
2023/11/23,07:00,2990,5349,184,133,453,433,21,0,508,0,-1624,0,0,8447,13.7
2023/11/23,08:00,2989,4286,175,133,448,1891,24,0,436,0,-2014,0,0,8368,12.74
2023/11/23,09:00,2990,2614,161,133,416,4084,17,-110,0,0,-1962,0,0,8343,11.03
2023/11/23,10:00,2989,2307,144,133,402,5166,27,-565,0,0,-1926,403,0,8677,8
2023/11/23,11:00,2989,2173,148,132,400,5529,37,-776,0,0,-1958,821,0,8674,5.51
2023/11/23,12:00,2988,2234,141,132,402,5354,49,-860,0,0,-1974,1163,0,8466,4.49
2023/11/23,13:00,2990,2447,141,133,400,5177,60,-844,0,0,-1888,512,0,8616,8.65
2023/11/23,14:00,2988,2770,143,132,399,4235,61,-559,0,0,-1924,0,0,8245,11.59
2023/11/23,15:00,2989,4128,207,132,431,2633,61,-162,0,0,-1982,0,0,8437,12.94
2023/11/23,16:00,2986,5852,235,131,453,728,75,0,76,0,-1800,0,0,8736,14.7
2023/11/23,17:00,2981,6280,481,131,453,14,86,0,334,0,-1628,0,0,9132,15.54
2023/11/23,18:00,2981,6258,612,132,460,2,82,0,308,0,-1512,0,0,9323,15.5
2023/11/23,19:00,2981,6290,352,132,458,0,94,0,174,0,-1400,0,0,9081,15.27
2023/11/23,20:00,2988,6296,197,131,456,0,125,0,99,0,-1494,0,0,8798,14.87
2023/11/23,21:00,2987,5940,169,133,458,0,186,0,1,0,-1458,0,0,8416,13.44
2023/11/23,22:00,2985,5663,146,133,461,0,189,0,6,0,-1526,0,0,8057,12.71
2023/11/23,23:00,2986,5495,143,133,461,0,189,0,14,0,-1694,0,0,7727,10.6
2023/11/24,00:00,2982,5115,139,133,462,0,198,0,0,0,-1772,0,0,7257,10.8
2023/11/24,01:00,2983,4995,137,133,462,0,215,-12,0,0,-1748,0,0,7165,10.59
2023/11/24,02:00,2984,5477,135,133,458,0,220,-11,0,0,-1788,0,0,7608,11.26
2023/11/24,03:00,2986,5999,143,133,461,0,242,-3,0,0,-1704,0,0,8257,13.45
2023/11/24,04:00,2987,6485,179,134,457,0,233,0,1,0,-1904,0,0,8572,14.66
2023/11/24,05:00,2988,6531,237,134,460,0,227,0,1,0,-1944,0,0,8634,14.63
2023/11/24,06:00,2987,6327,342,134,459,2,230,0,104,0,-1880,0,0,8705,14.99
2023/11/24,07:00,2990,6206,279,134,455,301,243,0,232,0,-1944,0,0,8896,15.43
2023/11/24,08:00,2990,5957,219,134,455,1368,251,0,272,0,-2496,0,0,9150,14.31
2023/11/24,09:00,2987,5089,175,134,452,2683,262,0,253,0,-2328,0,0,9707,11.84
2023/11/24,10:00,2988,4459,154,134,450,3510,262,-6,0,0,-2254,0,0,9697,10.87
2023/11/24,11:00,2988,4373,153,134,415,4257,269,-624,0,0,-2234,0,0,9731,8.66
2023/11/24,12:00,2989,3928,162,134,405,4646,247,-857,0,0,-2218,0,0,9436,0.75
2023/11/24,13:00,2989,3784,159,134,414,4741,230,-856,0,0,-2176,0,0,9419,8.59
2023/11/24,14:00,2990,4525,150,134,466,4250,230,-859,0,0,-2724,0,0,9162,9.35
2023/11/24,15:00,2990,5670,131,134,475,2793,230,-545,0,0,-2510,0,0,9368,13.32
2023/11/24,16:00,2988,7374,181,134,475,840,217,0,189,0,-2490,0,0,9908,18.29
2023/11/24,17:00,2991,7749,414,134,476,17,208,0,386,0,-1958,0,0,10417,20.91
2023/11/24,18:00,2985,7753,628,135,474,2,207,0,310,0,-1860,0,0,10634,20.17
2023/11/24,19:00,2985,7803,492,135,474,0,205,0,324,0,-1892,0,0,10526,17.95
2023/11/24,20:00,2986,7712,342,135,475,0,212,0,160,0,-1868,0,0,10154,16.4
2023/11/24,21:00,2987,6999,213,135,476,0,204,0,140,0,-1424,0,0,9730,15.5
2023/11/24,22:00,2988,6730,141,135,475,0,182,0,43,0,-1387,0,0,9307,15.17
2023/11/24,23:00,2990,6227,139,135,477,0,154,0,2,0,-1241,0,0,8883,14.43
2023/11/25,00:00,2989,6178,143,135,478,0,149,0,12,0,-1770,0,0,8314,15.49
2023/11/25,01:00,2989,6025,143,135,479,0,155,-8,0,0,-1782,0,0,8136,14.88
2023/11/25,02:00,2988,6484,137,135,478,0,152,-4,0,0,-1828,0,0,8542,15.35
2023/11/25,03:00,2991,7072,150,135,478,0,158,-1,0,0,-1888,0,0,9095,15.82
2023/11/25,04:00,2988,7242,243,135,475,0,153,0,153,0,-1892,0,0,9497,16.08
2023/11/25,05:00,2989,7019,266,135,477,0,145,0,253,0,-1764,0,0,9520,16.18
2023/11/25,06:00,2989,7021,274,135,477,3,136,0,268,0,-1760,0,0,9543,17.16
2023/11/25,07:00,2990,6831,243,135,475,438,107,0,234,0,-1772,0,0,9681,16.81
2023/11/25,08:00,2990,5370,189,135,474,2092,87,0,100,0,-2020,0,0,9417,15.46
2023/11/25,09:00,2990,3621,152,135,469,4273,77,-414,0,0,-2018,0,0,9285,11.23
2023/11/25,10:00,2990,2267,145,135,439,5953,61,-1021,0,0,-1992,0,0,8977,6.55
2023/11/25,11:00,2990,2086,143,135,429,6827,42,-1807,0,0,-1920,84,0,8925,0.26
2023/11/25,12:00,2989,1972,134,135,441,6945,30,-1890,0,0,-1962,203,0,8794,0.01
2023/11/25,13:00,2991,2019,135,134,455,6588,31,-1860,0,0,-1944,21,0,8549,0.26
2023/11/25,14:00,2987,2385,135,134,494,5227,28,-1313,0,0,-1908,0,0,8169,7.26
2023/11/25,15:00,2989,3939,145,134,495,3088,22,-508,0,0,-1948,0,0,8356,10.36
2023/11/25,16:00,2985,6301,195,134,502,849,16,0,70,0,-2032,0,0,9020,18.59
2023/11/25,17:00,2984,7081,385,134,511,13,15,0,487,0,-1960,0,0,9650,20.59
2023/11/25,18:00,2985,7032,684,135,520,1,19,0,646,0,-1972,0,0,10050,20.24
2023/11/25,19:00,2989,7024,421,135,518,0,21,0,623,0,-1812,0,0,9919,20.18
2023/11/25,20:00,2989,7130,253,135,516,0,17,0,555,0,-1881,0,0,9714,20.5
2023/11/25,21:00,2989,6784,163,135,518,0,12,0,454,0,-1715,0,0,9340,18.59
2023/11/25,22:00,2986,6587,143,134,517,0,10,0,484,0,-1895,0,0,8966,16.3
2023/11/25,23:00,2987,6541,146,134,520,0,3,0,104,0,-1869,0,0,8566,15.21
2023/11/26,00:00,2986,5985,147,134,521,0,4,-2,0,0,-1790,0,0,7985,12.93
2023/11/26,01:00,2988,5820,144,134,523,0,5,0,0,0,-1774,0,0,7840,13.45
2023/11/26,02:00,2987,6166,135,134,522,0,4,0,110,0,-1806,0,0,8252,14.69
2023/11/26,03:00,2987,6348,300,134,518,0,5,0,373,0,-1844,0,0,8821,15
2023/11/26,04:00,2987,6436,398,134,518,0,4,0,309,0,-1608,0,0,9178,15.2
2023/11/26,05:00,2987,6370,295,134,517,0,3,0,230,0,-1468,0,0,9068,15.08
2023/11/26,06:00,2988,6332,287,134,516,0,2,0,248,0,-1700,0,0,8807,15.93
2023/11/26,07:00,2989,6156,419,134,515,271,0,0,257,0,-1932,0,0,8809,15.79
2023/11/26,08:00,2991,4743,203,134,512,1808,0,0,86,0,-2020,0,0,8457,11.24
2023/11/26,09:00,2988,2924,154,134,492,3874,0,-326,0,0,-2072,0,0,8168,10.85
2023/11/26,10:00,2990,2071,142,134,455,5748,0,-1676,0,0,-1918,133,0,7946,0.06
2023/11/26,11:00,2988,1904,141,134,450,6172,0,-1861,0,0,-1918,759,0,8010,0.01
2023/11/26,12:00,2988,2077,134,134,441,5941,2,-1796,0,0,-1926,529,0,7995,0.01
2023/11/26,13:00,2988,2080,132,134,433,5513,1,-1674,0,0,-1868,84,0,7739,0.01
2023/11/26,14:00,2985,2183,134,133,429,4111,1,-766,0,0,-1584,0,0,7626,3.87
2023/11/26,15:00,2988,3211,136,133,469,2109,1,-101,0,0,-1228,0,0,7718,10.21
2023/11/26,16:00,2987,5689,173,134,473,538,4,0,168,0,-1964,0,0,8202,14.51
2023/11/26,17:00,2982,6798,355,133,470,6,5,0,414,0,-2032,0,0,9131,18.62
2023/11/26,18:00,2984,6954,432,134,469,0,4,0,356,0,-1828,0,0,9505,19.03
2023/11/26,19:00,2985,6966,232,134,470,0,4,0,388,0,-1796,0,0,9383,17.63
2023/11/26,20:00,2990,6912,197,134,469,0,3,0,185,0,-1712,0,0,9178,16.86
2023/11/26,21:00,2986,6692,164,134,469,0,3,0,82,0,-1788,0,0,8742,16.52
2023/11/26,22:00,2987,6322,150,134,470,0,6,-5,0,0,-1726,0,0,8338,16.06
2023/11/26,23:00,2986,5682,150,134,472,0,7,0,9,0,-1522,0,0,7918,12.65
2023/11/27,00:00,2986,4881,142,134,474,0,8,-5,0,0,-1282,0,0,7338,11.52
2023/11/27,01:00,2986,4869,137,134,475,0,9,-15,0,0,-1324,0,0,7271,11.12
2023/11/27,02:00,2989,5760,133,134,474,0,9,-6,0,0,-1736,0,0,7757,12.28
2023/11/27,03:00,2989,6090,145,134,470,0,6,-4,0,0,-1460,0,0,8370,14.26
2023/11/27,04:00,2989,6456,204,134,470,0,3,0,0,0,-1480,0,0,8776,15.33
2023/11/27,05:00,2990,6491,258,134,472,0,9,0,0,0,-1428,0,0,8926,15.35
2023/11/27,06:00,2989,6832,457,134,469,0,13,0,58,0,-1804,0,0,9148,18.5
2023/11/27,07:00,2990,6910,306,134,468,139,22,0,384,0,-1812,0,0,9541,21.01
2023/11/27,08:00,2988,6580,203,134,484,1175,28,0,338,0,-2148,0,0,9782,17.31
2023/11/27,09:00,2973,5187,160,134,509,3302,20,0,15,0,-2668,0,0,9632,15.33
2023/11/27,10:00,2910,3722,145,134,512,5094,29,-374,0,0,-2700,0,0,9472,12.94
2023/11/27,11:00,2923,3135,167,134,513,6432,42,-1175,0,0,-2668,0,0,9503,10.28
2023/11/27,12:00,2954,2865,144,133,512,6589,47,-1702,0,0,-2490,0,0,9052,5.06
2023/11/27,13:00,2978,3215,144,133,511,5537,65,-902,0,0,-2556,0,0,9125,6.81
2023/11/27,14:00,2989,4151,150,133,513,3938,77,-62,0,0,-2552,0,0,9337,13.15
2023/11/27,15:00,2988,5919,146,133,512,2097,66,0,31,0,-2498,0,0,9394,14.29
2023/11/27,16:00,2990,6801,203,133,514,534,69,0,460,0,-1928,0,0,9776,17.66
2023/11/27,17:00,2984,7098,518,133,517,6,66,0,529,0,-1860,0,0,9991,19.91
2023/11/27,18:00,2983,7050,502,133,514,0,76,0,559,0,-1762,0,0,10055,19.91
2023/11/27,19:00,2985,7082,311,133,513,0,90,0,627,0,-1892,0,0,9849,18.94
2023/11/27,20:00,2991,7006,228,133,513,0,90,0,266,0,-1800,0,0,9427,17.64
2023/11/27,21:00,2989,6681,152,133,513,0,97,0,233,0,-1848,0,0,8950,15.78
2023/11/27,22:00,2988,6120,138,133,514,0,126,0,164,0,-1644,0,0,8539,13.56
2023/11/27,23:00,2988,5963,136,133,514,0,154,-16,0,0,-1668,0,0,8204,12.51
2023/11/28,00:00,2985,5883,137,133,518,0,167,-363,0,0,-1760,0,0,7700,10.88
2023/11/28,01:00,2984,6011,141,134,517,0,163,-548,0,0,-1856,0,0,7546,10.59
2023/11/28,02:00,2984,6043,144,134,517,0,176,-202,0,0,-1840,0,0,7956,10.89
2023/11/28,03:00,2985,6371,148,134,515,0,232,-8,0,0,-1814,0,0,8563,12.51
2023/11/28,04:00,2986,6624,218,134,514,0,217,-1,0,0,-1760,0,0,8932,12.22
2023/11/28,05:00,2988,6658,251,134,515,0,196,0,73,0,-1830,0,0,8985,12.81
2023/11/28,06:00,2986,6647,443,134,514,0,153,0,111,0,-1874,0,0,9114,13.4
2023/11/28,07:00,2988,6803,407,134,511,287,171,0,104,0,-2048,0,0,9357,14.32
2023/11/28,08:00,2989,6336,215,134,511,1618,163,0,15,0,-2556,0,0,9425,12.99
2023/11/28,09:00,2987,4892,157,134,510,3440,166,-95,0,0,-2648,0,0,9543,12.53
2023/11/28,10:00,2985,3979,142,134,506,4977,146,-613,0,0,-2700,0,0,9556,9.46
2023/11/28,11:00,2990,3682,137,134,474,5803,169,-1102,0,0,-2576,0,0,9711,6.94
2023/11/28,12:00,2989,3481,127,134,464,5493,208,-1288,0,0,-2336,0,0,9272,0.06
2023/11/28,13:00,2989,4250,131,134,471,4915,221,-1017,0,0,-2384,0,0,9710,5.44
2023/11/28,14:00,2988,5314,129,134,506,3486,230,-710,0,0,-2456,0,0,9621,9.46
2023/11/28,15:00,2988,6521,132,134,511,1975,248,-361,0,0,-2508,0,0,9640,13.15
2023/11/28,16:00,2990,7225,166,134,514,632,250,0,105,0,-1884,0,0,10132,16.69
2023/11/28,17:00,2984,7577,368,134,515,11,208,0,880,0,-2104,0,0,10573,17.59
2023/11/28,18:00,2986,7547,588,134,516,0,157,0,716,0,-1800,0,0,10844,16.88
2023/11/28,19:00,2987,7668,451,135,515,0,105,0,601,0,-1894,0,0,10568,17.73
2023/11/28,20:00,2989,7666,246,135,516,0,65,0,523,0,-1906,0,0,10234,16.55
2023/11/28,21:00,2989,7602,145,135,516,0,37,0,211,0,-1880,0,0,9755,15.74
2023/11/28,22:00,2990,7265,138,134,515,0,15,0,19,0,-1772,0,0,9304,13.53
2023/11/28,23:00,2990,6847,133,135,516,0,16,0,15,0,-1762,0,0,8890,12.67
2023/11/29,00:00,2988,6382,134,134,516,0,17,-22,0,0,-1846,0,0,8303,12.86
2023/11/29,01:00,2986,6523,135,134,515,0,31,-319,0,0,-1850,0,0,8155,12.62
2023/11/29,02:00,2986,6721,132,134,516,0,52,-30,0,0,-1912,0,0,8599,13.06
2023/11/29,03:00,2988,7045,145,134,517,0,96,0,0,0,-1722,0,0,9203,14.89
2023/11/29,04:00,2987,7420,184,133,517,0,101,0,7,0,-1812,0,0,9537,15.4
2023/11/29,05:00,2988,7659,229,130,519,0,82,0,7,0,-1846,0,0,9768,15.9
2023/11/29,06:00,2990,7772,276,131,519,0,83,0,138,0,-1862,0,0,10047,18.27
2023/11/29,07:00,2989,7774,241,127,514,261,69,0,532,0,-2184,0,0,10323,19.65
2023/11/29,08:00,2990,7374,197,120,513,1452,28,0,140,0,-2460,0,0,10354,17.33
2023/11/29,09:00,2993,6279,144,118,510,2788,23,-33,0,0,-2594,0,0,10228,16.06
2023/11/29,10:00,2992,5707,137,118,507,3665,9,-510,0,0,-2462,0,0,10163,13.5
2023/11/29,11:00,2992,5394,139,118,505,3944,13,-874,0,0,-2182,0,0,10049,11.3
2023/11/29,12:00,2990,5210,132,118,510,4893,18,-1700,0,0,-2486,0,0,9685,9.24
2023/11/29,13:00,2988,5649,135,118,521,4282,15,-1356,0,0,-2558,0,0,9794,13.59
2023/11/29,14:00,2988,6178,144,118,523,3654,12,-1286,0,0,-2636,0,0,9695,15.8
2023/11/29,15:00,2987,6822,142,118,526,2126,14,-404,0,0,-2584,0,0,9747,17.97
2023/11/29,16:00,2988,7951,390,124,530,564,24,0,101,0,-2524,0,0,10148,21.09
2023/11/29,17:00,2986,8312,529,111,534,9,34,0,413,0,-2280,0,0,10648,20.68
2023/11/29,18:00,2985,8285,537,114,538,0,25,0,630,0,-2238,0,0,10876,20.49
2023/11/29,19:00,2983,8285,328,127,542,0,18,0,402,0,-2036,0,0,10649,19.95
2023/11/29,20:00,2985,8227,218,130,541,0,12,0,173,0,-1992,0,0,10294,18.06
2023/11/29,21:00,2989,7787,157,130,544,0,26,-4,0,0,-1874,0,0,9755,16.49
2023/11/29,22:00,2988,7088,132,133,545,0,49,0,5,0,-1672,0,0,9268,14.81
2023/11/29,23:00,2989,6524,140,134,549,0,75,0,18,0,-1724,0,0,8705,13
2023/11/30,00:00,2988,6111,140,134,545,0,89,-293,0,0,-1626,0,0,8088,11.51
2023/11/30,01:00,2986,5985,145,134,543,0,94,-347,0,0,-1600,0,0,7940,10.6
2023/11/30,02:00,2986,6388,139,134,544,0,104,-193,0,0,-1796,0,0,8306,11.3
2023/11/30,03:00,2983,7110,137,134,546,0,112,-10,0,0,-2092,0,0,8920,12.71
2023/11/30,04:00,2984,7442,168,134,545,0,131,0,0,0,-2150,0,0,9254,12.99
2023/11/30,05:00,2988,7547,275,134,545,0,151,0,0,0,-2180,0,0,9460,13.56
2023/11/30,06:00,2990,7626,350,134,548,1,170,0,0,0,-2220,0,0,9599,16.81
2023/11/30,07:00,2988,8143,283,134,544,114,168,0,2,0,-2292,0,0,10084,18.05
2023/11/30,08:00,2990,8123,223,134,540,653,144,0,224,0,-2434,0,0,10597,17.07
2023/11/30,09:00,2989,7724,163,134,536,1459,157,0,237,0,-2414,0,0,10985,15.89
2023/11/30,10:00,2991,6800,147,135,536,2201,186,-101,0,0,-2008,0,0,10887,14.03
2023/11/30,11:00,2990,6650,131,135,536,2478,189,-329,0,0,-1966,0,0,10814,12.67
2023/11/30,12:00,2990,6552,129,135,537,2461,200,-678,0,0,-1742,0,0,10584,8.94
2023/11/30,13:00,2989,6609,128,134,540,2184,201,-313,0,0,-1808,0,0,10664,12.74
2023/11/30,14:00,2991,6722,134,135,539,1993,213,-121,0,0,-1840,0,0,10766,14.28
2023/11/30,15:00,2989,7521,144,135,542,1151,217,0,0,0,-1852,0,0,10847,16.3
2023/11/30,16:00,2991,8455,188,135,542,330,203,0,118,0,-1700,0,0,11262,20.09
2023/11/30,17:00,2988,8639,472,135,545,7,189,0,810,0,-2012,0,0,11773,20.42
2023/11/30,18:00,2986,8612,619,135,541,0,154,0,876,0,-1992,0,0,11931,20.43
2023/11/30,19:00,2981,8618,479,135,542,0,138,0,757,0,-1998,0,0,11652,19.76
2023/11/30,20:00,2985,8616,253,135,543,0,135,0,540,0,-1968,0,0,11239,17.08
2023/11/30,21:00,2988,8471,153,135,545,0,125,0,196,0,-1972,0,0,10641,15.5
2023/11/30,22:00,2992,7854,140,135,554,0,125,-1,0,0,-1757,0,0,10042,13.4
2023/11/30,23:00,2992,7408,138,135,566,0,112,-1,0,0,-1945,0,0,9405,12.71
2023/12/01,00:00,2990,6921,132,135,567,0,134,-330,0,0,-1806,0,0,8743,11.71
2023/12/01,01:00,2990,7042,131,135,578,0,164,-560,0,0,-1936,0,0,8544,11.4
2023/12/01,02:00,2989,7161,135,135,584,0,208,-180,0,0,-2114,0,0,8918,12.55
2023/12/01,03:00,2989,7657,137,135,587,0,240,-1,0,0,-2256,0,0,9488,12.86
2023/12/01,04:00,2989,8039,168,135,587,0,256,-1,0,0,-2284,0,0,9889,13.56
2023/12/01,05:00,2992,8277,222,135,593,0,221,0,1,0,-2260,0,0,10181,14.94
2023/12/01,06:00,2990,8483,359,135,592,0,223,0,14,0,-2178,0,0,10618,18.15
2023/12/01,07:00,2990,8599,278,135,589,79,232,0,299,0,-2136,0,0,11065,18.65
2023/12/01,08:00,2991,8473,211,135,585,834,189,0,267,0,-2208,0,0,11477,18.31
2023/12/01,09:00,2991,7462,147,135,583,1868,186,0,2,0,-1704,0,0,11670,16.6
2023/12/01,10:00,2990,7276,138,135,582,2474,174,-264,0,0,-2088,0,0,11417,13.63
2023/12/01,11:00,2988,7375,137,135,581,3122,173,-1069,0,0,-1956,0,0,11486,12.55
2023/12/01,12:00,2990,7217,134,135,586,3077,170,-1093,0,0,-2252,0,0,10964,10.51
2023/12/01,13:00,2990,7459,141,135,583,2679,182,-733,0,0,-2110,0,0,11326,12.69
2023/12/01,14:00,2991,7212,143,135,581,2183,173,-116,0,0,-1978,0,0,11324,15.01
2023/12/01,15:00,2990,8045,146,135,581,1214,167,0,159,0,-2084,0,0,11353,17.82
2023/12/01,16:00,2992,8753,247,135,586,293,147,0,567,0,-2008,0,0,11712,21.94
2023/12/01,17:00,2987,8914,422,135,585,4,147,0,741,0,-1782,0,0,12153,21.56
2023/12/01,18:00,2986,8907,618,137,589,0,120,0,863,0,-2032,0,0,12188,20.58
2023/12/01,19:00,2989,8902,467,146,588,0,112,0,677,0,-1992,0,0,11889,20.22
2023/12/01,20:00,2991,8896,208,148,584,0,104,0,484,0,-1992,0,0,11423,19.35
2023/12/01,21:00,2991,8800,172,148,586,0,111,0,130,0,-2028,0,0,10910,17.74
2023/12/01,22:00,2992,8255,146,139,584,0,109,-2,0,0,-1980,0,0,10243,14.84
2023/12/01,23:00,2991,7718,142,135,588,0,102,0,0,0,-1984,0,0,9692,13.49
2023/12/02,00:00,2991,6954,142,135,587,0,109,-8,0,0,-1892,0,0,9018,12.75
2023/12/02,01:00,2992,6768,141,135,584,0,115,-17,0,0,-1832,0,0,8886,12.17
2023/12/02,02:00,2989,7220,145,135,585,0,114,-12,0,0,-1908,0,0,9268,12.6
2023/12/02,03:00,2991,7481,201,135,588,0,121,0,90,0,-1816,0,0,9791,13.14
2023/12/02,04:00,2991,7514,288,135,588,0,140,0,193,0,-1772,0,0,10077,14.09
2023/12/02,05:00,2993,7482,269,135,590,0,133,0,212,0,-1652,0,0,10162,14.47
2023/12/02,06:00,2990,7501,278,135,589,0,124,0,148,0,-1574,0,0,10191,15.59
2023/12/02,07:00,2992,7534,224,135,585,332,99,0,282,0,-1666,0,0,10517,15.27
2023/12/02,08:00,2992,6130,160,131,585,1925,73,-2,0,0,-1832,0,0,10162,9.45
2023/12/02,09:00,2991,4168,149,131,582,4232,48,-320,0,0,-2154,0,0,9827,2.01
2023/12/02,10:00,2992,2952,138,131,549,6015,49,-1177,0,0,-2202,0,0,9447,6.93
2023/12/02,11:00,2991,2403,138,147,503,7041,37,-1861,0,0,-2148,0,0,9251,1.51
2023/12/02,12:00,2989,2191,134,158,505,7153,31,-1940,0,0,-2068,68,0,9153,0.01
2023/12/02,13:00,2991,2412,137,158,502,6686,29,-1935,0,0,-2056,33,0,8924,0.05
2023/12/02,14:00,2990,3408,136,158,550,5051,27,-1679,0,0,-2024,0,0,8617,2
2023/12/02,15:00,2990,5300,137,158,583,2895,27,-1210,0,0,-2064,0,0,8816,7.92
2023/12/02,16:00,2990,6938,175,158,588,782,28,-156,0,0,-2120,0,0,9383,13.23
2023/12/02,17:00,2985,7605,428,158,592,7,24,0,395,0,-1788,0,0,10406,13.25
2023/12/02,18:00,2984,7696,481,158,590,0,27,0,545,0,-1752,0,0,10729,14.14
2023/12/02,19:00,2987,7406,324,158,591,0,27,0,840,0,-1632,0,0,10701,14.4
2023/12/02,20:00,2991,7450,235,158,592,0,36,0,874,0,-1928,0,0,10408,15.78
2023/12/02,21:00,2990,7227,160,158,594,0,37,0,743,0,-1824,0,0,10085,15.78
2023/12/02,22:00,2990,6895,141,158,592,0,49,0,532,0,-1698,0,0,9659,14.09
2023/12/02,23:00,2992,6700,141,158,594,0,53,0,269,0,-1656,0,0,9251,12.04
2023/12/03,00:00,2990,6512,141,158,593,0,62,0,12,0,-1754,0,0,8714,11.6
2023/12/03,01:00,2991,6298,141,158,591,0,73,0,7,0,-1738,0,0,8521,11.04
2023/12/03,02:00,2990,6665,140,158,591,0,74,-10,0,0,-1734,0,0,8874,12.24
2023/12/03,03:00,2991,7109,218,158,591,0,80,-12,0,0,-1764,0,0,9371,13.51
2023/12/03,04:00,2989,7326,286,158,589,0,81,-9,0,0,-1802,0,0,9618,13.42
2023/12/03,05:00,2989,7143,254,158,590,0,73,0,2,0,-1732,0,0,9477,13.21
2023/12/03,06:00,2990,6964,209,158,592,0,68,0,1,0,-1760,0,0,9222,13.25
2023/12/03,07:00,2991,6898,169,158,589,225,76,0,1,0,-1748,0,0,9359,13.52
2023/12/03,08:00,2992,5709,160,158,588,1431,51,-2,0,0,-1848,0,0,9239,14.56
2023/12/03,09:00,2992,3934,150,158,585,2999,34,0,104,0,-1986,0,0,8970,12.28
2023/12/03,10:00,2990,3018,147,158,522,4385,39,-227,0,0,-2144,0,0,8888,9.21
2023/12/03,11:00,2991,2791,142,158,502,4755,40,-475,0,0,-2088,0,0,8816,5.03
2023/12/03,12:00,2992,2818,136,158,501,4587,41,-502,0,0,-2032,0,0,8699,5.03
2023/12/03,13:00,2991,2735,134,158,500,4162,35,-360,0,0,-2052,0,0,8303,5.03
2023/12/03,14:00,2990,3042,141,158,552,3633,37,-478,0,0,-1944,0,0,8131,6.13
2023/12/03,15:00,2993,4223,141,158,589,2332,30,-63,0,0,-2068,0,0,8335,10.5
2023/12/03,16:00,2984,6364,163,158,592,640,16,0,0,0,-2080,0,0,8837,12.53
2023/12/03,17:00,2984,7519,389,158,592,8,17,0,7,0,-1730,0,0,9944,14.26
2023/12/03,18:00,2985,7618,515,158,595,0,16,0,3,0,-1390,0,0,10500,15.34
2023/12/03,19:00,2989,7671,361,158,595,0,17,0,3,0,-1388,0,0,10406,15.06
2023/12/03,20:00,2990,7700,250,158,594,0,17,0,3,0,-1404,0,0,10308,14.6
2023/12/03,21:00,2990,7420,165,158,595,0,7,0,1,0,-1456,0,0,9880,13.3
2023/12/03,22:00,2990,7043,147,158,595,0,10,0,6,0,-1624,0,0,9325,12
2023/12/03,23:00,2991,6508,140,158,594,0,10,0,14,0,-1560,0,0,8855,10.79
2023/12/04,00:00,2990,6217,137,158,594,0,11,0,5,0,-1730,0,0,8382,10.18
2023/12/04,01:00,2990,5991,141,158,592,0,7,-14,0,0,-1506,0,0,8359,8.85
2023/12/04,02:00,2991,6587,141,158,590,0,12,-15,0,0,-1590,0,0,8874,8.67
2023/12/04,03:00,2990,7412,147,158,594,0,12,-11,0,0,-1828,0,0,9474,10.8
2023/12/04,04:00,2992,7733,154,158,587,0,12,0,7,0,-1782,0,0,9861,11.01
2023/12/04,05:00,2991,7753,224,155,591,0,20,0,229,0,-1766,0,0,10197,11.63
2023/12/04,06:00,2991,7818,327,154,586,0,19,0,683,0,-1772,0,0,10806,13.83
2023/12/04,07:00,2994,7749,493,150,582,267,20,0,1024,0,-1848,0,0,11431,16.75
2023/12/04,08:00,2993,7095,214,142,580,1820,18,0,502,0,-2068,0,0,11296,14.88
2023/12/04,09:00,2993,5713,161,142,575,3998,7,-113,0,0,-2580,0,0,10896,9.67
2023/12/04,10:00,2991,4096,153,142,576,5986,2,-1282,0,0,-2050,0,0,10614,5.02
2023/12/04,11:00,2993,3045,154,142,579,7097,1,-1371,0,0,-2304,0,0,10336,5.03
2023/12/04,12:00,2991,2861,145,142,583,7262,0,-1571,0,0,-2518,0,0,9895,0.02
2023/12/04,13:00,2991,3182,141,142,582,6529,0,-1384,0,0,-2184,0,0,9999,2
2023/12/04,14:00,2993,4408,141,140,582,4598,0,-1140,0,0,-1888,0,0,9834,3
2023/12/04,15:00,2992,6256,162,140,584,2212,0,-527,0,0,-1872,0,0,9947,10.32
2023/12/04,16:00,2991,7501,321,147,584,501,1,0,169,0,-1700,0,0,10515,17.08
2023/12/04,17:00,2986,7957,588,142,585,3,4,0,950,0,-2036,0,0,11179,18.15
2023/12/04,18:00,2988,8102,535,152,586,0,6,0,956,0,-1814,0,0,11511,18.16
2023/12/04,19:00,2989,8113,444,152,587,0,4,0,699,0,-1696,0,0,11292,17.07
2023/12/04,20:00,2989,8112,426,152,583,0,6,0,411,0,-1748,0,0,10931,17.32
2023/12/04,21:00,2989,7816,328,152,585,0,18,0,66,0,-1586,0,0,10368,16.33
2023/12/04,22:00,2992,7326,178,152,585,0,25,0,3,0,-1504,0,0,9757,13.6
2023/12/04,23:00,2994,6932,160,152,588,0,27,-12,0,0,-1606,0,0,9235,11.78
