,,Shikoku,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Shikoku
2023/07/21,09:00,880,1960,480,0,130,1970,0,0,20,0,-1470,0,0,3970,9.33
2023/07/21,10:00,880,1920,490,0,130,2290,0,0,20,0,-1590,0,0,4140,8.66
2023/07/21,11:00,880,2020,460,0,130,2410,0,0,0,0,-1650,0,0,4250,9.05
2023/07/21,12:00,880,2000,380,0,130,2410,10,0,0,0,-1690,0,0,4120,7.16
2023/07/21,13:00,880,2140,390,0,130,2260,20,0,0,0,-1500,0,0,4320,10.64
2023/07/21,14:00,880,2150,410,0,130,1940,20,0,20,0,-1270,0,0,4280,13.09
2023/07/21,15:00,880,2760,430,0,130,1490,20,0,20,0,-1500,0,0,4230,13.77
2023/07/21,16:00,880,3220,530,0,130,1020,30,0,20,0,-1630,0,0,4200,15.2
2023/07/21,17:00,880,3350,610,0,130,540,20,0,30,0,-1530,0,0,4030,15.78
2023/07/21,18:00,880,3300,630,0,130,150,20,0,330,0,-1600,0,0,3840,15.93
2023/07/21,19:00,880,3230,670,0,130,0,20,0,310,0,-1590,0,0,3650,15.37
2023/07/21,20:00,880,3230,560,0,140,0,10,0,0,0,-1400,0,0,3420,14.2
2023/07/21,21:00,880,3160,510,0,130,0,10,0,0,0,-1520,0,0,3170,13.2
2023/07/21,22:00,880,2990,440,0,130,0,20,0,0,0,-1540,0,0,2920,11.73
2023/07/21,23:00,880,2830,410,0,140,0,30,0,0,0,-1500,0,0,2790,10.95
2023/07/22,00:00,880,2610,290,0,130,0,20,0,0,0,-1400,0,0,2530,8.41
2023/07/22,01:00,880,2650,260,0,130,0,10,0,0,0,-1530,0,0,2400,8.06
2023/07/22,02:00,880,2340,250,0,130,0,10,0,10,0,-1250,0,0,2370,8.18
2023/07/22,03:00,880,2310,310,0,140,0,20,0,20,0,-1240,0,0,2440,8.45
2023/07/22,04:00,880,2300,340,0,140,0,20,0,20,0,-1140,0,0,2560,8.52
2023/07/22,05:00,880,2260,320,0,140,60,10,0,20,0,-1050,0,0,2640,8.4
2023/07/22,06:00,880,1690,270,0,140,430,0,0,0,0,-790,0,0,2620,6.98
2023/07/22,07:00,880,1520,270,0,130,970,0,0,0,0,-1050,0,0,2720,5.28
2023/07/22,08:00,880,1470,260,0,130,1530,0,-300,0,0,-840,0,0,3130,5.01
2023/07/22,09:00,880,1570,270,0,130,1980,0,-300,0,0,-1030,0,0,3500,4.14
2023/07/22,10:00,880,1480,250,0,130,2240,0,-300,0,0,-1020,0,0,3660,2.5
2023/07/22,11:00,880,1540,210,0,130,2340,10,-300,0,0,-1070,0,0,3740,2.01
2023/07/22,12:00,880,1630,210,0,130,2250,30,-300,0,0,-1120,0,0,3710,5.08
2023/07/22,13:00,880,1700,210,0,130,2080,50,-130,0,0,-1140,0,0,3780,8.01
2023/07/22,14:00,880,1620,210,0,130,1740,60,0,10,0,-840,0,0,3810,8.86
2023/07/22,15:00,880,2180,230,0,130,1310,80,0,10,0,-1080,0,0,3740,9.56
2023/07/22,16:00,880,2620,260,0,130,850,80,0,0,0,-1100,0,0,3720,9.36
2023/07/22,17:00,880,2820,410,0,130,430,70,0,320,0,-1440,0,0,3620,10.54
2023/07/22,18:00,880,3010,460,0,130,130,50,0,350,0,-1490,0,0,3520,12.51
2023/07/22,19:00,880,3060,470,0,130,0,50,0,350,0,-1540,0,0,3400,12.58
2023/07/22,20:00,880,3050,430,0,130,0,40,0,340,0,-1640,0,0,3230,11.48
2023/07/22,21:00,880,2890,360,0,130,0,40,0,310,0,-1590,0,0,3020,11.48
2023/07/22,22:00,880,2740,310,0,130,0,30,0,310,0,-1600,0,0,2800,8.55
2023/07/22,23:00,880,2490,270,0,140,0,30,0,300,0,-1430,0,0,2680,8.39
2023/07/23,00:00,870,2530,260,0,130,0,20,0,0,0,-1360,0,0,2450,8.02
2023/07/23,01:00,880,2270,260,0,140,0,20,0,0,0,-1260,0,0,2310,5.28
2023/07/23,02:00,870,2020,300,0,130,0,30,0,0,0,-1060,0,0,2290,5.64
2023/07/23,03:00,870,2090,320,0,140,0,40,0,20,0,-1110,0,0,2370,7.96
2023/07/23,04:00,880,2080,320,0,130,0,50,0,30,0,-1010,0,0,2480,8.16
2023/07/23,05:00,870,2070,250,0,130,50,50,0,10,0,-870,0,0,2560,6.77
2023/07/23,06:00,880,1670,200,0,130,390,40,-280,0,0,-540,0,0,2490,5.28
2023/07/23,07:00,880,1340,220,0,130,870,30,-320,0,0,-660,0,0,2490,0.5
2023/07/23,08:00,880,1290,220,0,130,1390,40,-320,0,0,-870,0,0,2760,0.02
2023/07/23,09:00,880,1250,200,0,130,1860,30,-320,0,0,-960,0,0,3070,0.01
2023/07/23,10:00,880,1250,180,0,130,2180,30,-310,0,0,-1060,0,0,3280,0.01
2023/07/23,11:00,880,1290,190,0,130,2320,30,-310,0,0,-1100,0,0,3430,0.01
2023/07/23,12:00,820,1640,250,0,130,2260,30,-290,0,0,-1340,0,0,3500,1.39
2023/07/23,13:00,840,1340,210,0,130,2080,60,-310,0,0,-880,0,0,3470,0.01
2023/07/23,14:00,870,1610,200,0,130,1750,70,-310,0,0,-870,0,0,3450,5.53
2023/07/23,15:00,880,2330,230,0,130,1300,80,-300,0,0,-1260,0,0,3390,8.01
2023/07/23,16:00,880,2920,270,0,130,860,80,0,0,0,-1700,0,0,3440,7.23
2023/07/23,17:00,880,3080,330,0,130,400,90,0,0,0,-1440,0,0,3470,10.02
2023/07/23,18:00,880,3360,400,0,130,100,90,0,30,0,-1610,0,0,3380,11.97
2023/07/23,19:00,880,3470,430,0,130,0,70,0,30,0,-1700,0,0,3310,12.52
2023/07/23,20:00,880,3430,400,0,130,0,60,0,20,0,-1760,0,0,3160,12.24
2023/07/23,21:00,880,3320,330,0,130,0,50,0,0,0,-1760,0,0,2950,10.78
2023/07/23,22:00,880,3090,310,0,130,0,60,0,0,0,-1730,0,0,2740,9.46
2023/07/23,23:00,880,2800,300,0,130,0,60,0,0,0,-1560,0,0,2610,8.38
2023/07/24,00:00,880,2970,230,0,130,0,50,-200,0,0,-1660,0,0,2400,5.64
2023/07/24,01:00,880,2940,230,0,130,0,50,-300,0,0,-1650,0,0,2280,5.64
2023/07/24,02:00,880,2900,280,0,130,0,40,-300,0,0,-1650,0,0,2280,8.43
2023/07/24,03:00,870,2900,310,0,130,0,40,-130,0,0,-1750,0,0,2370,8.39
2023/07/24,04:00,880,2990,340,0,130,0,40,0,20,0,-1880,0,0,2520,8.01
2023/07/24,05:00,880,3050,310,0,130,50,30,0,30,0,-1800,0,0,2680,5.64
2023/07/24,06:00,880,2820,270,0,130,370,30,0,20,0,-1720,0,0,2800,5.85
2023/07/24,07:00,870,2860,280,0,130,790,30,0,10,0,-1870,0,0,3100,0.58
2023/07/24,08:00,880,2780,320,0,130,1150,30,0,0,0,-1540,0,0,3750,5.5
2023/07/24,09:00,880,2550,350,0,130,1540,30,0,0,0,-1360,0,0,4120,7.73
2023/07/24,10:00,880,2620,310,0,130,1810,40,0,0,0,-1500,0,0,4290,8.04
2023/07/24,11:00,880,2610,350,0,130,1810,50,0,0,0,-1440,0,0,4390,8.35
2023/07/24,12:00,880,2520,320,0,130,1820,60,0,0,0,-1480,0,0,4250,7.47
2023/07/24,13:00,880,2600,310,0,130,1740,70,0,10,0,-1310,0,0,4430,9.18
2023/07/24,14:00,880,2710,310,0,130,1580,80,0,0,0,-1250,0,0,4440,11.57
2023/07/24,15:00,880,3240,340,0,130,1250,80,0,20,0,-1600,0,0,4340,14.27
2023/07/24,16:00,880,3330,450,0,130,910,80,0,20,0,-1490,0,0,4310,17.82
2023/07/24,17:00,870,3420,500,0,130,480,80,0,330,0,-1700,0,0,4110,17.82
2023/07/24,18:00,870,3460,540,0,130,120,60,0,340,0,-1600,0,0,3920,17.82
2023/07/24,19:00,870,3450,550,0,130,0,50,0,190,0,-1500,0,0,3740,16.87
2023/07/24,20:00,880,3490,480,0,130,0,30,0,10,0,-1500,0,0,3520,13.76
2023/07/24,21:00,880,3390,380,0,130,0,20,0,0,0,-1520,0,0,3280,12.58
2023/07/24,22:00,880,3190,350,0,130,0,30,0,0,0,-1550,0,0,3030,10.19
2023/07/24,23:00,870,3050,340,0,130,0,30,0,0,0,-1540,0,0,2880,8.53
2023/07/25,00:00,870,2860,320,0,130,0,40,0,0,0,-1570,0,0,2650,8.07
2023/07/25,01:00,870,2910,310,0,130,0,50,-290,0,0,-1490,0,0,2490,8.08
2023/07/25,02:00,870,3170,310,0,130,0,50,-290,0,0,-1760,0,0,2480,7.47
2023/07/25,03:00,870,3170,300,0,130,0,40,0,20,0,-1980,0,0,2550,7.96
2023/07/25,04:00,870,3110,310,0,130,0,40,0,40,0,-1820,0,0,2680,8.07
2023/07/25,05:00,870,3150,310,0,130,50,20,0,10,0,-1720,0,0,2820,8.09
2023/07/25,06:00,880,2830,280,0,130,410,10,0,0,0,-1620,0,0,2920,8.06
2023/07/25,07:00,880,2630,290,0,130,960,10,0,10,0,-1750,0,0,3160,8.13
2023/07/25,08:00,880,2640,280,0,130,1530,10,0,10,0,-1660,0,0,3820,8.13
2023/07/25,09:00,880,2620,300,0,130,1970,10,0,0,0,-1650,0,0,4260,8.07
2023/07/25,10:00,880,2640,300,0,130,2220,10,0,0,0,-1730,0,0,4450,7.97
2023/07/25,11:00,880,2600,300,0,130,2340,10,0,0,0,-1690,0,0,4570,8.07
2023/07/25,12:00,870,2680,300,0,130,2240,20,0,0,0,-1770,0,0,4470,5.51
2023/07/25,13:00,880,2930,300,0,130,2120,20,0,0,0,-1690,0,0,4690,9.06
2023/07/25,14:00,880,3320,320,0,130,1680,40,0,10,0,-1720,0,0,4660,9.65
2023/07/25,15:00,880,3790,400,0,130,1120,50,0,20,0,-1880,0,0,4510,6.44
2023/07/25,16:00,880,4320,430,0,130,550,40,0,170,0,-2040,0,0,4480,5.01
2023/07/25,17:00,880,4390,520,0,130,250,10,0,340,0,-2300,0,0,4220,6.01
2023/07/25,18:00,880,4400,580,0,130,70,10,0,340,0,-2430,0,0,3980,17.1
2023/07/25,19:00,870,4380,590,0,140,0,10,0,30,0,-2290,0,0,3730,16.99
2023/07/25,20:00,870,4400,550,0,130,0,10,0,20,0,-2470,0,0,3510,14.47
2023/07/25,21:00,880,4340,410,0,130,0,10,0,10,0,-2530,0,0,3250,12.34
2023/07/25,22:00,870,4220,370,0,130,0,10,0,0,0,-2590,0,0,3010,7.5
2023/07/25,23:00,870,4060,390,0,140,0,10,0,0,0,-2600,0,0,2870,0.37
2023/07/26,00:00,880,3940,320,0,130,0,10,-150,0,0,-2490,0,0,2640,4.56
2023/07/26,01:00,880,4020,260,0,130,0,10,-300,0,0,-2520,0,0,2480,7.04
2023/07/26,02:00,870,4080,260,0,130,0,10,-300,0,0,-2580,0,0,2470,5.64
2023/07/26,03:00,870,4020,290,0,130,0,10,-270,0,0,-2510,0,0,2540,7.22
2023/07/26,04:00,870,3980,300,0,130,0,0,-120,0,0,-2510,0,0,2650,7
2023/07/26,05:00,870,4000,340,0,140,50,0,0,0,0,-2580,0,0,2820,7.5
2023/07/26,06:00,880,3520,310,0,140,420,0,0,10,0,-2360,0,0,2920,6.39
2023/07/26,07:00,880,3320,310,0,130,970,0,0,0,0,-2480,0,0,3130,3.01
2023/07/26,08:00,880,3330,330,0,130,1550,0,0,0,0,-2440,0,0,3780,8.11
2023/07/26,09:00,880,3330,390,0,130,2030,0,0,0,0,-2520,0,0,4240,8.31
2023/07/26,10:00,880,3310,370,0,130,2300,0,0,10,0,-2580,0,0,4420,0.02
2023/07/26,11:00,880,3240,370,0,130,2410,0,0,10,0,-2500,0,0,4540,0.01
2023/07/26,12:00,880,3230,320,0,130,2410,0,0,0,0,-2510,0,0,4460,0.01
2023/07/26,13:00,880,3390,330,0,130,2290,0,0,10,0,-2350,0,0,4680,9.3
2023/07/26,14:00,870,3610,350,0,130,1970,0,0,10,0,-2290,0,0,4650,11.11
2023/07/26,15:00,880,3970,390,0,130,1500,0,0,20,0,-2280,0,0,4610,12.68
2023/07/26,16:00,880,4420,360,0,130,990,10,0,310,0,-2520,0,0,4580,10.53
2023/07/26,17:00,870,4340,520,0,130,510,20,0,340,0,-2360,0,0,4370,13.57
2023/07/26,18:00,870,4450,560,0,130,130,20,0,350,0,-2340,0,0,4170,17.15
2023/07/26,19:00,880,4410,550,0,130,0,30,0,330,0,-2340,0,0,3990,15.13
2023/07/26,20:00,880,4470,510,0,130,0,30,0,20,0,-2300,0,0,3740,15.56
2023/07/26,21:00,880,4400,390,0,130,0,30,0,10,0,-2380,0,0,3460,14.04
2023/07/26,22:00,880,4240,320,0,130,0,30,0,0,0,-2400,0,0,3200,11.39
2023/07/26,23:00,880,4080,300,0,130,0,20,0,0,0,-2390,0,0,3020,9.07
2023/07/27,00:00,870,3940,280,0,130,0,20,-300,0,0,-2190,0,0,2750,8.28
2023/07/27,01:00,880,3930,270,0,130,0,20,-300,0,0,-2340,0,0,2590,6.84
2023/07/27,02:00,870,3650,250,0,130,0,20,-300,0,0,-2070,0,0,2550,5.64
2023/07/27,03:00,870,3430,350,0,130,0,10,-280,0,0,-1890,0,0,2620,8.01
2023/07/27,04:00,870,3410,390,0,130,0,10,-110,0,0,-1960,0,0,2740,8.07
2023/07/27,05:00,870,3480,340,0,130,50,0,0,10,0,-2000,0,0,2880,8.08
2023/07/27,06:00,880,2950,280,0,130,410,0,0,10,0,-1650,0,0,3010,8.03
2023/07/27,07:00,880,3340,300,0,130,950,0,0,0,0,-2310,0,0,3290,6.67
2023/07/27,08:00,880,3480,310,0,130,1520,0,0,0,0,-2330,0,0,3990,8.37
2023/07/27,09:00,880,3460,340,0,130,2000,0,0,0,0,-2360,0,0,4450,8.96
2023/07/27,10:00,880,3470,340,0,130,2320,0,0,0,0,-2500,0,0,4640,8.32
2023/07/27,11:00,880,3510,320,0,130,2450,0,0,10,0,-2520,0,0,4780,8.21
2023/07/27,12:00,880,3390,320,0,130,2430,0,0,0,0,-2470,0,0,4680,0.02
2023/07/27,13:00,880,3710,340,0,130,2320,10,0,0,0,-2510,0,0,4880,9.54
2023/07/27,14:00,880,3950,370,0,130,2040,10,0,0,0,-2500,0,0,4880,12.24
2023/07/27,15:00,880,4230,390,0,130,1600,20,0,10,0,-2460,0,0,4800,9.35
2023/07/27,16:00,880,4520,440,0,130,790,20,0,340,0,-2360,0,0,4760,0.01
2023/07/27,17:00,880,4560,480,0,130,280,30,0,350,0,-2310,0,0,4400,7.53
2023/07/27,18:00,880,4320,520,0,130,70,30,0,390,0,-2140,0,0,4200,17.92
2023/07/27,19:00,880,4240,500,0,130,0,20,0,260,0,-2030,0,0,4000,18.24
2023/07/27,20:00,880,4450,470,0,130,0,20,0,10,0,-2220,0,0,3740,17.92
2023/07/27,21:00,880,4290,340,0,130,0,20,0,10,0,-2230,0,0,3440,14.64
2023/07/27,22:00,880,3960,320,0,130,0,20,0,10,0,-2170,0,0,3150,11.2
2023/07/27,23:00,880,3940,300,0,130,0,10,0,0,0,-2270,0,0,2990,8.97
2023/07/28,00:00,880,3870,290,0,130,0,10,-300,0,0,-2160,0,0,2720,8.16
2023/07/28,01:00,880,3770,300,0,130,0,10,-300,0,0,-2230,0,0,2560,6.5
2023/07/28,02:00,880,3470,300,0,140,0,10,-300,0,0,-1960,0,0,2540,8.35
2023/07/28,03:00,880,3470,270,0,130,0,10,-300,0,0,-1870,0,0,2590,8.25
2023/07/28,04:00,880,3410,350,0,130,0,10,-280,0,0,-1790,0,0,2710,8.18
2023/07/28,05:00,880,3490,320,0,130,50,0,-130,0,0,-1880,0,0,2860,8.16
2023/07/28,06:00,880,3150,290,0,130,410,0,0,20,0,-1880,0,0,3000,7.03
2023/07/28,07:00,880,3110,280,0,130,950,0,0,10,0,-2090,0,0,3270,6.98
2023/07/28,08:00,880,3280,290,0,130,1530,0,0,10,0,-2180,0,0,3940,8.21
2023/07/28,09:00,880,3250,330,0,130,2020,0,0,10,0,-2200,0,0,4420,8.5
2023/07/28,10:00,880,3200,330,0,130,2330,0,0,10,0,-2230,0,0,4650,7.7
2023/07/28,11:00,880,3150,330,0,130,2450,0,0,0,0,-2160,0,0,4780,6.11
2023/07/28,12:00,880,3050,360,0,130,2420,0,0,0,0,-2150,0,0,4690,2.84
2023/07/28,13:00,880,3250,370,0,130,2310,0,0,10,0,-2090,0,0,4860,9.11
2023/07/28,14:00,880,3550,400,0,130,2020,10,0,10,0,-2130,0,0,4870,10.21
2023/07/28,15:00,880,4150,410,0,130,1460,20,0,30,0,-2310,0,0,4770,13.18
2023/07/28,16:00,880,4380,390,0,130,950,20,0,330,0,-2420,0,0,4660,12.71
2023/07/28,17:00,880,4500,520,0,130,500,20,0,330,0,-2460,0,0,4420,16.59
2023/07/28,18:00,870,4540,550,0,130,120,20,0,340,0,-2380,0,0,4190,17.37
2023/07/28,19:00,880,4500,510,0,130,0,30,0,330,0,-2390,0,0,3990,15.38
2023/07/28,20:00,880,4570,350,0,130,0,30,0,190,0,-2400,0,0,3750,14.22
2023/07/28,21:00,870,4390,300,0,130,0,20,0,10,0,-2250,0,0,3470,13.16
2023/07/28,22:00,880,4050,270,0,130,0,30,0,0,0,-2150,0,0,3210,10.7
2023/07/28,23:00,880,3870,290,0,130,0,30,0,0,0,-2160,0,0,3040,8.51
2023/07/29,00:00,870,3690,340,0,130,0,40,0,0,0,-2300,0,0,2770,8.33
2023/07/29,01:00,880,3570,330,0,130,0,50,0,0,0,-2360,0,0,2600,8.16
2023/07/29,02:00,870,3330,330,0,130,0,30,0,20,0,-2150,0,0,2560,8.33
2023/07/29,03:00,870,3370,320,0,130,0,10,0,20,0,-2130,0,0,2590,8.43
2023/07/29,04:00,880,3340,300,0,130,0,10,0,20,0,-1990,0,0,2690,8.6
2023/07/29,05:00,870,3380,290,0,130,40,10,0,10,0,-1940,0,0,2790,8.4
2023/07/29,06:00,880,3040,280,0,130,370,10,0,10,0,-1920,0,0,2800,6.65
2023/07/29,07:00,880,2910,260,0,130,880,10,0,10,0,-2170,0,0,2910,1.51
2023/07/29,08:00,880,2810,240,0,130,1410,20,0,0,0,-2170,0,0,3320,3.55
2023/07/29,09:00,880,2860,300,0,130,1840,20,0,0,0,-2360,0,0,3670,8.07
2023/07/29,10:00,880,2700,290,0,130,2180,20,0,0,0,-2380,0,0,3820,7.72
2023/07/29,11:00,880,2720,250,0,130,2310,30,0,0,0,-2390,0,0,3930,6.01
2023/07/29,12:00,880,2720,260,0,130,2330,30,0,0,0,-2420,0,0,3930,7
2023/07/29,13:00,880,2680,270,0,130,2210,40,0,0,0,-2230,0,0,3980,8.92
2023/07/29,14:00,880,2720,290,0,130,1940,40,0,0,0,-2050,0,0,3950,9.42
2023/07/29,15:00,880,3250,300,0,130,1490,40,0,10,0,-2180,0,0,3920,9.57
2023/07/29,16:00,880,3650,270,0,130,1010,40,0,20,0,-2120,0,0,3880,8.58
2023/07/29,17:00,880,4000,290,0,130,530,40,0,30,0,-2110,0,0,3790,12.3
2023/07/29,18:00,880,4080,400,0,130,130,40,0,30,0,-2040,0,0,3650,16.95
2023/07/29,19:00,880,4050,370,0,130,0,30,0,10,0,-1950,0,0,3520,15.82
2023/07/29,20:00,880,3880,380,0,130,0,30,0,10,0,-1960,0,0,3350,12.89
2023/07/29,21:00,870,3930,350,0,130,0,20,0,10,0,-2190,0,0,3120,12.37
2023/07/29,22:00,880,3760,310,0,130,0,30,0,0,0,-2220,0,0,2890,11.74
2023/07/29,23:00,880,3520,300,0,140,0,10,0,0,0,-2110,0,0,2740,10.22
2023/07/30,00:00,880,3120,310,0,140,0,20,-300,0,0,-1650,0,0,2520,10.15
2023/07/30,01:00,880,2930,310,0,130,0,30,-290,0,0,-1640,0,0,2350,8.59
2023/07/30,02:00,880,2550,320,0,130,0,30,-280,0,0,-1310,0,0,2320,9.45
2023/07/30,03:00,870,2430,300,0,130,0,40,-280,0,0,-1110,0,0,2380,9.52
2023/07/30,04:00,880,2460,300,0,130,0,30,-270,0,0,-1030,0,0,2500,9.11
2023/07/30,05:00,880,2430,230,0,130,40,30,-280,0,0,-890,0,0,2570,9.07
2023/07/30,06:00,880,2200,200,0,130,330,20,0,0,0,-1220,0,0,2540,6.65
2023/07/30,07:00,870,2180,150,0,130,780,10,0,0,0,-1560,0,0,2560,2.74
2023/07/30,08:00,870,2130,140,0,130,1140,20,0,0,0,-1590,0,0,2840,0.01
2023/07/30,09:00,870,1960,200,0,130,1740,10,0,0,0,-1820,0,0,3090,0.01
2023/07/30,10:00,870,2180,200,0,130,2160,40,0,0,0,-2200,0,0,3380,6
2023/07/30,11:00,870,2150,180,0,130,2240,40,0,0,0,-2100,0,0,3510,7.49
2023/07/30,12:00,870,2260,200,0,130,2220,30,0,0,0,-2080,0,0,3630,8.43
2023/07/30,13:00,870,2210,200,0,130,2050,20,0,0,0,-1910,0,0,3570,9
2023/07/30,14:00,880,2150,250,0,130,1890,10,0,0,0,-1780,0,0,3530,9.74
2023/07/30,15:00,880,2630,280,0,130,1400,10,0,10,0,-1880,0,0,3460,10
2023/07/30,16:00,880,3290,310,0,130,870,10,0,10,0,-1970,0,0,3530,8.75
2023/07/30,17:00,870,3720,370,0,130,460,20,0,30,0,-2030,0,0,3570,13.18
2023/07/30,18:00,880,4030,400,0,130,110,20,0,30,0,-2150,0,0,3450,16.24
2023/07/30,19:00,880,4090,360,0,130,0,40,0,20,0,-2150,0,0,3370,15.35
2023/07/30,20:00,880,4080,370,0,130,0,50,0,10,0,-2290,0,0,3230,12.74
2023/07/30,21:00,880,3990,380,0,130,0,50,0,0,0,-2420,0,0,3010,12.55
2023/07/30,22:00,870,3840,320,0,130,0,50,0,0,0,-2420,0,0,2790,11.89
2023/07/30,23:00,880,3440,300,0,130,0,60,0,10,0,-2170,0,0,2650,10.23
2023/07/31,00:00,870,3030,250,0,130,0,50,0,0,0,-1910,0,0,2420,6.72
2023/07/31,01:00,880,2870,210,0,130,0,50,0,10,0,-1860,0,0,2290,0.01
2023/07/31,02:00,870,2480,200,0,130,0,50,0,10,0,-1470,0,0,2270,4
2023/07/31,03:00,870,2590,210,0,130,0,40,0,10,0,-1500,0,0,2350,7.01
2023/07/31,04:00,880,2550,200,0,130,0,20,0,10,0,-1320,0,0,2470,5.78
2023/07/31,05:00,870,2760,180,0,130,30,10,0,0,0,-1360,0,0,2620,8
2023/07/31,06:00,880,2620,170,0,130,270,10,0,0,0,-1430,0,0,2650,7.93
2023/07/31,07:00,880,2760,170,0,130,640,10,0,0,0,-1660,0,0,2930,8.72
2023/07/31,08:00,870,3020,180,0,130,1050,10,0,10,0,-1620,0,0,3650,9.48
2023/07/31,09:00,870,3140,220,0,130,1520,20,0,10,0,-1860,0,0,4050,13.19
2023/07/31,10:00,870,3220,220,0,130,1770,30,0,10,0,-1970,0,0,4280,13.52
2023/07/31,11:00,870,3350,230,0,130,1570,20,0,10,0,-1870,0,0,4310,13.16
2023/07/31,12:00,870,3230,260,0,130,1460,20,0,10,0,-1800,0,0,4180,13.25
2023/07/31,13:00,870,3750,340,0,130,1240,10,0,10,0,-2080,0,0,4270,16.18
2023/07/31,14:00,880,3890,430,0,130,1010,10,0,20,0,-2100,0,0,4270,18.38
2023/07/31,15:00,880,4370,440,0,130,740,10,0,40,0,-2430,0,0,4180,17.06
2023/07/31,16:00,880,4670,410,0,130,480,10,0,20,0,-2430,0,0,4170,17.9
2023/07/31,17:00,880,4610,470,0,130,260,0,0,20,0,-2350,0,0,4020,17.69
2023/07/31,18:00,880,4640,470,0,130,60,10,0,10,0,-2280,0,0,3920,17.14
2023/07/31,19:00,880,4680,430,0,130,0,10,0,10,0,-2370,0,0,3770,15.02
2023/07/31,20:00,880,4620,390,0,130,0,20,0,20,0,-2500,0,0,3560,14.04
2023/07/31,21:00,880,4250,310,0,130,0,20,0,0,0,-2280,0,0,3310,13
2023/07/31,22:00,880,3950,310,0,130,0,20,0,0,0,-2230,0,0,3060,9.92
2023/07/31,23:00,870,3800,260,0,130,0,30,0,0,0,-2170,0,0,2920,8.62
2023/08/01,00:00,880,3900,230,0,130,0,30,0,0,0,-2490,0,0,2680,4
2023/08/01,01:00,880,3930,200,0,130,0,50,-290,0,0,-2360,0,0,2540,8.45
2023/08/01,02:00,880,3660,220,0,130,0,60,-290,0,0,-2170,0,0,2490,8.3
2023/08/01,03:00,880,3530,170,0,130,0,60,0,0,0,-2200,0,0,2570,8.23
2023/08/01,04:00,880,3550,180,0,130,0,20,0,0,0,-2080,0,0,2680,8.13
2023/08/01,05:00,880,3450,180,0,130,30,20,0,0,0,-1860,0,0,2830,8.33
2023/08/01,06:00,870,3080,170,0,130,330,20,0,0,0,-1680,0,0,2920,7.93
2023/08/01,07:00,880,3480,170,0,130,790,20,0,0,0,-2260,0,0,3210,7.49
2023/08/01,08:00,870,3290,180,0,130,1370,10,0,0,0,-1990,0,0,3860,8.43
2023/08/01,09:00,870,3400,230,0,130,1820,10,0,0,0,-2150,0,0,4310,9.38
2023/08/01,10:00,870,3440,220,0,130,2090,20,0,0,0,-2240,0,0,4530,8.46
2023/08/01,11:00,870,3440,210,0,130,2250,20,0,0,0,-2240,0,0,4680,4.75
2023/08/01,12:00,870,3270,240,0,130,2280,20,0,0,0,-2220,0,0,4590,9.64
2023/08/01,13:00,870,3630,270,0,130,2180,30,0,0,0,-2330,0,0,4780,10.8
2023/08/01,14:00,870,3640,280,0,130,1970,20,0,0,0,-2140,0,0,4770,11.35
2023/08/01,15:00,880,3930,310,0,130,1580,30,0,20,0,-2200,0,0,4680,9
2023/08/01,16:00,880,4190,340,0,130,1070,30,0,330,0,-2330,0,0,4640,7.94
2023/08/01,17:00,880,4180,480,0,130,550,40,0,340,0,-2130,0,0,4470,16.85
2023/08/01,18:00,880,4270,500,0,130,120,50,0,330,0,-2030,0,0,4250,17.45
2023/08/01,19:00,880,4370,480,0,130,0,50,0,20,0,-1930,0,0,4000,17.22
2023/08/01,20:00,880,4360,420,0,130,0,40,0,10,0,-2090,0,0,3750,16.69
2023/08/01,21:00,880,4230,340,0,130,0,40,0,0,0,-2150,0,0,3470,13.39
2023/08/01,22:00,880,4150,270,0,130,0,60,0,0,0,-2300,0,0,3190,10.13
2023/08/01,23:00,870,4020,210,0,130,0,60,0,0,0,-2280,0,0,3010,8.75
2023/08/02,00:00,870,3940,190,0,130,0,60,-150,0,0,-2310,0,0,2730,9.04
2023/08/02,01:00,870,3910,140,0,130,0,70,-300,0,0,-2260,0,0,2560,8.43
2023/08/02,02:00,870,3550,140,0,130,0,70,-150,0,0,-2090,0,0,2520,8.14
2023/08/02,03:00,870,3560,160,0,130,0,70,0,0,0,-2210,0,0,2580,7.99
2023/08/02,04:00,880,3530,170,0,130,0,50,0,0,0,-2080,0,0,2680,8.07
2023/08/02,05:00,870,3470,160,0,130,30,60,0,0,0,-1890,0,0,2830,8.5
2023/08/02,06:00,880,3180,180,0,130,370,70,0,0,0,-1870,0,0,2940,8.02
2023/08/02,07:00,880,3260,160,0,130,890,60,0,0,0,-2160,0,0,3220,4
2023/08/02,08:00,870,3400,160,0,130,1400,60,0,0,0,-2110,0,0,3910,3.51
2023/08/02,09:00,880,3390,220,0,130,1830,60,0,0,0,-2190,0,0,4320,9.63
2023/08/02,10:00,870,3350,190,0,130,2140,80,0,0,0,-2230,0,0,4530,4
2023/08/02,11:00,870,3450,180,0,130,2250,60,0,0,0,-2240,0,0,4700,0.02
2023/08/02,12:00,870,3390,190,0,130,2260,40,0,0,0,-2310,0,0,4570,9.36
