,,Shikoku,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Shikoku
2023/03/03,19:00,0,3520,380,0,130,0,40,0,40,530,0,0,0,3580,17.92
2023/03/03,20:00,0,3560,360,0,130,0,30,0,20,600,0,0,0,3500,17.97
2023/03/03,21:00,0,3510,250,0,130,0,10,0,20,590,0,0,0,3330,17.92
2023/03/03,22:00,0,3160,140,0,130,0,10,0,0,330,0,0,0,3110,17.81
2023/03/03,23:00,0,2970,100,0,130,0,10,0,0,190,0,0,0,3020,15.68
2023/03/04,00:00,0,2530,80,0,130,0,10,0,0,210,0,0,0,2960,13.96
2023/03/04,01:00,0,2450,70,0,130,0,10,0,0,370,0,0,0,3030,12.73
2023/03/04,02:00,0,2530,70,0,130,0,20,0,0,430,0,0,0,3180,14.62
2023/03/04,03:00,0,2760,90,0,130,0,20,0,0,290,0,0,0,3290,15.93
2023/03/04,04:00,0,2780,80,0,130,0,20,0,0,280,0,0,0,3290,15.5
2023/03/04,05:00,0,2720,70,0,130,0,30,0,0,270,0,0,0,3220,13.36
2023/03/04,06:00,0,2750,100,0,130,10,30,0,30,100,0,0,0,3150,14.01
2023/03/04,07:00,0,2440,100,0,130,330,40,0,10,80,0,0,0,3130,13.17
2023/03/04,08:00,0,2240,70,0,130,930,40,0,0,100,0,0,0,3310,11.7
2023/03/04,09:00,0,1990,70,0,130,1550,40,0,270,220,0,0,0,3290,9.82
2023/03/04,10:00,0,1950,90,0,130,1930,20,0,310,580,0,0,0,3230,9.84
2023/03/04,11:00,0,2040,90,0,130,2050,20,0,300,820,0,0,0,3210,1
2023/03/04,12:00,0,2040,80,0,130,1830,20,0,110,900,0,0,0,3090,1
2023/03/04,13:00,0,2120,90,0,130,1550,10,0,10,860,0,0,0,3030,3.58
2023/03/04,14:00,0,2110,90,0,130,1290,20,0,0,740,0,0,0,2900,3
2023/03/04,15:00,0,2260,100,0,130,790,20,0,0,470,0,0,0,2830,9.43
2023/03/04,16:00,0,2060,90,0,130,420,20,0,0,100,0,0,0,2820,11.21
2023/03/04,17:00,0,2370,190,0,130,100,0,0,10,160,0,0,0,2960,14.08
2023/03/04,18:00,0,2710,290,0,140,0,0,0,30,20,0,0,0,3190,16.42
2023/03/04,19:00,0,2670,290,0,140,0,0,0,30,40,0,0,0,3170,16.99
2023/03/04,20:00,0,2580,240,0,140,0,10,0,290,190,0,0,0,3070,16.63
2023/03/04,21:00,0,2580,160,0,140,0,10,0,300,260,0,0,0,2930,15.24
2023/03/04,22:00,0,2510,110,0,140,0,20,0,140,170,0,0,0,2750,12.73
2023/03/04,23:00,0,2370,110,0,140,0,30,0,0,30,0,0,0,2680,11.68
2023/03/05,00:00,0,1820,80,0,140,0,30,0,0,540,0,0,0,2610,12.6
2023/03/05,01:00,0,1650,90,0,140,0,30,0,0,750,0,0,0,2660,12.62
2023/03/05,02:00,0,1760,90,0,140,0,40,0,0,830,0,0,0,2860,13.09
2023/03/05,03:00,0,1910,90,0,140,0,50,0,0,840,0,0,0,3030,13.09
2023/03/05,04:00,0,1890,110,0,140,0,60,0,20,870,0,0,0,3090,13.07
2023/03/05,05:00,0,1900,100,0,140,0,60,0,0,820,0,0,0,3020,13.02
2023/03/05,06:00,0,1990,150,0,140,20,70,0,10,460,0,0,0,2840,14.05
2023/03/05,07:00,0,1760,130,0,140,430,60,0,0,260,0,0,0,2780,12.47
2023/03/05,08:00,0,1350,60,0,140,1130,60,0,300,330,0,0,0,2770,10.5
2023/03/05,09:00,0,1260,70,0,120,1790,50,0,310,260,0,0,0,2720,0.51
2023/03/05,10:00,0,1240,60,0,120,2240,50,0,310,720,0,0,0,2680,1.5
2023/03/05,11:00,0,1300,80,0,120,2420,50,0,310,1010,0,0,0,2650,0.02
2023/03/05,12:00,0,1380,80,0,120,2450,60,0,300,1160,0,0,0,2630,0.01
2023/03/05,13:00,0,1360,80,0,120,2370,60,0,300,1130,0,0,0,2560,0.01
2023/03/05,14:00,0,1300,80,0,120,2050,50,0,300,840,0,0,0,2460,0.01
2023/03/05,15:00,0,1460,90,0,140,1480,40,0,300,530,0,0,0,2380,0.01
2023/03/05,16:00,0,1710,130,0,140,790,30,0,140,170,0,0,0,2490,2
2023/03/05,17:00,0,1900,170,0,140,180,30,0,0,310,0,0,0,2730,13.52
2023/03/05,18:00,0,2330,280,0,150,0,20,0,10,190,0,0,0,2980,15.86
2023/03/05,19:00,0,2490,250,0,150,0,20,0,20,100,0,0,0,3030,15.5
2023/03/05,20:00,0,2430,200,0,140,0,10,0,10,170,0,0,0,2960,15.36
2023/03/05,21:00,0,2160,100,0,140,0,10,0,0,450,0,0,0,2860,14.71
2023/03/05,22:00,0,1960,90,0,140,0,10,0,0,470,0,0,0,2670,13.73
2023/03/05,23:00,0,1750,80,0,140,0,10,0,0,630,0,0,0,2610,11.96
2023/03/06,00:00,0,1880,80,0,140,0,0,0,0,470,0,0,0,2570,12.07
2023/03/06,01:00,0,2200,80,0,140,0,0,0,0,260,0,0,0,2680,11.87
2023/03/06,02:00,0,2360,80,0,150,0,0,0,0,330,0,0,0,2920,11.97
2023/03/06,03:00,0,2610,130,0,140,0,0,0,0,220,0,0,0,3100,11.95
2023/03/06,04:00,0,2620,130,0,140,0,10,0,0,280,0,0,0,3180,12.43
2023/03/06,05:00,0,2620,130,0,140,0,10,0,0,280,0,0,0,3180,13.25
2023/03/06,06:00,0,2830,250,0,140,20,10,0,40,20,0,0,0,3270,16.21
2023/03/06,07:00,0,2760,170,0,140,440,10,0,10,160,0,0,0,3370,16.75
2023/03/06,08:00,0,2280,80,0,140,1150,10,0,0,80,0,0,0,3580,13.55
2023/03/06,09:00,0,1860,70,0,140,1820,10,0,0,320,0,0,0,3580,9.77
2023/03/06,10:00,0,1800,60,0,150,2260,10,0,0,790,0,0,0,3490,10.9
2023/03/06,11:00,0,1790,60,0,150,2430,0,0,0,1010,0,0,0,3420,3.51
2023/03/06,12:00,0,1750,70,0,160,2470,0,0,290,950,0,0,0,3210,0.01
2023/03/06,13:00,0,1870,80,0,150,2360,10,0,0,1170,0,0,0,3300,1
2023/03/06,14:00,0,1870,90,0,140,2050,20,0,0,970,0,0,0,3200,7.28
2023/03/06,15:00,0,1940,100,0,160,1480,20,0,0,620,0,0,0,3080,0.01
2023/03/06,16:00,0,2340,110,0,170,790,20,0,0,310,0,0,0,3120,4.87
2023/03/06,17:00,0,2770,200,0,150,180,20,0,30,190,0,0,0,3160,15.08
2023/03/06,18:00,0,3490,380,0,140,0,20,0,40,740,0,0,0,3330,16.77
2023/03/06,19:00,0,3490,360,0,140,0,10,0,20,730,0,0,0,3290,16.76
2023/03/06,20:00,0,3400,300,0,140,0,20,0,300,960,0,0,0,3200,15.55
2023/03/06,21:00,0,2960,140,0,140,0,10,0,290,520,0,0,0,3020,13.17
2023/03/06,22:00,0,2910,120,0,140,0,20,0,0,370,0,0,0,2820,12.62
2023/03/06,23:00,0,2700,80,0,140,0,10,0,0,180,0,0,0,2750,11.83
2023/03/07,00:00,0,2440,80,0,140,0,10,0,0,0,0,0,0,2670,12.16
2023/03/07,01:00,0,2500,70,0,140,0,20,0,0,20,0,0,0,2750,12.3
2023/03/07,02:00,0,2660,70,0,140,0,20,0,0,60,0,0,0,2950,12.34
2023/03/07,03:00,0,2860,110,0,140,0,20,0,0,0,0,0,0,3130,12.38
2023/03/07,04:00,0,2990,120,0,140,0,20,0,0,50,0,0,0,3220,12.67
2023/03/07,05:00,0,3030,90,0,140,0,20,0,0,20,0,0,0,3260,13.48
2023/03/07,06:00,0,3030,170,0,140,30,20,0,10,70,0,0,0,3330,15.38
2023/03/07,07:00,0,3060,190,0,140,460,10,0,10,500,0,0,0,3370,14.52
2023/03/07,08:00,0,2910,70,0,140,1170,10,0,0,760,0,0,0,3540,10.98
2023/03/07,09:00,0,2420,60,0,140,1840,10,0,0,920,0,0,0,3550,3.5
2023/03/07,10:00,0,2270,60,0,150,2270,10,0,0,1270,0,0,0,3490,6.36
2023/03/07,11:00,0,2230,80,0,160,2460,10,0,0,1530,0,0,0,3410,0.51
2023/03/07,12:00,0,2190,80,0,160,2490,10,0,0,1720,0,0,0,3210,0.01
2023/03/07,13:00,0,2290,70,0,160,2390,10,0,0,1610,0,0,0,3310,0.01
2023/03/07,14:00,0,2300,80,0,160,2070,10,0,0,1380,0,0,0,3240,1.01
2023/03/07,15:00,0,2450,90,0,160,1510,10,0,0,1080,0,0,0,3140,0.01
2023/03/07,16:00,0,3090,100,0,160,810,10,0,0,1020,0,0,0,3150,7.22
2023/03/07,17:00,0,3200,220,0,160,190,20,0,10,680,0,0,0,3120,14.83
2023/03/07,18:00,0,3370,370,0,170,0,20,0,50,730,0,0,0,3250,16.53
2023/03/07,19:00,0,3350,360,0,160,0,10,0,40,710,0,0,0,3210,16.49
2023/03/07,20:00,0,3150,280,0,140,0,10,0,300,760,0,0,0,3120,15.4
2023/03/07,21:00,0,2850,170,0,140,0,10,0,290,500,0,0,0,2960,14.43
2023/03/07,22:00,0,2940,120,0,140,0,10,0,0,440,0,0,0,2770,12.72
2023/03/07,23:00,0,2890,120,0,140,0,10,0,0,470,0,0,0,2690,11.78
2023/03/08,00:00,0,2440,90,0,140,0,10,0,0,70,0,0,0,2610,11.64
2023/03/08,01:00,0,2260,70,0,140,0,10,0,10,180,0,0,0,2670,12.11
2023/03/08,02:00,0,2320,70,0,140,0,0,0,10,330,0,0,0,2870,12.28
2023/03/08,03:00,0,2560,120,0,140,0,0,0,10,230,0,0,0,3060,12.34
2023/03/08,04:00,0,2550,100,0,140,0,0,0,10,350,0,0,0,3150,12.61
2023/03/08,05:00,0,2630,120,0,140,0,0,0,150,160,0,0,0,3200,13.34
2023/03/08,06:00,0,2740,190,0,140,30,0,0,310,170,0,0,0,3240,17
2023/03/08,07:00,0,2720,140,0,140,440,0,0,140,280,0,0,0,3300,14.19
2023/03/08,08:00,0,2250,90,0,140,1150,0,0,0,40,0,0,0,3590,10.76
2023/03/08,09:00,0,1790,60,0,150,1810,0,0,0,200,0,0,0,3610,5.13
2023/03/08,10:00,0,1660,50,0,160,2250,0,0,0,600,0,0,0,3520,1.51
2023/03/08,11:00,0,1610,70,0,170,2450,10,0,0,870,0,0,0,3440,0.01
2023/03/08,12:00,0,1890,60,0,170,2480,20,0,270,1120,0,0,0,3230,0.01
2023/03/08,13:00,0,1830,60,0,170,2360,30,0,90,980,0,0,0,3380,0.01
2023/03/08,14:00,0,1810,60,0,180,1960,40,0,0,700,0,0,0,3350,1.01
2023/03/08,15:00,0,1990,90,0,180,1310,60,0,0,430,0,0,0,3200,1.01
2023/03/08,16:00,0,2190,90,0,180,640,70,0,0,90,0,0,0,3080,10.93
2023/03/08,17:00,0,2550,250,0,160,130,90,0,10,170,0,0,0,3020,13.39
2023/03/08,18:00,0,2950,410,0,150,0,80,0,50,480,0,0,0,3160,16.32
2023/03/08,19:00,0,3060,400,0,150,0,70,0,40,620,0,0,0,3100,14.39
2023/03/08,20:00,0,2810,310,0,150,0,40,0,290,610,0,0,0,2990,13.28
2023/03/08,21:00,0,2470,170,0,150,0,30,0,310,310,0,0,0,2820,12.69
2023/03/08,22:00,0,2450,90,0,150,0,20,0,10,60,0,0,0,2660,12.26
2023/03/08,23:00,0,2460,90,0,150,0,10,0,0,110,0,0,0,2600,11.39
2023/03/09,00:00,0,2220,80,0,150,0,10,0,0,60,0,0,0,2520,10.12
2023/03/09,01:00,0,2290,80,0,150,0,10,0,0,50,0,0,0,2580,9.7
2023/03/09,02:00,0,2410,80,0,150,0,10,0,10,130,0,0,0,2790,10.69
2023/03/09,03:00,0,2620,90,0,150,0,10,0,10,100,0,0,0,2980,11.74
2023/03/09,04:00,0,2630,90,0,150,0,10,0,10,160,0,0,0,3050,11.87
2023/03/09,05:00,0,2620,150,0,150,0,10,0,10,110,0,0,0,3050,12.31
2023/03/09,06:00,0,2800,180,0,150,30,10,0,20,150,0,0,0,3040,14.04
2023/03/09,07:00,0,2340,140,0,150,400,20,0,10,50,0,0,0,3010,11.37
2023/03/09,08:00,0,2110,110,0,150,1080,30,0,0,150,0,0,0,3330,8.5
2023/03/09,09:00,0,1950,110,0,150,1730,30,0,0,560,0,0,0,3410,7.28
2023/03/09,10:00,0,2000,120,0,170,2070,40,0,290,710,0,0,0,3400,5.71
2023/03/09,11:00,0,1970,140,0,160,2080,30,0,280,710,0,0,0,3390,0.51
2023/03/09,12:00,0,1810,80,0,150,2040,50,0,290,640,0,0,0,3200,0.01
2023/03/09,13:00,0,2080,70,0,120,1680,50,0,290,340,0,0,0,3370,2.75
2023/03/09,14:00,0,1990,60,0,120,1040,60,0,50,20,0,0,0,3240,9.41
2023/03/09,15:00,0,2220,70,0,150,630,70,0,0,30,0,0,0,3170,5.53
2023/03/09,16:00,0,2480,100,0,150,300,70,0,10,50,0,0,0,3160,9.7
2023/03/09,17:00,0,2590,230,0,150,60,60,0,60,30,0,0,0,3120,12.66
2023/03/09,18:00,0,2720,360,0,150,0,70,0,310,450,0,0,0,3160,13.35
2023/03/09,19:00,0,2600,320,0,150,0,70,0,310,400,0,0,0,3050,13.06
2023/03/09,20:00,0,2350,210,0,150,0,60,0,310,140,0,0,0,2940,12.74
2023/03/09,21:00,0,2380,140,0,150,0,60,0,300,230,0,0,0,2800,11.86
2023/03/09,22:00,0,2510,110,0,150,0,40,0,10,160,0,0,0,2660,11.75
2023/03/09,23:00,0,2530,80,0,150,0,50,0,0,190,0,0,0,2620,10.59
2023/03/10,00:00,0,2260,70,0,150,0,40,0,0,10,0,0,0,2510,9.72
2023/03/10,01:00,0,2290,80,0,150,0,20,0,0,20,0,0,0,2560,9.86
2023/03/10,02:00,0,2420,80,0,150,0,10,0,0,100,0,0,0,2760,10.36
2023/03/10,03:00,0,2620,100,0,150,0,0,0,10,80,0,0,0,2960,11.15
2023/03/10,04:00,0,2610,110,0,150,0,10,0,10,130,0,0,0,3020,11.66
2023/03/10,05:00,0,2450,160,0,150,0,10,0,10,190,0,0,0,2970,11.66
2023/03/10,06:00,0,2450,220,0,150,30,20,0,10,50,0,0,0,2930,12.01
2023/03/10,07:00,0,2460,150,0,150,420,20,0,10,190,0,0,0,3020,10.63
2023/03/10,08:00,0,2280,100,0,150,1100,30,0,0,280,0,0,0,3380,7.28
2023/03/10,09:00,0,1780,100,0,150,1750,20,0,300,30,0,0,0,3470,5.65
2023/03/10,10:00,0,1660,100,0,170,2190,10,0,300,420,0,0,0,3410,9.49
2023/03/10,11:00,0,1900,130,0,120,2300,0,0,300,790,0,0,0,3360,1.5
2023/03/10,12:00,0,1830,140,0,130,2370,0,0,300,980,0,0,0,3190,0.01
2023/03/10,13:00,0,1920,110,0,140,2330,0,0,290,880,0,0,0,3330,0.51
2023/03/10,14:00,0,1910,80,0,150,2040,0,0,290,620,0,0,0,3270,5.78
2023/03/10,15:00,0,1940,110,0,160,1500,0,0,290,280,0,0,0,3140,0.51
2023/03/10,16:00,0,2330,130,0,170,820,0,0,0,400,0,0,0,3050,5.78
2023/03/10,17:00,0,2360,280,0,170,190,0,0,40,150,0,0,0,2890,13.35
2023/03/10,18:00,0,2760,340,0,170,0,0,0,40,350,0,0,0,2960,13.36
2023/03/10,19:00,0,2650,310,0,160,0,0,0,20,260,0,0,0,2880,13.05
2023/03/10,20:00,0,2020,190,0,150,0,0,0,200,230,0,0,0,2790,12.41
2023/03/10,21:00,0,1990,110,0,150,0,0,0,310,90,0,0,0,2650,11.84
2023/03/10,22:00,0,2270,120,0,150,0,0,0,120,120,0,0,0,2540,11.68
2023/03/10,23:00,0,2260,130,0,150,0,0,0,10,50,0,0,0,2500,10.39
2023/03/11,00:00,0,1920,90,0,150,0,0,0,0,220,0,0,0,2380,11.76
2023/03/11,01:00,0,1810,80,0,150,0,0,0,0,370,0,0,0,2410,12.28
2023/03/11,02:00,0,1940,80,0,150,0,0,0,0,430,0,0,0,2600,12.46
2023/03/11,03:00,0,2190,100,0,150,0,0,0,0,370,0,0,0,2810,12.43
2023/03/11,04:00,0,2230,90,0,150,0,0,0,0,400,0,0,0,2870,12.55
2023/03/11,05:00,0,2230,100,0,150,0,0,0,0,310,0,0,0,2790,11.22
2023/03/11,06:00,0,2360,200,0,150,40,0,0,0,160,0,0,0,2590,11.1
2023/03/11,07:00,0,2030,150,0,150,490,0,0,0,260,0,0,0,2560,7.37
2023/03/11,08:00,0,1590,90,0,140,1200,0,0,0,320,0,0,0,2700,0.51
2023/03/11,09:00,0,1410,100,0,140,1860,0,0,0,750,0,0,0,2760,0.01
2023/03/11,10:00,0,1330,100,0,150,2160,0,0,0,1010,0,100,0,2730,0.01
2023/03/11,11:00,0,1310,100,0,150,2160,0,0,0,1070,0,260,0,2650,0.01
2023/03/11,12:00,0,1360,110,0,150,1930,0,0,0,980,0,500,0,2570,0.01
2023/03/11,13:00,0,1360,110,0,150,2030,10,0,0,1040,0,310,0,2620,0.01
2023/03/11,14:00,0,1430,100,0,150,1990,10,0,0,1070,0,70,0,2610,0.01
2023/03/11,15:00,0,1500,100,0,150,1520,10,0,0,730,0,0,0,2550,0.01
2023/03/11,16:00,0,1600,110,0,170,820,10,0,10,200,0,0,0,2520,3.26
2023/03/11,17:00,0,1740,160,0,180,200,20,0,220,0,0,0,0,2520,12.06
2023/03/11,18:00,0,2170,290,0,170,0,30,0,320,370,0,0,0,2610,12.76
2023/03/11,19:00,0,2170,280,0,150,0,60,0,300,380,0,0,0,2580,13.5
2023/03/11,20:00,0,2080,160,0,150,0,60,0,300,260,0,0,0,2490,13.41
2023/03/11,21:00,0,2090,100,0,150,0,60,0,290,300,0,0,0,2390,12.61
2023/03/11,22:00,0,1990,90,0,150,0,70,0,0,40,0,0,0,2260,12.21
2023/03/11,23:00,0,1940,90,0,150,0,80,0,0,20,0,0,0,2240,11.28
2023/03/12,00:00,0,1810,90,0,150,0,80,0,0,30,0,0,0,2160,12.02
2023/03/12,01:00,0,1790,80,0,150,0,80,0,0,130,0,0,0,2230,12.17
2023/03/12,02:00,0,1810,80,0,150,0,70,0,0,320,0,0,0,2430,12.35
2023/03/12,03:00,0,1980,100,0,150,0,50,0,0,350,0,0,0,2630,12.55
2023/03/12,04:00,0,2020,100,0,150,0,40,0,0,390,0,0,0,2700,12.55
2023/03/12,05:00,0,2010,90,0,150,0,40,0,20,300,0,0,0,2610,10.49
2023/03/12,06:00,0,1990,130,0,150,40,30,0,0,20,0,0,0,2360,9.7
2023/03/12,07:00,0,1650,130,0,140,430,30,0,10,150,0,0,0,2220,6.83
2023/03/12,08:00,0,1410,120,0,130,1060,30,0,300,40,0,0,0,2410,0.97
2023/03/12,09:00,0,1330,100,0,120,1640,20,0,300,420,0,140,0,2490,0.01
2023/03/12,10:00,0,1240,100,0,120,1990,30,0,300,700,0,180,0,2480,0.01
2023/03/12,11:00,0,1280,100,0,110,2060,40,0,300,810,0,220,10,2480,0.01
2023/03/12,12:00,0,1400,110,0,110,1860,40,0,300,740,0,370,20,2480,0.01
2023/03/12,13:00,0,1480,90,0,110,1600,50,0,300,560,0,470,30,2470,0.01
2023/03/12,14:00,0,1410,80,0,110,1420,60,0,300,390,0,390,30,2390,0.01
2023/03/12,15:00,0,1430,80,0,110,1240,110,0,300,320,0,0,0,2350,0.02
2023/03/12,16:00,0,1680,140,0,120,590,130,0,150,260,0,0,0,2250,5.84
2023/03/12,17:00,0,1900,180,0,130,140,120,0,0,110,0,0,0,2360,13.29
2023/03/12,18:00,0,2230,270,0,140,0,140,0,20,250,0,0,0,2550,14.32
2023/03/12,19:00,0,2230,290,0,140,0,140,0,20,280,0,0,0,2540,13.66
2023/03/12,20:00,0,2080,210,0,150,0,160,0,290,420,0,0,0,2470,12.78
2023/03/12,21:00,0,1880,120,0,150,0,140,0,300,250,0,0,0,2340,11.46
2023/03/12,22:00,0,1950,90,0,150,0,160,0,20,150,0,0,0,2220,10.73
2023/03/12,23:00,0,1950,90,0,150,0,150,0,0,140,0,0,0,2200,10.22
2023/03/13,00:00,0,1970,90,0,150,0,160,0,0,220,0,0,0,2150,10.28
2023/03/13,01:00,0,2250,80,0,150,0,90,0,0,360,0,0,0,2210,9.35
2023/03/13,02:00,0,2190,110,0,150,0,120,0,0,160,0,0,0,2410,9.72
2023/03/13,03:00,0,2350,110,0,150,0,170,0,10,180,0,0,0,2610,9.89
2023/03/13,04:00,0,2540,110,0,140,0,180,0,10,260,0,0,0,2720,11
2023/03/13,05:00,0,2520,140,0,140,0,170,0,10,270,0,0,0,2710,11.34
2023/03/13,06:00,0,2490,130,0,140,20,170,0,20,310,0,0,0,2660,11.94
2023/03/13,07:00,0,2450,200,0,140,120,170,0,20,400,0,0,0,2700,12.7
2023/03/13,08:00,0,2440,160,0,140,360,170,0,0,230,0,0,0,3040,14.3
2023/03/13,09:00,0,2340,190,0,160,700,170,0,0,330,0,0,0,3230,13.37
2023/03/13,10:00,0,2710,200,0,170,1150,180,0,20,1140,0,0,0,3290,11.13
2023/03/13,11:00,0,2700,190,0,170,1450,190,0,0,1330,0,0,0,3370,5.79
2023/03/13,12:00,0,2360,190,0,170,1720,190,0,0,1390,0,0,0,3240,0.51
2023/03/13,13:00,0,2290,180,0,170,2010,190,0,0,1430,0,0,0,3410,2.5
2023/03/13,14:00,0,2160,160,0,170,1980,190,0,0,1420,0,0,0,3240,7.34
2023/03/13,15:00,0,2320,180,0,180,1540,200,0,0,1380,0,0,0,3040,10.25
2023/03/13,16:00,0,2820,170,0,180,880,190,0,0,1170,0,0,0,3070,11.68
2023/03/13,17:00,0,2850,200,0,180,240,190,0,10,570,0,0,0,3100,15.24
2023/03/13,18:00,0,3100,290,0,180,0,190,0,30,550,0,0,0,3240,16.87
2023/03/13,19:00,0,3090,310,0,170,0,180,0,40,570,0,0,0,3220,16.92
2023/03/13,20:00,0,3210,240,0,150,0,170,0,20,650,0,0,0,3140,19.87
2023/03/13,21:00,0,3130,170,0,140,0,150,0,10,610,0,0,0,2990,16.89
2023/03/13,22:00,0,2950,110,0,150,0,120,0,10,530,0,0,0,2810,14.63
2023/03/13,23:00,0,2680,110,0,150,0,130,0,10,340,0,0,0,2740,12.01
2023/03/14,00:00,0,2270,100,0,150,0,100,0,0,80,0,0,0,2700,12.27
2023/03/14,01:00,0,1960,100,0,150,0,80,0,0,490,0,0,0,2780,13.85
2023/03/14,02:00,0,2170,100,0,150,0,70,0,0,500,0,0,0,2990,15.32
2023/03/14,03:00,0,2630,110,0,150,0,60,0,10,220,0,0,0,3180,13.96
2023/03/14,04:00,0,2630,90,0,150,0,50,0,10,300,0,0,0,3230,13.96
2023/03/14,05:00,0,2710,120,0,150,0,50,0,10,200,0,0,0,3240,15.63
2023/03/14,06:00,0,2980,200,0,150,50,40,0,40,140,0,0,0,3320,18.13
2023/03/14,07:00,0,2680,120,0,150,560,40,0,30,240,0,0,0,3340,13.18
2023/03/14,08:00,0,2360,90,0,150,1290,20,0,0,420,0,0,0,3490,10.98
2023/03/14,09:00,0,1570,120,0,150,1950,10,0,0,310,0,0,0,3490,5.58
2023/03/14,10:00,0,1240,120,0,150,2370,10,0,0,450,0,0,0,3440,6.9
2023/03/14,11:00,0,1390,110,0,150,2530,0,0,0,800,0,0,0,3380,1.25
2023/03/14,12:00,0,1400,120,0,160,2540,0,0,0,1060,0,0,0,3160,0.01
2023/03/14,13:00,0,1400,110,0,170,2460,0,0,0,870,0,0,0,3270,0.51
2023/03/14,14:00,0,1440,110,0,190,2160,0,0,0,710,0,0,0,3190,5.15
2023/03/14,15:00,0,1570,100,0,190,1600,0,0,0,380,0,0,0,3080,10.98
2023/03/14,16:00,0,1860,100,0,200,890,10,0,0,20,0,0,0,3080,10.27
2023/03/14,17:00,0,2430,180,0,200,240,20,0,10,10,0,0,0,3090,15.56
2023/03/14,18:00,0,3150,360,0,190,0,40,0,10,530,0,0,0,3220,17.04
2023/03/14,19:00,0,3130,350,0,180,0,50,0,30,520,0,0,0,3220,16.63
2023/03/14,20:00,0,3010,290,0,170,0,60,0,20,410,0,0,0,3140,16.59
2023/03/14,21:00,0,2770,180,0,170,0,60,0,10,190,0,0,0,3000,16.24
2023/03/14,22:00,0,2500,150,0,170,0,60,0,10,100,0,0,0,2790,14.63
2023/03/14,23:00,0,2070,120,0,170,0,50,0,10,280,0,0,0,2700,12.56
2023/03/15,00:00,0,2060,90,0,170,0,50,0,0,240,0,0,0,2610,12.21
2023/03/15,01:00,0,1990,80,0,170,0,40,0,0,390,0,0,0,2670,12.19
2023/03/15,02:00,0,2000,80,0,170,0,40,0,0,590,0,0,0,2880,12.39
2023/03/15,03:00,0,2260,120,0,170,0,60,0,10,460,0,0,0,3080,12.49
2023/03/15,04:00,0,2310,100,0,170,0,80,0,10,480,0,0,0,3150,12.63
2023/03/15,05:00,0,2340,170,0,170,0,100,0,10,380,0,0,0,3170,13.15
2023/03/15,06:00,0,2330,280,0,170,60,110,0,30,260,0,0,0,3240,14.77
2023/03/15,07:00,0,2380,200,0,170,580,110,0,0,220,0,0,0,3220,12.69
2023/03/15,08:00,0,2070,120,0,150,1310,100,0,0,390,0,0,0,3360,10
2023/03/15,09:00,0,1650,80,0,150,1960,100,0,0,530,0,0,0,3410,2.51
2023/03/15,10:00,0,1330,80,0,140,2360,80,0,0,630,0,0,0,3360,0.01
2023/03/15,11:00,0,1570,80,0,150,2500,80,0,0,1080,0,0,0,3300,0.01
2023/03/15,12:00,0,1660,90,0,150,2500,80,0,0,1380,0,0,0,3100,0.01
2023/03/15,13:00,0,1850,80,0,120,2410,80,0,0,1320,0,0,0,3220,0.01
2023/03/15,14:00,0,1950,80,0,100,2110,90,0,0,1170,0,0,0,3160,0.01
2023/03/15,15:00,0,2260,90,0,110,1560,100,0,0,1070,0,0,0,3050,0.51
2023/03/15,16:00,0,2750,100,0,140,860,90,0,0,870,0,0,0,3070,9
2023/03/15,17:00,0,3050,260,0,150,220,90,0,40,810,0,0,0,3000,13.23
2023/03/15,18:00,0,3150,400,0,150,0,80,0,10,700,0,0,0,3090,14.1
2023/03/15,19:00,0,3110,370,0,140,0,90,0,10,670,0,0,0,3050,13.41
2023/03/15,20:00,0,3040,230,0,140,0,80,0,10,550,0,0,0,2950,13.76
2023/03/15,21:00,0,2620,110,0,140,0,80,0,0,170,0,0,0,2780,14.08
2023/03/15,22:00,0,2590,70,0,140,0,60,0,0,250,0,0,0,2610,12.66
2023/03/15,23:00,0,2170,90,0,140,0,60,0,0,90,0,0,0,2550,10.76
2023/03/16,00:00,0,1840,90,0,140,0,60,0,0,320,0,0,0,2450,10.9
2023/03/16,01:00,0,1840,70,0,140,0,60,0,0,390,0,0,0,2500,10.81
2023/03/16,02:00,0,1850,70,0,140,0,50,0,0,570,0,0,0,2680,11.14
2023/03/16,03:00,0,2020,80,0,140,0,40,0,0,610,0,0,0,2890,11.68
2023/03/16,04:00,0,2080,90,0,140,0,40,0,0,620,0,0,0,2970,11.68
2023/03/16,05:00,0,2040,120,0,140,0,60,0,0,590,0,0,0,2950,11.77
2023/03/16,06:00,0,2070,110,0,140,60,60,0,0,470,0,0,0,2910,13.05
2023/03/16,07:00,0,2020,100,0,140,490,30,0,0,130,0,0,0,2910,11.16
2023/03/16,08:00,0,1890,70,0,140,1050,20,0,0,20,0,0,0,3190,10.49
2023/03/16,09:00,0,1650,100,0,150,1510,20,0,0,170,0,0,0,3260,6.53
2023/03/16,10:00,0,1640,140,0,160,1850,10,0,10,570,0,0,0,3240,3
2023/03/16,11:00,0,1730,130,0,170,1830,10,0,30,630,0,0,0,3270,0.02
