,,Hokkaido,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Hokkaido
2023/11/18,09:00,0,973,723,15,238,1055,537,-129,0,0,-166,0,0,3247,0.11
2023/11/18,10:00,0,717,692,16,238,1333,577,-448,0,3,0,0,0,3128,0.01
2023/11/18,11:00,0,857,707,16,238,1242,531,-427,0,11,0,0,0,3175,0.01
2023/11/18,12:00,0,1042,702,15,238,1057,520,-388,0,0,-106,0,0,3080,0.01
2023/11/18,13:00,0,952,769,16,239,768,530,-190,0,0,-92,0,0,2991,1.56
2023/11/18,14:00,0,1248,777,16,239,393,562,0,89,0,-294,0,0,3029,5.28
2023/11/18,15:00,0,1831,791,15,240,71,527,0,169,0,-463,0,0,3180,9.04
2023/11/18,16:00,0,1933,796,16,240,0,578,0,296,0,-405,0,0,3454,10.21
2023/11/18,17:00,0,2035,819,16,240,0,624,0,251,0,-487,0,0,3498,9.77
2023/11/18,18:00,0,2040,775,15,240,0,653,0,141,0,-419,0,0,3445,9.77
2023/11/18,19:00,0,2016,774,16,240,0,656,0,104,0,-432,0,0,3374,8.66
2023/11/18,20:00,0,1996,774,16,240,0,537,0,31,0,-327,0,0,3268,6.28
2023/11/18,21:00,0,1780,782,16,240,0,444,0,18,0,-211,0,0,3069,4
2023/11/18,22:00,0,1718,791,15,240,0,418,0,60,0,-258,0,0,2984,6.29
2023/11/18,23:00,0,1663,799,16,240,0,461,0,80,0,-267,0,0,2992,7.36
2023/11/19,00:00,0,1382,790,16,240,0,547,0,81,0,-154,0,0,2901,4.83
2023/11/19,01:00,0,1449,793,16,241,0,608,0,81,0,-197,0,0,2990,3.01
2023/11/19,02:00,0,1613,787,16,241,0,576,0,77,0,-234,0,0,3075,3
2023/11/19,03:00,0,1643,771,15,241,0,665,0,149,0,-271,0,0,3211,3.5
2023/11/19,04:00,0,1688,767,16,241,0,670,0,159,0,-258,0,0,3282,3.83
2023/11/19,05:00,0,1601,763,16,240,0,713,0,155,0,-244,0,0,3245,3
2023/11/19,06:00,0,1582,762,15,240,13,722,0,159,0,-337,0,0,3156,7.55
2023/11/19,07:00,0,1322,717,16,239,336,686,0,181,0,-410,0,0,3087,6.28
2023/11/19,08:00,0,948,736,16,239,778,705,0,0,0,-353,0,0,3069,1.51
2023/11/19,09:00,0,880,740,15,239,1059,700,-227,0,0,-254,0,0,3152,0.01
2023/11/19,10:00,0,727,727,16,238,1222,650,-440,0,0,-150,0,0,2990,0.01
2023/11/19,11:00,0,749,723,15,239,1257,619,-508,0,0,-157,0,0,2937,0.01
2023/11/19,12:00,0,1003,682,16,239,1143,583,-508,0,0,-263,0,0,2895,0.01
2023/11/19,13:00,0,1127,692,16,239,825,540,-259,0,0,-348,0,0,2832,0.16
2023/11/19,14:00,0,1353,707,15,239,430,426,-173,0,0,-209,0,0,2788,5.28
2023/11/19,15:00,0,1629,734,16,239,87,410,0,69,0,-207,0,0,2976,9.58
2023/11/19,16:00,0,1854,778,15,240,0,421,0,154,0,-206,0,0,3255,9.77
2023/11/19,17:00,0,2050,792,16,240,0,398,0,221,0,-319,0,0,3398,9.77
2023/11/19,18:00,0,2113,798,16,241,0,375,0,213,0,-366,0,0,3390,9.39
2023/11/19,19:00,0,1988,800,15,241,0,417,0,190,0,-313,0,0,3337,9.77
2023/11/19,20:00,0,1940,753,16,241,0,374,0,205,0,-299,0,0,3230,9.77
2023/11/19,21:00,0,1946,750,16,242,0,317,0,130,0,-290,0,0,3109,9.07
2023/11/19,22:00,0,1810,732,15,243,0,327,0,66,0,-260,0,0,2933,9.12
2023/11/19,23:00,0,1623,723,16,243,0,490,0,60,0,-235,0,0,2921,8.06
2023/11/20,00:00,0,1445,699,16,242,0,609,0,78,0,-254,0,0,2836,5
2023/11/20,01:00,0,1489,728,15,243,0,619,0,80,0,-285,0,0,2890,6.28
2023/11/20,02:00,0,1680,744,16,243,0,548,0,76,0,-266,0,0,3042,5
2023/11/20,03:00,0,1603,746,16,243,0,629,0,188,0,-216,0,0,3210,4
2023/11/20,04:00,0,1547,739,16,240,0,719,0,200,0,-134,0,0,3327,3
2023/11/20,05:00,0,1650,734,15,239,0,657,0,199,0,-159,0,0,3335,4
2023/11/20,06:00,0,1594,675,16,239,7,695,0,195,0,-52,0,0,3369,4
2023/11/20,07:00,0,1461,672,16,240,297,701,0,123,8,0,0,0,3518,3
2023/11/20,08:00,0,1580,668,16,239,556,736,0,56,0,-78,0,0,3773,2
2023/11/20,09:00,0,1473,658,16,239,746,704,-6,0,34,0,0,0,3864,0.51
2023/11/20,10:00,0,1592,648,15,240,877,665,-203,0,0,-15,0,0,3819,0.01
2023/11/20,11:00,0,1814,647,16,240,939,556,-215,0,0,-234,0,0,3762,0.01
2023/11/20,12:00,0,1692,637,16,240,917,529,-305,0,0,-158,0,0,3567,0.01
2023/11/20,13:00,0,2028,632,16,239,694,483,-245,0,0,-182,0,0,3665,0.01
2023/11/20,14:00,0,1837,645,16,239,414,388,0,27,105,0,0,0,3672,0.51
2023/11/20,15:00,0,2074,651,15,240,85,407,0,36,357,0,0,0,3865,3
2023/11/20,16:00,0,2349,709,16,240,1,427,0,97,223,0,0,0,4063,7.55
2023/11/20,17:00,0,2291,730,16,240,0,416,0,95,235,0,0,0,4023,4.83
2023/11/20,18:00,0,2286,740,15,240,0,420,0,32,167,0,0,0,3900,4
2023/11/20,19:00,0,2376,699,16,240,0,394,0,170,0,-141,0,0,3754,7.55
2023/11/20,20:00,0,2302,677,16,240,0,408,0,132,0,-209,0,0,3566,7.6
2023/11/20,21:00,0,2242,661,16,241,0,389,0,43,0,-225,0,0,3367,8.02
2023/11/20,22:00,0,2111,659,16,241,0,399,0,17,0,-253,0,0,3190,8
2023/11/20,23:00,0,1933,669,15,240,0,501,0,19,0,-235,0,0,3142,7.18
2023/11/21,00:00,0,1551,654,16,240,0,687,0,19,0,-173,0,0,2994,7.55
2023/11/21,01:00,0,1761,677,16,240,0,730,0,18,0,-374,0,0,3067,8.22
2023/11/21,02:00,0,1895,717,16,240,0,713,0,25,0,-388,0,0,3218,7.03
2023/11/21,03:00,0,2082,728,15,239,0,715,0,95,0,-475,0,0,3400,9.06
2023/11/21,04:00,0,2152,710,16,240,0,720,0,175,0,-481,0,0,3532,8.01
2023/11/21,05:00,0,2199,709,16,240,0,688,0,193,0,-507,0,0,3537,9.77
2023/11/21,06:00,0,2204,667,15,240,6,623,0,193,0,-387,0,0,3562,9.77
2023/11/21,07:00,0,1701,662,16,240,381,562,0,91,0,-137,0,0,3516,6.1
2023/11/21,08:00,0,1450,659,16,239,920,545,-137,0,0,-112,0,0,3580,0.06
2023/11/21,09:00,0,1186,625,15,240,1273,544,-239,0,0,-51,0,0,3592,0.01
2023/11/21,10:00,0,1022,609,16,238,1446,619,-474,0,49,0,0,0,3525,0.01
2023/11/21,11:00,0,1041,593,15,239,1404,634,-404,0,0,-59,0,0,3462,0.01
2023/11/21,12:00,0,1051,500,16,240,1218,638,-360,0,0,-28,0,0,3275,0.01
2023/11/21,13:00,0,1216,532,15,238,922,638,-25,0,0,-107,0,0,3428,0.01
2023/11/21,14:00,0,1429,593,16,239,468,721,0,25,0,-12,0,0,3478,0.03
2023/11/21,15:00,0,2042,645,16,239,72,655,0,84,0,-140,0,0,3613,6.28
2023/11/21,16:00,0,2195,664,15,239,4,641,0,152,0,-103,0,0,3807,11.65
2023/11/21,17:00,0,2316,670,16,239,4,647,0,118,0,-252,0,0,3759,9.77
2023/11/21,18:00,0,2272,681,16,239,4,662,0,197,0,-408,0,0,3664,9.77
2023/11/21,19:00,0,2197,685,15,240,0,626,0,249,0,-468,0,0,3544,9.89
2023/11/21,20:00,0,2289,662,16,240,0,577,0,244,0,-633,0,0,3395,12.32
2023/11/21,21:00,0,2189,648,16,240,0,582,0,144,0,-622,0,0,3197,10.37
2023/11/21,22:00,0,1973,656,15,239,0,616,0,70,0,-566,0,0,3003,9.77
2023/11/21,23:00,0,1867,646,16,240,0,656,0,76,0,-533,0,0,2967,9.87
2023/11/22,00:00,0,1766,600,16,240,0,660,0,79,0,-517,0,0,2843,9.77
2023/11/22,01:00,0,1866,606,16,240,0,628,0,80,0,-543,0,0,2893,9.77
2023/11/22,02:00,0,1949,633,15,240,0,575,0,80,0,-499,0,0,2993,9.77
2023/11/22,03:00,0,2101,670,16,240,0,487,0,79,0,-450,0,0,3145,9.89
2023/11/22,04:00,0,2237,687,15,240,0,360,0,130,0,-412,0,0,3257,9.77
2023/11/22,05:00,0,2354,679,16,240,0,275,0,176,0,-454,0,0,3285,9.77
2023/11/22,06:00,0,2357,666,16,240,4,222,0,199,0,-388,0,0,3315,9.77
2023/11/22,07:00,0,1979,603,15,239,328,199,0,64,0,-79,0,0,3348,6.28
2023/11/22,08:00,0,1780,590,16,239,816,173,0,20,0,-162,0,0,3470,0.52
2023/11/22,09:00,0,1595,612,15,239,1162,163,0,14,0,-275,0,0,3525,0.01
2023/11/22,10:00,0,1565,589,16,238,1358,98,-206,0,0,-203,0,0,3455,0.01
2023/11/22,11:00,0,1735,570,16,238,1353,79,-448,0,0,-179,0,0,3364,0.01
2023/11/22,12:00,0,1767,545,16,238,1209,77,-456,0,0,-232,0,0,3164,0.01
2023/11/22,13:00,0,1829,553,16,238,917,54,-375,0,65,0,0,0,3298,0.01
2023/11/22,14:00,0,1868,565,16,238,477,27,0,12,101,0,0,0,3304,1.88
2023/11/22,15:00,0,2346,623,16,239,81,29,0,27,61,0,0,0,3422,8.89
2023/11/22,16:00,0,2856,686,16,239,4,28,0,112,0,-249,0,0,3692,17.35
2023/11/22,17:00,0,2973,719,16,240,4,31,0,185,0,-486,0,0,3682,14.8
2023/11/22,18:00,0,2906,726,15,240,0,31,0,141,0,-492,0,0,3566,10
2023/11/22,19:00,0,2598,728,16,240,0,41,0,138,0,-327,0,0,3434,11.64
2023/11/22,20:00,0,2453,703,16,240,0,63,0,102,0,-314,0,0,3264,12.06
2023/11/22,21:00,0,2340,656,16,241,0,79,0,7,0,-250,0,0,3088,9.84
2023/11/22,22:00,0,2371,642,16,241,0,91,0,0,0,-395,0,0,2966,13.86
2023/11/22,23:00,0,2242,633,16,241,0,130,0,0,0,-304,0,0,2958,12.19
2023/11/23,00:00,0,1960,620,15,240,0,194,0,0,0,-227,0,0,2802,14.67
2023/11/23,01:00,0,1991,677,16,239,0,189,0,0,0,-240,0,0,2872,14.54
2023/11/23,02:00,0,2099,723,16,240,0,165,0,0,0,-285,0,0,2957,14.71
2023/11/23,03:00,0,2219,729,16,240,0,169,0,0,0,-273,0,0,3099,14.77
2023/11/23,04:00,0,2265,725,15,240,0,171,0,18,0,-235,0,0,3198,14.81
2023/11/23,05:00,0,2261,707,16,239,0,182,0,137,0,-367,0,0,3176,14.87
2023/11/23,06:00,0,2237,679,16,240,1,210,0,138,0,-419,0,0,3101,15.14
2023/11/23,07:00,0,2268,611,15,242,236,345,0,28,0,-531,0,0,3213,14.94
2023/11/23,08:00,0,2170,589,16,245,390,416,0,0,0,-479,0,0,3347,14.39
2023/11/23,09:00,0,1855,624,16,247,531,469,0,0,0,-319,0,0,3423,11.03
2023/11/23,10:00,0,1823,607,16,254,685,541,0,0,0,-527,0,0,3399,9.56
2023/11/23,11:00,0,1939,600,15,263,712,477,0,0,0,-648,0,0,3358,9.89
2023/11/23,12:00,0,1945,524,16,263,657,485,0,23,0,-650,0,0,3263,10
2023/11/23,13:00,0,2071,525,15,263,478,477,0,19,0,-525,0,0,3324,9.72
2023/11/23,14:00,0,1960,629,16,264,251,471,0,0,0,-335,0,0,3255,12.64
2023/11/23,15:00,0,2202,694,16,266,42,428,0,0,0,-380,0,0,3267,14.79
2023/11/23,16:00,0,2367,735,15,273,2,430,0,22,0,-372,0,0,3473,15.29
2023/11/23,17:00,0,2208,746,16,279,2,436,0,74,0,-242,0,0,3519,15.54
2023/11/23,18:00,0,2120,754,16,283,2,493,0,32,0,-234,0,0,3465,15.5
2023/11/23,19:00,0,2232,732,16,283,2,589,0,0,0,-459,0,0,3396,15.27
2023/11/23,20:00,0,2366,667,16,282,2,618,0,0,0,-642,0,0,3308,15.54
2023/11/23,21:00,0,2153,669,15,285,0,612,0,0,0,-595,0,0,3140,14.9
2023/11/23,22:00,0,1984,663,16,285,0,600,0,8,0,-557,0,0,3000,14.62
2023/11/23,23:00,0,1815,663,15,286,0,690,0,8,0,-489,0,0,2988,14.09
2023/11/24,00:00,0,1749,665,16,286,0,644,0,0,0,-486,0,0,2874,14.81
2023/11/24,01:00,0,1877,674,16,286,0,515,0,0,0,-493,0,0,2874,14.72
2023/11/24,02:00,0,2096,743,16,283,0,434,0,0,0,-549,0,0,3023,14.58
2023/11/24,03:00,0,2207,758,15,283,0,422,0,0,0,-516,0,0,3170,14.56
2023/11/24,04:00,0,2240,756,16,285,0,457,0,0,0,-485,0,0,3269,14.71
2023/11/24,05:00,0,2408,700,16,285,0,365,0,0,0,-467,0,0,3307,14.81
2023/11/24,06:00,0,2494,666,16,284,1,357,0,0,0,-458,0,0,3360,15.28
2023/11/24,07:00,0,2089,671,15,284,279,403,0,70,0,-372,0,0,3438,15.43
2023/11/24,08:00,0,2278,659,16,285,549,394,0,4,0,-442,0,0,3743,14.39
2023/11/24,09:00,0,2449,665,16,284,655,434,0,0,0,-476,0,0,4026,10.33
2023/11/24,10:00,0,2300,603,16,284,658,433,0,0,0,-317,0,0,3976,6.1
2023/11/24,11:00,0,1935,606,16,284,689,404,-54,0,0,-104,0,0,3776,3.83
2023/11/24,12:00,0,1919,583,15,284,643,431,-305,0,28,0,0,0,3599,4.65
2023/11/24,13:00,0,2196,591,16,284,538,431,-25,0,0,-312,0,0,3719,7.78
2023/11/24,14:00,0,2448,618,16,285,330,459,0,0,0,-415,0,0,3741,14.36
2023/11/24,15:00,0,2565,725,16,285,46,500,0,102,0,-345,0,0,3894,15.14
2023/11/24,16:00,0,2754,784,15,284,1,532,0,148,0,-402,0,0,4116,19.64
2023/11/24,17:00,0,2865,791,16,285,1,540,0,169,0,-555,0,0,4113,20.91
2023/11/24,18:00,0,2739,791,16,284,1,601,0,126,0,-547,0,0,4010,20.17
2023/11/24,19:00,0,2874,751,15,284,1,544,0,40,0,-593,0,0,3916,17.95
2023/11/24,20:00,0,2739,720,16,285,0,522,0,5,0,-509,0,0,3778,16.4
2023/11/24,21:00,0,2601,691,15,285,0,519,0,0,0,-465,0,0,3645,15.5
2023/11/24,22:00,0,2496,674,16,285,0,540,0,0,0,-482,0,0,3529,15.17
2023/11/24,23:00,0,2397,668,15,285,0,630,0,6,0,-501,0,0,3501,14.65
2023/11/25,00:00,0,2320,651,16,286,0,714,0,0,0,-546,0,0,3441,15.49
2023/11/25,01:00,0,2334,657,15,286,0,743,0,0,0,-558,0,0,3477,14.88
2023/11/25,02:00,0,2326,670,16,285,0,754,0,0,0,-451,0,0,3600,15.35
2023/11/25,03:00,0,2355,737,16,285,0,763,0,0,0,-403,0,0,3753,15.82
2023/11/25,04:00,0,2417,742,15,285,0,757,0,18,0,-398,0,0,3836,16.08
2023/11/25,05:00,0,2425,764,16,285,0,770,0,59,0,-483,0,0,3836,15.58
2023/11/25,06:00,0,2520,755,15,284,1,686,0,78,0,-561,0,0,3778,14.91
2023/11/25,07:00,0,2385,699,16,284,284,653,0,132,0,-602,0,0,3852,14.03
2023/11/25,08:00,0,2201,691,15,285,699,680,0,69,0,-582,0,0,4058,14.94
2023/11/25,09:00,0,1856,678,16,284,1019,694,0,48,0,-456,0,0,4140,12.58
2023/11/25,10:00,0,1783,629,16,283,1145,759,0,0,0,-453,0,0,4162,7.75
2023/11/25,11:00,0,1635,622,15,283,1116,686,0,0,0,-354,0,0,4003,7.7
2023/11/25,12:00,0,1616,610,16,283,1037,685,0,0,0,-357,0,0,3890,8.22
2023/11/25,13:00,0,1719,648,15,284,812,709,0,0,0,-331,0,0,3856,13.04
2023/11/25,14:00,0,1825,675,16,284,443,803,0,0,0,-231,0,0,3816,15.01
2023/11/25,15:00,0,2250,712,16,283,75,726,0,61,0,-233,0,0,3889,16.62
2023/11/25,16:00,0,2331,782,15,283,5,695,0,135,0,-194,0,0,4053,18.97
2023/11/25,17:00,0,2724,774,16,284,5,720,0,168,0,-566,0,0,4125,20.18
2023/11/25,18:00,0,2720,768,15,284,0,731,0,164,0,-604,0,0,4077,20.24
2023/11/25,19:00,0,2558,755,16,284,0,698,0,127,0,-489,0,0,3949,20.18
2023/11/25,20:00,0,2390,731,15,284,0,691,0,116,0,-390,0,0,3836,17.99
2023/11/25,21:00,0,2438,647,16,283,0,673,0,13,0,-381,0,0,3688,17.53
2023/11/25,22:00,0,2440,629,15,284,0,662,0,4,0,-513,0,0,3521,16.3
2023/11/25,23:00,0,2472,614,16,284,0,710,0,6,0,-557,0,0,3544,15.21
2023/11/26,00:00,0,2414,603,15,284,0,744,0,19,0,-594,0,0,3485,13.53
2023/11/26,01:00,0,2426,626,16,283,0,768,0,0,0,-570,0,0,3550,13.6
2023/11/26,02:00,0,2393,696,15,268,0,777,0,34,0,-521,0,0,3661,14.68
2023/11/26,03:00,0,2377,710,16,235,0,749,0,73,0,-392,0,0,3768,15
2023/11/26,04:00,0,2346,735,15,213,0,751,0,102,0,-331,0,0,3831,15.2
2023/11/26,05:00,0,2294,762,16,214,0,741,0,60,0,-337,0,0,3750,15.08
2023/11/26,06:00,0,2333,703,15,213,1,639,0,60,0,-393,0,0,3572,15.93
2023/11/26,07:00,0,2201,681,16,213,280,573,0,28,0,-439,0,0,3552,15.8
2023/11/26,08:00,0,2189,625,15,214,563,613,0,10,0,-593,0,0,3635,15.3
2023/11/26,09:00,0,1867,671,16,213,914,620,0,28,0,-648,0,0,3680,14.03
2023/11/26,10:00,0,1583,614,15,213,1185,645,-90,0,0,-558,0,0,3608,11.15
2023/11/26,11:00,0,1615,607,16,213,1233,605,-213,0,0,-559,0,0,3517,10.72
2023/11/26,12:00,0,1692,602,15,214,1046,615,-220,0,0,-488,0,0,3475,9.35
2023/11/26,13:00,0,1655,619,16,214,766,646,-220,0,0,-325,0,0,3371,14.02
2023/11/26,14:00,0,1821,646,16,214,378,737,-139,0,0,-249,0,0,3424,15.19
2023/11/26,15:00,0,2129,726,15,214,54,659,0,52,0,-274,0,0,3574,16.68
2023/11/26,16:00,0,2398,749,16,213,0,615,0,131,0,-337,0,0,3785,17.47
2023/11/26,17:00,0,2628,775,15,214,0,628,0,124,0,-443,0,0,3941,18.62
2023/11/26,18:00,0,2713,795,16,214,0,620,0,192,0,-584,0,0,3965,19.03
2023/11/26,19:00,0,2614,783,15,213,0,615,0,149,0,-504,0,0,3884,17.63
2023/11/26,20:00,0,2726,744,16,213,0,583,0,22,0,-492,0,0,3812,16.86
2023/11/26,21:00,0,2679,702,15,214,0,525,0,0,0,-518,0,0,3617,16.52
2023/11/26,22:00,0,2494,687,16,214,0,477,0,2,0,-456,0,0,3434,16.16
2023/11/26,23:00,0,2561,657,16,219,0,525,0,9,0,-548,0,0,3439,15.21
2023/11/27,00:00,0,2295,649,15,240,0,533,0,0,0,-419,0,0,3313,15.39
2023/11/27,01:00,0,2386,673,16,275,0,488,0,0,0,-453,0,0,3385,15.53
2023/11/27,02:00,0,2598,670,15,284,0,448,0,0,0,-516,0,0,3498,15.58
2023/11/27,03:00,0,2563,696,16,284,0,451,0,0,0,-354,0,0,3655,15.5
2023/11/27,04:00,0,2635,731,15,284,0,398,0,0,0,-313,0,0,3750,15.71
2023/11/27,05:00,0,2717,752,16,284,0,360,0,0,0,-335,0,0,3794,16.57
2023/11/27,06:00,0,2768,760,16,283,3,331,0,47,0,-368,0,0,3839,19.28
2023/11/27,07:00,0,2706,758,15,283,294,303,0,95,0,-481,0,0,3973,21.01
2023/11/27,08:00,0,2417,751,16,284,725,278,0,136,0,-494,0,0,4113,17.31
2023/11/27,09:00,0,2333,683,15,267,1071,255,0,137,0,-550,0,0,4211,16.34
2023/11/27,10:00,0,2230,651,16,238,1266,197,0,95,0,-587,0,0,4106,15.78
2023/11/27,11:00,0,2148,630,16,238,1277,209,0,72,0,-643,0,0,3947,14.84
2023/11/27,12:00,0,2122,621,16,238,1100,225,0,13,0,-557,0,0,3779,14.34
2023/11/27,13:00,0,2569,666,15,238,693,216,0,111,0,-539,0,0,3970,14.95
2023/11/27,14:00,0,2494,673,16,238,337,229,0,25,0,-107,0,0,3904,16.51
2023/11/27,15:00,0,2537,713,16,239,52,248,0,70,120,0,0,0,3996,17.41
2023/11/27,16:00,0,2762,791,15,239,0,268,0,161,0,-51,0,0,4184,20.21
2023/11/27,17:00,0,2858,795,16,239,0,293,0,241,0,-270,0,0,4171,19.91
2023/11/27,18:00,0,2877,772,16,238,0,321,0,263,0,-422,0,0,4065,19.91
2023/11/27,19:00,0,2839,763,16,239,0,301,0,252,0,-486,0,0,3924,18.94
2023/11/27,20:00,0,2826,754,15,239,0,284,0,97,0,-460,0,0,3755,17.64
2023/11/27,21:00,0,2787,700,16,239,0,288,0,49,0,-525,0,0,3554,16.89
2023/11/27,22:00,0,2726,646,16,240,0,269,0,8,0,-533,0,0,3372,17.52
2023/11/27,23:00,0,2682,627,15,239,0,260,0,27,0,-488,0,0,3363,15.98
2023/11/28,00:00,0,2578,617,16,239,0,281,0,0,0,-446,0,0,3285,15.91
2023/11/28,01:00,0,2609,641,15,239,0,253,0,0,0,-438,0,0,3320,14.27
2023/11/28,02:00,0,2720,647,16,239,0,265,0,0,0,-437,0,0,3450,14.9
2023/11/28,03:00,0,2740,684,15,239,0,285,0,0,0,-383,0,0,3579,15.69
2023/11/28,04:00,0,2819,738,16,239,0,284,0,36,0,-464,0,0,3668,15.66
2023/11/28,05:00,0,2866,745,15,239,0,293,0,100,0,-587,0,0,3671,16.1
2023/11/28,06:00,0,2727,717,16,238,0,387,0,63,0,-460,0,0,3687,16.66
2023/11/28,07:00,0,2660,709,15,238,226,425,0,8,0,-438,0,0,3844,16.92
2023/11/28,08:00,0,2427,682,16,237,451,411,0,0,0,-158,0,0,4066,15.48
2023/11/28,09:00,0,2092,610,15,237,586,373,0,0,129,0,0,0,4042,14.06
2023/11/28,10:00,0,1882,587,16,236,830,293,-116,0,138,0,0,0,3866,12.58
2023/11/28,11:00,0,2101,566,15,238,899,223,-203,0,0,-20,0,0,3820,13.2
2023/11/28,12:00,0,2086,545,16,245,746,269,-189,0,0,-26,0,0,3692,11.14
2023/11/28,13:00,0,2315,572,16,252,438,255,-137,0,177,0,0,0,3887,12.93
2023/11/28,14:00,0,2444,572,15,259,205,279,-8,0,74,0,0,0,3840,14.83
2023/11/28,15:00,0,2603,590,16,266,43,308,0,36,7,0,0,0,3869,15.21
2023/11/28,16:00,0,2550,703,15,273,0,383,0,129,0,-10,0,0,4044,17.09
2023/11/28,17:00,0,2733,699,16,279,0,463,0,138,0,-296,0,0,4032,17.59
2023/11/28,18:00,0,2717,704,16,283,0,564,0,75,0,-384,0,0,3975,15.74
2023/11/28,19:00,0,2599,686,15,283,0,571,0,68,0,-361,0,0,3861,14.31
2023/11/28,20:00,0,2509,683,16,283,0,573,0,3,0,-334,0,0,3733,13.17
2023/11/28,21:00,0,2300,660,16,282,0,566,0,32,0,-249,0,0,3606,12.34
2023/11/28,22:00,0,2246,641,15,282,0,556,0,51,0,-347,0,0,3444,10.06
2023/11/28,23:00,0,2156,615,16,283,0,643,0,1,0,-287,0,0,3426,12.9
2023/11/29,00:00,0,2078,581,15,283,0,803,0,0,0,-386,0,0,3374,12.62
2023/11/29,01:00,0,2099,599,16,283,0,845,0,0,0,-386,0,0,3456,13.12
2023/11/29,02:00,0,2291,586,15,284,0,834,0,0,0,-414,0,0,3594,13.31
2023/11/29,03:00,0,2312,579,16,284,0,800,0,0,0,-243,0,0,3748,14.3
2023/11/29,04:00,0,2238,656,15,283,0,764,0,61,0,-184,0,0,3833,14.12
2023/11/29,05:00,0,2180,708,16,283,0,737,0,68,0,-149,0,0,3843,15.27
2023/11/29,06:00,0,2428,652,16,283,1,679,0,135,0,-311,0,0,3883,17.27
2023/11/29,07:00,0,2295,634,15,283,208,659,0,124,0,-308,0,0,3910,15.78
2023/11/29,08:00,0,2322,616,15,284,743,695,0,65,0,-526,0,0,4214,14.12
2023/11/29,09:00,0,2171,571,16,283,1092,736,0,2,0,-527,0,0,4344,13.09
2023/11/29,10:00,0,1940,533,15,283,1252,764,0,8,0,-460,0,0,4336,13.69
2023/11/29,11:00,0,2107,506,16,283,1204,674,0,5,0,-465,0,0,4329,11.3
2023/11/29,12:00,0,2029,468,15,283,1125,652,0,0,0,-471,0,0,4101,9.31
2023/11/29,13:00,0,2021,521,16,283,868,690,0,0,0,-274,0,0,4125,13.75
2023/11/29,14:00,0,2340,563,15,283,427,635,0,11,0,-135,0,0,4139,15.17
2023/11/29,15:00,0,2631,582,16,283,62,608,0,124,0,-55,0,0,4252,19.82
2023/11/29,16:00,0,2815,651,15,282,2,631,0,121,0,-95,0,0,4422,20.63
2023/11/29,17:00,0,2831,658,16,284,0,668,0,121,0,-187,0,0,4391,20.68
2023/11/29,18:00,0,2806,667,15,284,0,633,0,134,0,-247,0,0,4292,20.49
2023/11/29,19:00,0,2909,650,16,283,0,604,0,71,0,-359,0,0,4173,19.95
2023/11/29,20:00,0,2902,625,15,283,0,553,0,61,0,-399,0,0,4041,18.06
2023/11/29,21:00,0,2814,588,16,284,0,535,0,33,0,-359,0,0,3911,16.65
2023/11/29,22:00,0,2697,549,15,284,0,540,0,0,0,-388,0,0,3696,15.8
2023/11/29,23:00,0,2506,527,16,283,0,603,0,0,0,-240,0,0,3695,16.09
2023/11/30,00:00,0,2480,508,15,284,0,574,0,32,0,-274,0,0,3620,15.21
2023/11/30,01:00,0,2502,536,16,284,0,593,0,19,0,-282,0,0,3668,14.22
2023/11/30,02:00,0,2626,531,15,284,0,547,0,0,0,-247,0,0,3756,15.11
2023/11/30,03:00,0,2674,564,16,284,0,581,0,9,0,-237,0,0,3890,15.28
2023/11/30,04:00,0,2549,638,15,284,0,603,0,64,0,-168,0,0,3985,15.58
2023/11/30,05:00,0,2541,673,16,284,0,586,0,0,0,-110,0,0,3990,16.01
2023/11/30,06:00,0,2824,621,15,283,0,505,0,62,0,-250,0,0,4059,17.38
2023/11/30,07:00,0,2857,581,16,282,163,493,0,65,0,-317,0,0,4139,15.92
2023/11/30,08:00,0,2983,563,15,284,612,484,0,33,0,-537,0,0,4437,15.55
2023/11/30,09:00,0,2603,514,16,283,982,502,0,0,0,-393,0,0,4507,15.89
2023/11/30,10:00,0,2521,474,15,283,1181,514,0,0,0,-506,0,0,4483,14.98
2023/11/30,11:00,0,2453,452,16,283,1161,523,0,8,0,-552,0,0,4345,14.62
2023/11/30,12:00,0,2348,419,15,284,1036,512,0,0,0,-446,0,0,4167,12.76
2023/11/30,13:00,0,2493,435,16,283,771,465,0,44,0,-248,0,0,4259,14.62
2023/11/30,14:00,0,2524,484,15,283,362,509,0,6,58,0,0,0,4241,15.34
2023/11/30,15:00,0,2747,541,16,284,43,547,0,71,123,0,0,0,4373,16.58
2023/11/30,16:00,0,2981,621,15,283,1,561,0,141,0,-67,0,0,4537,20.09
2023/11/30,17:00,0,2980,673,16,283,0,539,0,178,0,-168,0,0,4501,20.42
2023/11/30,18:00,0,2971,730,16,282,0,547,0,180,0,-301,0,0,4425,20.43
2023/11/30,19:00,0,2822,718,15,283,0,499,0,97,0,-179,0,0,4255,19.76
2023/11/30,20:00,0,2849,699,16,284,0,475,0,33,0,-223,0,0,4132,16.93
2023/11/30,21:00,0,2816,683,15,283,0,481,0,0,0,-343,0,0,3935,16.09
